gene_name	chr	in_mecp2_no_mch	k119ub_peak_gain
Cyb561d1	chr3	FALSE	TRUE
Il9r	chr11	FALSE	FALSE
Rbp3	chr14	FALSE	TRUE
Oc90	chr15	FALSE	TRUE
Epop	chr11	FALSE	FALSE
F2r	chr13	FALSE	TRUE
Gsc	chr12	FALSE	FALSE
Mtres1	chr10	FALSE	FALSE
Gm3646	chr1	FALSE	TRUE
Fut7	chr2	FALSE	TRUE
Cct8l1	chr5	FALSE	TRUE
Ccn6	chr10	FALSE	TRUE
Trim27	chr13	FALSE	TRUE
Dnase2a	chr8	FALSE	FALSE
Slc24a1	chr9	FALSE	FALSE
Cry1	chr10	FALSE	TRUE
Thrsp	chr7	FALSE	TRUE
Nudt17	chr3	FALSE	FALSE
Spock2	chr10	FALSE	FALSE
Gsto1	chr19	FALSE	TRUE
Zdhhc11	chr13	FALSE	FALSE
Arrdc1	chr2	FALSE	TRUE
Vpreb3	chr10	FALSE	FALSE
Tcim	chr8	FALSE	FALSE
Hunk	chr16	FALSE	FALSE
Spock3	chr8	FALSE	FALSE
Gdf15	chr8	FALSE	FALSE
Fam13a	chr6	FALSE	TRUE
Lnx1	chr5	FALSE	TRUE
Cst3	chr2	FALSE	TRUE
Nfkb2	chr19	FALSE	FALSE
Celf6	chr9	FALSE	FALSE
Slc6a2	chr8	FALSE	FALSE
Atic	chr1	FALSE	FALSE
Mtmr7	chr8	FALSE	TRUE
Naaladl2	chr3	FALSE	TRUE
Blvrb	chr7	FALSE	FALSE
A930018P22Rik	chr2	FALSE	FALSE
Ropn1	chr16	FALSE	FALSE
C130050O18Rik	chr5	FALSE	FALSE
Cdkal1	chr13	FALSE	FALSE
Mrps36	chr13	FALSE	FALSE
Cd14	chr18	FALSE	FALSE
Pfkfb4	chr9	FALSE	FALSE
Diras2	chr13	FALSE	FALSE
Sapcd2	chr2	FALSE	FALSE
Ndrg4	chr8	FALSE	FALSE
Cxcl14	chr13	FALSE	FALSE
Tubb3	chr8	FALSE	FALSE
Osr1	chr12	FALSE	FALSE
Mphosph8	chr14	FALSE	TRUE
Lrp5	chr19	FALSE	FALSE
Cmtm7	chr9	FALSE	TRUE
Artn	chr4	FALSE	FALSE
Ptch2	chr4	FALSE	FALSE
Syngr1	chr15	FALSE	FALSE
Nmb	chr7	FALSE	FALSE
Myl12a	chr17	FALSE	TRUE
Hey1	chr3	FALSE	TRUE
Siva1	chr12	FALSE	FALSE
Slc24a5	chr2	FALSE	FALSE
Yes1	chr5	FALSE	TRUE
Zbtb10	chr3	FALSE	TRUE
Satb2	chr1	FALSE	FALSE
Kazn	chr4	FALSE	FALSE
Rtn4rl1	chr11	FALSE	FALSE
Fkbp1b	chr12	FALSE	TRUE
Krt8	chr15	FALSE	TRUE
Tlx3	chr11	FALSE	FALSE
Tspan17	chr13	FALSE	TRUE
Ptgdr2	chr19	FALSE	FALSE
Bfsp1	chr2	FALSE	FALSE
Dync1i1	chr6	FALSE	TRUE
Ska1	chr18	FALSE	FALSE
Adrb2	chr18	FALSE	TRUE
Stk40	chr4	FALSE	FALSE
Tbc1d8	chr1	FALSE	TRUE
Fam13b	chr18	FALSE	TRUE
Pip5kl1	chr2	FALSE	FALSE
Tmem200b	chr4	FALSE	FALSE
Cnr1	chr4	TRUE	TRUE
Gltp	chr5	FALSE	FALSE
Chat	chr14	FALSE	FALSE
Gpr6	chr10	FALSE	FALSE
Tmem30b	chr12	FALSE	FALSE
Kcnk9	chr15	FALSE	FALSE
Taok3	chr5	FALSE	TRUE
Cck	chr9	FALSE	FALSE
Haus7	chrX	FALSE	TRUE
Elavl4	chr4	FALSE	TRUE
Spata20	chr11	FALSE	TRUE
Zpbp2	chr11	FALSE	FALSE
Nrg1	chr8	FALSE	FALSE
Ifrd2	chr9	FALSE	FALSE
Marchf9	chr10	FALSE	TRUE
Plau	chr14	FALSE	FALSE
Egr4	chr6	FALSE	TRUE
Camk2n1	chr4	FALSE	FALSE
Shox2	chr3	FALSE	FALSE
Mcpt9	chr14	FALSE	TRUE
Secisbp2l	chr2	FALSE	TRUE
Myt1	chr2	FALSE	TRUE
1700024G13Rik	chr14	FALSE	FALSE
Lefty1	chr1	FALSE	FALSE
Itprid2	chr2	FALSE	TRUE
Cox14	chr15	FALSE	FALSE
Hoxa13	chr6	FALSE	FALSE
Alpi	chr1	FALSE	FALSE
Nr5a2	chr1	FALSE	FALSE
Hdgfl1	chr13	FALSE	FALSE
Insig1	chr5	FALSE	TRUE
Tbx19	chr1	FALSE	TRUE
1700013G24Rik	chr4	FALSE	FALSE
Ccnjl	chr11	FALSE	FALSE
Nemp2	chr1	FALSE	TRUE
Hsd17b7	chr1	FALSE	TRUE
Ftmt	chr18	FALSE	TRUE
Ghitm	chr14	FALSE	TRUE
H2-Q2	chr17	FALSE	FALSE
Endov	chr11	FALSE	FALSE
Casp3	chr8	FALSE	TRUE
Tubb4b	chr2	FALSE	FALSE
Plk2	chr13	FALSE	FALSE
Rrp1	chr10	FALSE	FALSE
Dusp28	chr1	FALSE	TRUE
Lrrc73	chr17	FALSE	FALSE
Rmc1	chr18	FALSE	TRUE
Ramp2	chr11	FALSE	FALSE
Prkab2	chr3	FALSE	TRUE
Nhlh1	chr1	FALSE	TRUE
Rit2	chr18	FALSE	TRUE
Ankrd39	chr1	FALSE	FALSE
Cfap410	chr10	FALSE	FALSE
Msl3l2	chr10	FALSE	TRUE
Timm22	chr11	FALSE	FALSE
Cypt12	chr3	TRUE	TRUE
Sbspon	chr1	FALSE	FALSE
Ssr4	chrX	FALSE	FALSE
Trabd2b	chr4	FALSE	FALSE
Actl10	chr2	FALSE	FALSE
Bbs10	chr10	FALSE	TRUE
Slc22a4	chr11	FALSE	FALSE
Mcm2	chr6	FALSE	TRUE
Gdap1	chr1	FALSE	TRUE
Bhlhe23	chr2	FALSE	FALSE
Smim3	chr18	FALSE	FALSE
Mars2	chr1	FALSE	TRUE
Mgat2	chr12	FALSE	TRUE
Exoc7	chr11	FALSE	FALSE
Akna	chr4	FALSE	FALSE
Dio2	chr12	FALSE	TRUE
Tox	chr4	FALSE	FALSE
Nr4a1	chr15	FALSE	FALSE
Tmem174	chr13	FALSE	TRUE
Stub1	chr17	FALSE	FALSE
Zfp365	chr10	FALSE	FALSE
Serpinf2	chr11	FALSE	FALSE
Ccsap	chr8	FALSE	FALSE
Mfsd10	chr5	FALSE	FALSE
Adam34	chr8	FALSE	TRUE
Col9a2	chr4	FALSE	FALSE
Pwwp3a	chr10	FALSE	FALSE
Moxd1	chr10	FALSE	FALSE
Rhebl1	chr15	FALSE	FALSE
Chd4	chr6	FALSE	FALSE
Spata2	chr2	FALSE	FALSE
3110082J24Rik	chr5	FALSE	FALSE
Psmb1	chr17	FALSE	FALSE
Tigar	chr6	FALSE	TRUE
H2-T23	chr17	FALSE	FALSE
Ssx2ip	chr3	FALSE	TRUE
Prdx6	chr1	FALSE	TRUE
Pacsin3	chr2	FALSE	FALSE
Slc50a1	chr3	FALSE	TRUE
Coch	chr12	FALSE	FALSE
Plscr3	chr11	FALSE	FALSE
Hes6	chr1	FALSE	FALSE
Gapdh	chr6	FALSE	FALSE
Tdrd6	chr17	FALSE	FALSE
Asprv1	chr6	FALSE	TRUE
Rnaseh2b	chr14	FALSE	TRUE
Mllt3	chr4	FALSE	TRUE
Syt13	chr2	FALSE	FALSE
Rab5if	chr2	FALSE	FALSE
Gpr50	chrX	FALSE	FALSE
Mmp14	chr14	FALSE	FALSE
Zcchc2	chr1	FALSE	TRUE
Smpd5	chr15	FALSE	FALSE
Lpar5	chr6	FALSE	TRUE
Gstm3	chr3	FALSE	FALSE
Sgtb	chr13	FALSE	TRUE
Gal	chr19	FALSE	FALSE
Cbx8	chr11	FALSE	FALSE
Csk	chr9	FALSE	FALSE
Zfp78	chr7	FALSE	FALSE
Traf6	chr2	FALSE	TRUE
A930007A09Rik	chr16	FALSE	TRUE
Insl3	chr8	FALSE	FALSE
Cdc20	chr4	FALSE	TRUE
Lrrc3b	chr14	FALSE	TRUE
Chst13	chr6	FALSE	FALSE
Tent5a	chr9	FALSE	FALSE
Penk	chr4	FALSE	FALSE
Sgo2a	chr1	FALSE	TRUE
Sorcs1	chr19	FALSE	TRUE
Spata46	chr1	FALSE	FALSE
Krt18	chr15	FALSE	FALSE
Cdh16	chr8	FALSE	TRUE
Dipk1c	chr18	FALSE	FALSE
Vps18	chr2	FALSE	TRUE
Cby2	chr14	FALSE	TRUE
Abcf2	chr5	FALSE	TRUE
Zfp930	chr8	FALSE	TRUE
Guf1	chr5	FALSE	TRUE
Lyplal1	chr1	FALSE	TRUE
Cfc1	chr1	FALSE	TRUE
Cul7	chr17	FALSE	FALSE
Mafk	chr5	FALSE	FALSE
H2-M5	chr17	FALSE	FALSE
Rab27b	chr18	FALSE	FALSE
Cers1	chr8	FALSE	FALSE
Mab21l1	chr3	FALSE	FALSE
Grb10	chr11	FALSE	FALSE
Tnfrsf25	chr4	FALSE	FALSE
Lbr	chr1	FALSE	TRUE
Rcbtb2	chr14	FALSE	TRUE
Efnb1	chrX	FALSE	FALSE
Xxylt1	chr16	FALSE	TRUE
Cdk2ap1	chr5	FALSE	TRUE
Uhrf1	chr17	FALSE	FALSE
Casp2	chr6	FALSE	TRUE
Ibtk	chr9	FALSE	FALSE
Serpine1	chr5	FALSE	FALSE
Bglap2	chr3	FALSE	FALSE
Zfp869	chr8	FALSE	FALSE
Mob3c	chr4	FALSE	FALSE
Tomm40	chr7	FALSE	FALSE
Npm1	chr11	FALSE	FALSE
Rpp25l	chr4	FALSE	TRUE
Tmem179	chr12	FALSE	FALSE
Tmem91	chr7	FALSE	FALSE
Polrmt	chr10	FALSE	FALSE
Gatm	chr2	FALSE	FALSE
Septin4	chr11	FALSE	TRUE
Foxs1	chr2	FALSE	FALSE
Col17a1	chr19	FALSE	FALSE
Adra2a	chr19	FALSE	FALSE
St3gal5	chr6	FALSE	FALSE
Spin2c	chrX	FALSE	FALSE
Otulinl	chr15	FALSE	TRUE
Vcp	chr4	FALSE	FALSE
Fam135a	chr1	FALSE	TRUE
Rps6ka3	chrX	FALSE	FALSE
Synj2	chr17	FALSE	FALSE
Capn9	chr8	FALSE	FALSE
Mdfic	chr6	FALSE	FALSE
Pced1a	chr2	FALSE	TRUE
Otos	chr1	FALSE	TRUE
Ppy	chr11	FALSE	FALSE
Htr5b	chr1	FALSE	FALSE
Slc25a29	chr12	FALSE	TRUE
Tspan9	chr6	FALSE	FALSE
Ccdc27	chr4	FALSE	FALSE
P4ha1	chr10	FALSE	TRUE
Irx2	chr13	FALSE	TRUE
Zic5	chr14	FALSE	TRUE
Ccdc112	chr18	FALSE	TRUE
Klhl21	chr4	FALSE	TRUE
En1	chr1	FALSE	FALSE
Purb	chr11	FALSE	FALSE
Cox20	chr1	FALSE	FALSE
Catip	chr1	FALSE	FALSE
Rprm	chr2	FALSE	TRUE
Kctd7	chr5	FALSE	FALSE
Gnpda2	chr5	FALSE	TRUE
Cracr2b	chr7	FALSE	FALSE
Tert	chr13	FALSE	TRUE
Ifne	chr4	FALSE	FALSE
Nrn1	chr13	FALSE	TRUE
Fez1	chr9	FALSE	FALSE
Dmrt2	chr19	FALSE	TRUE
Gcc1	chr6	FALSE	TRUE
Creb3l1	chr2	FALSE	FALSE
Spata31d1d	chr13	FALSE	TRUE
Tafa2	chr10	FALSE	FALSE
Taar5	chr10	FALSE	TRUE
Pitpnm1	chr19	FALSE	TRUE
Asb5	chr8	FALSE	TRUE
Sit1	chr4	FALSE	TRUE
Spp2	chr1	FALSE	FALSE
Gm10033	chr8	FALSE	TRUE
Bmp2	chr2	FALSE	FALSE
Rab7b	chr1	FALSE	FALSE
Vps26a	chr10	FALSE	TRUE
Idh1	chr1	FALSE	TRUE
Chsy3	chr18	FALSE	FALSE
Snx10	chr6	FALSE	TRUE
Slain1	chr14	FALSE	TRUE
Orm1	chr4	FALSE	FALSE
Ctxn3	chr18	FALSE	FALSE
Krt83	chr15	FALSE	FALSE
Fam136a	chr6	FALSE	TRUE
Cyth1	chr11	FALSE	FALSE
Srp72	chr5	FALSE	TRUE
Mpv17l	chr16	FALSE	TRUE
Fjx1	chr2	FALSE	TRUE
Kcna5	chr6	FALSE	FALSE
Actbl2	chr13	FALSE	FALSE
Sfrp4	chr13	FALSE	TRUE
Adgrl3	chr5	FALSE	FALSE
Scrt1	chr15	FALSE	FALSE
Arx	chrX	FALSE	FALSE
Caly	chr7	FALSE	FALSE
Stc1	chr14	FALSE	FALSE
Hoxc8	chr15	FALSE	FALSE
Ppm1m	chr9	FALSE	TRUE
Tspan4	chr7	FALSE	FALSE
Celsr1	chr15	FALSE	FALSE
Hoxd9	chr2	FALSE	FALSE
Dhrs11	chr11	FALSE	FALSE
Hmgb3	chrX	FALSE	TRUE
Emilin1	chr5	FALSE	TRUE
Gpc6	chr14	FALSE	FALSE
Cbx4	chr11	FALSE	FALSE
Entpd8	chr2	FALSE	FALSE
Pdlim3	chr8	FALSE	FALSE
Chpf	chr1	FALSE	TRUE
Trpm8	chr1	FALSE	TRUE
Glis2	chr16	FALSE	FALSE
Uap1	chr1	FALSE	TRUE
Setd7	chr3	FALSE	FALSE
Map1a	chr2	FALSE	TRUE
Pparg	chr6	FALSE	FALSE
Nxph3	chr11	FALSE	TRUE
Nphs2	chr1	FALSE	FALSE
Alg14	chr3	FALSE	TRUE
Rab36	chr10	FALSE	TRUE
Lsm5	chr6	FALSE	TRUE
Zfp804b	chr5	FALSE	FALSE
Aasdhppt	chr9	FALSE	TRUE
Otp	chr13	FALSE	FALSE
Fndc4	chr5	FALSE	TRUE
Lap3	chr5	FALSE	TRUE
Zkscan4	chr13	FALSE	TRUE
Gpr12	chr5	FALSE	FALSE
Arhgap40	chr2	FALSE	FALSE
Gm7361	chr5	FALSE	TRUE
Ankrd45	chr1	FALSE	TRUE
Mro	chr18	FALSE	FALSE
Tal1	chr4	FALSE	FALSE
Akap7	chr10	FALSE	TRUE
Igfbp1	chr11	FALSE	FALSE
Tmsb10	chr6	FALSE	TRUE
8030474K03Rik	chrX	FALSE	FALSE
4930432M17Rik	chr3	FALSE	TRUE
Ube2t	chr1	FALSE	FALSE
Areg	chr5	FALSE	FALSE
Steap4	chr5	FALSE	FALSE
Mep1b	chr18	FALSE	FALSE
Cysrt1	chr2	FALSE	TRUE
Dhrs7	chr12	FALSE	TRUE
S1pr5	chr9	FALSE	FALSE
Tpbgl	chr7	FALSE	FALSE
Alg11	chr8	FALSE	FALSE
Sprn	chr7	TRUE	FALSE
Gm5168	chrX	FALSE	FALSE
Slc20a1	chr2	FALSE	TRUE
Pex3	chr10	FALSE	TRUE
Irf2bpl	chr12	FALSE	TRUE
Klf16	chr10	FALSE	FALSE
Gpr65	chr12	FALSE	TRUE
Lhx1	chr11	FALSE	FALSE
Carnmt1	chr19	FALSE	TRUE
Tuba3b	chr6	FALSE	FALSE
Tent5b	chr4	FALSE	FALSE
Ptprn	chr1	FALSE	TRUE
Ppp1r17	chr6	FALSE	FALSE
Ptgr1	chr4	FALSE	TRUE
Msx2	chr13	FALSE	FALSE
Plxna3	chrX	FALSE	FALSE
Cltb	chr13	TRUE	FALSE
Hgfac	chr5	FALSE	FALSE
Pck1	chr2	FALSE	FALSE
Commd2	chr3	FALSE	TRUE
Fam170b	chr14	FALSE	TRUE
Dhrs7c	chr11	FALSE	FALSE
Rnf19b	chr4	FALSE	FALSE
Nfe2	chr15	FALSE	FALSE
Wiz	chr17	FALSE	FALSE
Sphk1	chr11	FALSE	FALSE
Gpc4	chrX	FALSE	FALSE
Gabra4	chr5	FALSE	TRUE
Carns1	chr19	FALSE	FALSE
Upk2	chr9	FALSE	FALSE
Popdc2	chr16	FALSE	TRUE
Plet1	chr9	FALSE	FALSE
Mogs	chr6	FALSE	TRUE
Sox17	chr1	FALSE	FALSE
Gm5148	chr3	FALSE	TRUE
Hpcal4	chr4	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Fbxo44	chr4	FALSE	FALSE
Kirrel2	chr7	FALSE	FALSE
Ces2a	chr8	FALSE	TRUE
Ttyh1	chr7	FALSE	TRUE
Dyrk2	chr10	FALSE	TRUE
Ccnf	chr17	FALSE	TRUE
Rhov	chr2	FALSE	TRUE
B3gnt3	chr8	FALSE	FALSE
Rrs1	chr1	FALSE	TRUE
Plac1	chrX	FALSE	FALSE
Rpl38	chr11	FALSE	FALSE
Srp9	chr1	FALSE	TRUE
Dnajb4	chr3	FALSE	TRUE
Pabpc1	chr15	FALSE	TRUE
Poll	chr19	FALSE	FALSE
Mgst1	chr6	FALSE	FALSE
Gamt	chr10	FALSE	FALSE
Calb1	chr4	FALSE	TRUE
Pxylp1	chr9	FALSE	TRUE
Gpr150	chr13	FALSE	TRUE
Vmn1r65	chr7	FALSE	FALSE
Tcea2	chr2	FALSE	TRUE
Lig4	chr8	FALSE	TRUE
Rbm15b	chr9	FALSE	FALSE
Plpp2	chr10	FALSE	FALSE
Comp	chr8	FALSE	FALSE
Sp8	chr12	FALSE	FALSE
D630039A03Rik	chr4	FALSE	FALSE
Psapl1	chr5	FALSE	FALSE
Cyp26b1	chr6	FALSE	FALSE
Il25	chr14	FALSE	FALSE
Helt	chr8	FALSE	FALSE
Skil	chr3	FALSE	TRUE
Rwdd1	chr10	FALSE	TRUE
Klf6	chr13	FALSE	TRUE
Phlda1	chr10	FALSE	TRUE
Opn3	chr1	FALSE	TRUE
Homer1	chr13	FALSE	TRUE
Zc3h12a	chr4	FALSE	FALSE
Atn1	chr6	FALSE	FALSE
Eml1	chr12	FALSE	TRUE
Slc16a3	chr11	FALSE	FALSE
Paxx	chr2	FALSE	FALSE
Samd15	chr12	FALSE	TRUE
Aqp8	chr7	FALSE	FALSE
Prss16	chr13	FALSE	FALSE
Avpi1	chr19	FALSE	TRUE
Uroc1	chr6	FALSE	TRUE
Fndc7	chr3	FALSE	TRUE
Taar4	chr10	FALSE	TRUE
Mmrn2	chr14	FALSE	FALSE
Dcxr	chr11	FALSE	FALSE
Gucy1b2	chr14	FALSE	TRUE
Slitrk1	chr14	TRUE	FALSE
Kcnj8	chr6	FALSE	FALSE
Aurka	chr2	FALSE	FALSE
Acadm	chr3	FALSE	TRUE
B9d2	chr7	FALSE	FALSE
Plxnb2	chr15	FALSE	TRUE
Cfl2	chr12	FALSE	TRUE
Ptms	chr6	FALSE	TRUE
Foxi3	chr6	FALSE	FALSE
Fbxo39	chr11	FALSE	FALSE
Calr4	chr4	FALSE	FALSE
Klhl9	chr4	FALSE	TRUE
Ccdc185	chr1	FALSE	TRUE
Fam83a	chr15	FALSE	TRUE
Fam131b	chr6	FALSE	FALSE
Tppp3	chr8	FALSE	TRUE
Hyal2	chr9	FALSE	TRUE
Klf11	chr12	FALSE	TRUE
Pdrg1	chr2	FALSE	FALSE
Snx33	chr9	FALSE	FALSE
Serpini1	chr3	FALSE	TRUE
Setmar	chr6	FALSE	FALSE
Hmx2	chr7	FALSE	FALSE
Cxxc4	chr3	FALSE	TRUE
Ccdc191	chr16	FALSE	TRUE
Tm4sf1	chr3	FALSE	TRUE
Cenpx	chr11	FALSE	TRUE
Fundc1	chrX	FALSE	TRUE
Gpr20	chr15	FALSE	FALSE
Oxt	chr2	FALSE	FALSE
Cyba	chr8	FALSE	FALSE
Plpp3	chr4	FALSE	FALSE
Hif1a	chr12	TRUE	FALSE
Hjv	chr3	FALSE	FALSE
Syndig1l	chr12	FALSE	FALSE
Myl2	chr5	FALSE	FALSE
Cant1	chr11	FALSE	FALSE
Gmnc	chr16	FALSE	TRUE
Vcam1	chr3	FALSE	TRUE
Rsl24d1	chr9	FALSE	TRUE
Klhl34	chrX	FALSE	FALSE
Lrig1	chr6	FALSE	TRUE
Sgk2	chr2	FALSE	FALSE
Stard3nl	chr13	FALSE	TRUE
Ogfrl1	chr1	FALSE	TRUE
Cox6b2	chr7	FALSE	FALSE
Derl3	chr10	FALSE	FALSE
Esco2	chr14	FALSE	TRUE
Sash1	chr10	FALSE	FALSE
Ldhb	chr6	FALSE	TRUE
Cfap20	chr8	FALSE	TRUE
H2ac8	chr13	FALSE	TRUE
C1qc	chr4	FALSE	FALSE
Klrg1	chr6	FALSE	TRUE
Flnc	chr6	FALSE	FALSE
Pfn3	chr13	FALSE	FALSE
Pou3f1	chr4	FALSE	FALSE
Myog	chr1	FALSE	FALSE
Foxl1	chr8	FALSE	FALSE
E2f5	chr3	FALSE	TRUE
Hoxb1	chr11	FALSE	FALSE
Ndufaf4	chr4	FALSE	TRUE
Mis18a	chr16	FALSE	FALSE
Cdt1	chr8	FALSE	FALSE
Ccs	chr19	FALSE	TRUE
Hspa2	chr12	FALSE	FALSE
Tnn	chr1	FALSE	TRUE
Snai2	chr16	FALSE	FALSE
Ost4	chr5	FALSE	TRUE
Fndc5	chr4	FALSE	FALSE
Cyyr1	chr16	FALSE	TRUE
Ctrl	chr8	FALSE	FALSE
Rem2	chr14	FALSE	TRUE
Xrcc5	chr1	FALSE	FALSE
Lzts1	chr8	FALSE	TRUE
Ado	chr10	FALSE	TRUE
Cebpb	chr2	FALSE	FALSE
Cer1	chr4	FALSE	TRUE
Txnl1	chr18	FALSE	FALSE
Tubb2b	chr13	FALSE	TRUE
Lrrc75b	chr10	FALSE	TRUE
Aldh7a1	chr18	FALSE	TRUE
Crip3	chr17	FALSE	FALSE
Bcl2	chr1	FALSE	TRUE
Fads1	chr19	FALSE	FALSE
Fgfbp1	chr5	FALSE	FALSE
Atg16l2	chr7	FALSE	FALSE
Slit1	chr19	FALSE	FALSE
Tes	chr6	FALSE	TRUE
Cops8	chr1	FALSE	TRUE
Parva	chr7	FALSE	FALSE
Ccnb1	chr13	FALSE	TRUE
Actl7b	chr4	FALSE	TRUE
Btbd6	chr12	FALSE	FALSE
Thbs4	chr13	FALSE	TRUE
Syngr2	chr11	FALSE	FALSE
Gm7694	chr1	FALSE	FALSE
Slc35b3	chr13	FALSE	TRUE
Cdk20	chr13	FALSE	TRUE
Zbed3	chr13	FALSE	FALSE
Meak7	chr8	FALSE	TRUE
Speg	chr1	FALSE	FALSE
Samm50	chr15	FALSE	FALSE
Srek1	chr13	FALSE	TRUE
Defb48	chr14	FALSE	TRUE
Spry1	chr3	FALSE	TRUE
Gpr171	chr3	FALSE	FALSE
Aspm	chr1	FALSE	TRUE
Dtnbp1	chr13	FALSE	TRUE
