gene_name	chr	K119ub_up	mch_hyper
Metrnl	chr11	FALSE	FALSE
Prkcsh	chr9	FALSE	FALSE
Stard3	chr11	FALSE	FALSE
Gsto2	chr19	TRUE	FALSE
Zfp112	chr7	FALSE	FALSE
Cyp2j12	chr4	FALSE	FALSE
Adcy3	chr12	TRUE	FALSE
Cabin1	chr10	TRUE	TRUE
Zfand1	chr3	TRUE	TRUE
Spata18	chr5	TRUE	FALSE
Adgrf1	chr17	FALSE	FALSE
Ddx6	chr9	FALSE	FALSE
Aqp6	chr15	TRUE	TRUE
Cep126	chr9	TRUE	TRUE
Fbxo33	chr12	TRUE	FALSE
Themis	chr10	TRUE	TRUE
Fgd1	chrX	FALSE	TRUE
Dhps	chr8	TRUE	FALSE
Rassf6	chr5	FALSE	FALSE
Vtcn1	chr3	TRUE	TRUE
Hoxb7	chr11	FALSE	FALSE
Pcdhga10	chr18	TRUE	TRUE
Ppil4	chr10	FALSE	FALSE
Ppp3cb	chr14	FALSE	FALSE
Rrm2b	chr15	TRUE	FALSE
Rps14	chr18	TRUE	TRUE
Max	chr12	TRUE	FALSE
Eif3h	chr15	TRUE	TRUE
Cops3	chr11	FALSE	TRUE
Ces1g	chr8	FALSE	FALSE
Zfp329	chr7	TRUE	TRUE
Wdr86	chr5	FALSE	FALSE
Dmbt1	chr7	FALSE	TRUE
Stk10	chr11	TRUE	FALSE
Ccbe1	chr18	TRUE	TRUE
Eya2	chr2	TRUE	TRUE
Tmem151a	chr19	FALSE	FALSE
Lrtm2	chr6	TRUE	FALSE
Adcy4	chr14	FALSE	FALSE
Slco1c1	chr6	FALSE	FALSE
Stk38	chr17	FALSE	FALSE
Sncaip	chr18	TRUE	TRUE
Btbd17	chr11	TRUE	TRUE
Ptcd3	chr6	FALSE	FALSE
Rab30	chr7	TRUE	TRUE
Ell	chr8	FALSE	FALSE
Ccdc93	chr1	FALSE	TRUE
Gnb4	chr3	FALSE	TRUE
St8sia1	chr6	TRUE	TRUE
Arrdc4	chr7	TRUE	TRUE
Prepl	chr17	FALSE	FALSE
Ntn1	chr11	FALSE	FALSE
Psg20	chr7	FALSE	FALSE
Ttc17	chr2	TRUE	TRUE
Tmigd3	chr3	FALSE	FALSE
Slc22a1	chr17	FALSE	FALSE
Ppm1f	chr16	FALSE	TRUE
Cysltr2	chr14	FALSE	FALSE
Tmed7	chr18	TRUE	FALSE
Emc1	chr4	FALSE	FALSE
Plekha7	chr7	TRUE	TRUE
Dhx15	chr5	FALSE	FALSE
Pcdhgb7	chr18	TRUE	TRUE
Galns	chr8	FALSE	FALSE
Tsc22d4	chr5	FALSE	FALSE
Oas3	chr5	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Csn3	chr5	FALSE	FALSE
Cyp2j6	chr4	FALSE	TRUE
Hcfc1	chrX	FALSE	FALSE
Col23a1	chr11	TRUE	TRUE
Spaar	chr4	FALSE	FALSE
Galnt2	chr8	FALSE	FALSE
Ap3s1	chr18	TRUE	FALSE
Trmt10b	chr4	TRUE	FALSE
Pemt	chr11	TRUE	FALSE
Zdhhc6	chr19	FALSE	FALSE
Palld	chr8	FALSE	TRUE
Man2c1	chr9	FALSE	FALSE
Sucla2	chr14	TRUE	TRUE
Rps6ka6	chrX	TRUE	TRUE
Nol10	chr12	FALSE	TRUE
Slco2b1	chr7	TRUE	FALSE
Pdk3	chrX	FALSE	TRUE
Denr	chr5	FALSE	FALSE
Pdk2	chr11	FALSE	FALSE
Ggh	chr4	TRUE	FALSE
Spon2	chr5	TRUE	FALSE
Jam3	chr9	TRUE	FALSE
Stum	chr1	TRUE	FALSE
Zfp606	chr7	FALSE	FALSE
Serpina5	chr12	FALSE	FALSE
Jade2	chr11	TRUE	FALSE
Galnt1	chr18	FALSE	TRUE
Zfp945	chr17	TRUE	FALSE
Ccdc163	chr4	TRUE	FALSE
Xrcc4	chr13	FALSE	TRUE
Pdx1	chr5	FALSE	FALSE
Adora1	chr1	FALSE	FALSE
Zfp316	chr5	FALSE	FALSE
Fer1l6	chr15	TRUE	TRUE
Ube2d2a	chr18	TRUE	FALSE
Stag1	chr9	TRUE	TRUE
Fmo4	chr1	FALSE	FALSE
Fam168b	chr1	FALSE	FALSE
Etf1	chr18	FALSE	FALSE
Pcsk9	chr4	TRUE	FALSE
Mzt1	chr14	TRUE	TRUE
Elfn1	chr5	FALSE	FALSE
Ppp2r1b	chr9	TRUE	TRUE
Fabp6	chr11	FALSE	FALSE
Dnajc3	chr14	TRUE	FALSE
Slc28a1	chr7	FALSE	FALSE
Taf1b	chr12	FALSE	TRUE
E2f2	chr4	FALSE	FALSE
Thap2	chr10	TRUE	FALSE
Cacna1h	chr17	FALSE	FALSE
Ppfibp1	chr6	TRUE	TRUE
Sun1	chr5	FALSE	FALSE
Vmn1r52	chr6	FALSE	FALSE
Wbp2nl	chr15	FALSE	FALSE
Narf	chr11	FALSE	TRUE
Grb7	chr11	TRUE	FALSE
Ikbke	chr1	TRUE	FALSE
Dis3	chr14	TRUE	TRUE
Zfp57	chr17	TRUE	FALSE
Pitrm1	chr13	TRUE	FALSE
Pank2	chr2	FALSE	TRUE
Kcnmb4	chr10	TRUE	FALSE
Dnajc14	chr10	TRUE	FALSE
Ccdc125	chr13	FALSE	FALSE
Map3k7	chr4	FALSE	TRUE
Inpp5a	chr7	FALSE	TRUE
Iyd	chr10	TRUE	TRUE
Nynrin	chr14	TRUE	FALSE
Dnajc18	chr18	TRUE	FALSE
Pde6c	chr19	FALSE	TRUE
Pigt	chr2	TRUE	FALSE
Dhfr	chr13	TRUE	FALSE
Methig1	chr15	FALSE	FALSE
Lrtm1	chr14	TRUE	TRUE
Patz1	chr11	FALSE	FALSE
Foxa3	chr7	TRUE	FALSE
Kdelr3	chr15	FALSE	FALSE
Brd3	chr2	FALSE	TRUE
Grin2b	chr6	TRUE	TRUE
Cfap57	chr4	FALSE	FALSE
Prn	chr2	TRUE	FALSE
Neurod6	chr6	TRUE	FALSE
Pof1b	chrX	FALSE	TRUE
4930568D16Rik	chr2	TRUE	FALSE
Catspere1	chr1	FALSE	TRUE
Wfs1	chr5	FALSE	FALSE
Slc6a20a	chr9	FALSE	TRUE
Usp35	chr7	TRUE	FALSE
D130043K22Rik	chr13	FALSE	TRUE
Acox3	chr5	FALSE	FALSE
Kif24	chr4	FALSE	TRUE
Asb6	chr2	TRUE	FALSE
Fermt1	chr2	FALSE	TRUE
Serhl	chr15	TRUE	FALSE
P2rx3	chr2	TRUE	FALSE
Col28a1	chr6	TRUE	TRUE
Mcm6	chr1	FALSE	FALSE
Tpp2	chr1	FALSE	TRUE
Rab25	chr3	TRUE	TRUE
Myo7a	chr7	TRUE	FALSE
Isg20l2	chr3	TRUE	FALSE
Myo1a	chr10	FALSE	FALSE
Zc3h7a	chr16	FALSE	TRUE
Dsg3	chr18	FALSE	FALSE
Psma5	chr3	FALSE	FALSE
Ppp2ca	chr11	FALSE	FALSE
Ints2	chr11	FALSE	FALSE
Dok4	chr8	TRUE	FALSE
Aass	chr6	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Fam117a	chr11	FALSE	FALSE
Zup1	chr10	TRUE	TRUE
Krit1	chr5	TRUE	TRUE
Kif4	chrX	FALSE	TRUE
Apcs	chr1	FALSE	TRUE
Cryzl1	chr16	FALSE	TRUE
Scaf8	chr17	FALSE	TRUE
Maml1	chr11	FALSE	FALSE
Grm3	chr5	TRUE	TRUE
Supt7l	chr5	TRUE	FALSE
Hmces	chr6	FALSE	FALSE
A630001G21Rik	chr1	FALSE	FALSE
Slc37a2	chr9	FALSE	FALSE
Rnf208	chr2	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Snx12	chrX	FALSE	TRUE
Pax2	chr19	FALSE	TRUE
Nt5c3b	chr11	FALSE	FALSE
Acan	chr7	FALSE	FALSE
Fam3b	chr16	FALSE	FALSE
Cth	chr3	TRUE	FALSE
Slc5a12	chr2	FALSE	FALSE
Yaf2	chr15	TRUE	FALSE
Bmp8b	chr4	FALSE	FALSE
Inip	chr4	TRUE	TRUE
Pgap3	chr11	FALSE	FALSE
Gm14325	chr2	TRUE	FALSE
Tmed8	chr12	FALSE	FALSE
Creb3	chr4	TRUE	FALSE
Tnpo1	chr13	TRUE	TRUE
Cpt2	chr4	TRUE	FALSE
Ptprm	chr17	TRUE	TRUE
Fam186a	chr15	FALSE	FALSE
Efna1	chr3	TRUE	TRUE
Tsr1	chr11	TRUE	FALSE
4921524L21Rik	chr18	FALSE	TRUE
Rpusd3	chr6	TRUE	FALSE
Ktn1	chr14	FALSE	TRUE
Trmt1l	chr1	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Nadk2	chr15	TRUE	TRUE
Stab1	chr14	TRUE	FALSE
P3h1	chr4	FALSE	FALSE
Ets1	chr9	TRUE	FALSE
Speer4b	chr5	FALSE	FALSE
Prkci	chr3	FALSE	FALSE
Prodh	chr16	TRUE	FALSE
Atg4d	chr9	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Bach1	chr16	TRUE	FALSE
Gfod2	chr8	TRUE	FALSE
Scube3	chr17	FALSE	FALSE
A430005L14Rik	chr4	TRUE	FALSE
Ptprq	chr10	FALSE	TRUE
Rcc1	chr4	TRUE	FALSE
Mbd3	chr10	FALSE	FALSE
B9d1	chr11	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Ms4a15	chr19	TRUE	FALSE
Igsf5	chr16	TRUE	FALSE
Brwd1	chr16	FALSE	TRUE
Cyp4f17	chr17	FALSE	FALSE
Ric3	chr7	TRUE	FALSE
Slc25a18	chr6	FALSE	FALSE
Rbbp5	chr1	FALSE	TRUE
Pou4f2	chr8	TRUE	FALSE
