gene_name	chr	mch_hyper	convergent_2plus
Kdelr3	chr15	FALSE	FALSE
Brd3	chr2	FALSE	FALSE
Grin2b	chr6	FALSE	FALSE
Cfap57	chr4	FALSE	FALSE
Neurod6	chr6	FALSE	FALSE
Wfs1	chr5	FALSE	FALSE
Slc6a20a	chr9	FALSE	FALSE
Usp35	chr7	FALSE	TRUE
D130043K22Rik	chr13	FALSE	FALSE
Acox3	chr5	FALSE	FALSE
Kif24	chr4	FALSE	FALSE
Asb6	chr2	FALSE	FALSE
Fermt1	chr2	FALSE	FALSE
Serhl	chr15	FALSE	FALSE
P2rx3	chr2	FALSE	TRUE
Col28a1	chr6	FALSE	TRUE
Mcm6	chr1	FALSE	FALSE
Tpp2	chr1	FALSE	FALSE
Rab25	chr3	TRUE	TRUE
Myo7a	chr7	FALSE	FALSE
Myo1a	chr10	FALSE	FALSE
Zc3h7a	chr16	FALSE	FALSE
Dsg3	chr18	FALSE	FALSE
Psma5	chr3	FALSE	FALSE
Ppp2ca	chr11	FALSE	FALSE
Ints2	chr11	FALSE	FALSE
Dok4	chr8	FALSE	FALSE
Aass	chr6	FALSE	FALSE
Etv2	chr7	FALSE	FALSE
Fam117a	chr11	FALSE	FALSE
Zup1	chr10	FALSE	FALSE
Krit1	chr5	FALSE	FALSE
Cryzl1	chr16	FALSE	FALSE
Scaf8	chr17	FALSE	FALSE
Maml1	chr11	FALSE	FALSE
Grm3	chr5	FALSE	FALSE
Supt7l	chr5	FALSE	FALSE
Hmces	chr6	FALSE	FALSE
A630001G21Rik	chr1	FALSE	FALSE
Slc37a2	chr9	FALSE	FALSE
Rnf208	chr2	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Snx12	chrX	FALSE	FALSE
Pax2	chr19	FALSE	FALSE
Nt5c3b	chr11	FALSE	FALSE
Acan	chr7	FALSE	FALSE
Cth	chr3	FALSE	FALSE
Slc5a12	chr2	FALSE	FALSE
Yaf2	chr15	FALSE	FALSE
Bmp8b	chr4	FALSE	TRUE
Inip	chr4	TRUE	FALSE
Pgap3	chr11	FALSE	FALSE
Zfp763	chr17	FALSE	FALSE
Tmed8	chr12	FALSE	FALSE
Creb3	chr4	FALSE	FALSE
Tnpo1	chr13	FALSE	FALSE
Cpt2	chr4	FALSE	FALSE
Ptprm	chr17	FALSE	FALSE
Efna1	chr3	TRUE	TRUE
Rpusd3	chr6	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
Trmt1l	chr1	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Nadk2	chr15	FALSE	FALSE
Stab1	chr14	FALSE	FALSE
P3h1	chr4	FALSE	FALSE
Ets1	chr9	FALSE	FALSE
Speer4b	chr5	FALSE	FALSE
Prkci	chr3	FALSE	FALSE
Prodh	chr16	FALSE	FALSE
Atg4d	chr9	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Bach1	chr16	FALSE	FALSE
Gfod2	chr8	FALSE	FALSE
Scube3	chr17	FALSE	FALSE
A430005L14Rik	chr4	FALSE	FALSE
Ptprq	chr10	FALSE	FALSE
Rcc1	chr4	FALSE	FALSE
Mbd3	chr10	FALSE	FALSE
B9d1	chr11	FALSE	FALSE
Fbf1	chr11	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Brwd1	chr16	FALSE	FALSE
Cyp4f17	chr17	FALSE	FALSE
Ric3	chr7	FALSE	FALSE
Slc25a18	chr6	FALSE	FALSE
Rbbp5	chr1	FALSE	FALSE
Pou4f2	chr8	FALSE	FALSE
Taf1	chrX	FALSE	FALSE
