gene_name	chr	K119ub_up	MeCP2_up
Itpripl2	chr7	FALSE	TRUE
Ddx25	chr9	TRUE	TRUE
Pdha1	chrX	TRUE	FALSE
Zbp1	chr2	FALSE	TRUE
Slc22a15	chr3	TRUE	TRUE
Errfi1	chr4	FALSE	TRUE
Asb17	chr3	TRUE	FALSE
Samd7	chr3	FALSE	TRUE
Scn2b	chr9	FALSE	FALSE
Fhod1	chr8	TRUE	FALSE
Smox	chr2	TRUE	FALSE
Ccdc116	chr16	TRUE	FALSE
Grk2	chr19	TRUE	FALSE
Rep15	chr6	TRUE	TRUE
H1f0	chr15	TRUE	FALSE
Actl7a	chr4	FALSE	FALSE
Ano8	chr8	TRUE	FALSE
Pmvk	chr3	TRUE	TRUE
Sftpb	chr6	TRUE	TRUE
Prr23a2	chr9	FALSE	TRUE
Layn	chr9	TRUE	FALSE
2310033P09Rik	chr11	FALSE	TRUE
Slc23a3	chr1	TRUE	FALSE
Ppp1r9b	chr11	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
2010003K11Rik	chr19	TRUE	TRUE
Gpr15	chr16	TRUE	TRUE
Gucy2g	chr19	TRUE	TRUE
Bambi	chr18	TRUE	FALSE
Dstn	chr2	TRUE	FALSE
Tob2	chr15	FALSE	FALSE
Vps28	chr15	TRUE	FALSE
Mmachc	chr4	TRUE	FALSE
Stxbp6	chr12	TRUE	TRUE
Krtap11-1	chr16	TRUE	FALSE
Klrb1c	chr6	TRUE	FALSE
Htr5a	chr5	TRUE	TRUE
Idi1	chr13	TRUE	FALSE
Mcoln3	chr3	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Abca5	chr11	TRUE	FALSE
Homez	chr14	TRUE	TRUE
Fdft1	chr14	TRUE	FALSE
Osgin2	chr4	TRUE	FALSE
Tmem184a	chr5	FALSE	FALSE
Tmem74b	chr2	FALSE	TRUE
Dmrt3	chr19	FALSE	FALSE
Meltf	chr16	TRUE	FALSE
Calhm1	chr19	FALSE	FALSE
Gtpbp6	chr5	TRUE	FALSE
Aip	chr19	TRUE	FALSE
Sebox	chr11	TRUE	FALSE
Ubald2	chr11	TRUE	FALSE
Snw1	chr12	FALSE	TRUE
Ccdc71	chr9	FALSE	FALSE
Tob1	chr11	FALSE	FALSE
Gcsh	chr8	TRUE	FALSE
Fgf3	chr7	FALSE	TRUE
Preb	chr5	FALSE	TRUE
Pnpla5	chr15	TRUE	FALSE
Ndufaf8	chr11	TRUE	TRUE
Ghsr	chr3	FALSE	FALSE
Cntnap1	chr11	TRUE	TRUE
4930544D05Rik	chr11	FALSE	FALSE
Sh2d7	chr9	TRUE	TRUE
Rasl10b	chr11	FALSE	FALSE
Sstr4	chr2	FALSE	TRUE
Ppm1l	chr3	TRUE	FALSE
Ddo	chr10	TRUE	FALSE
Cnpy3	chr17	FALSE	FALSE
F2rl3	chr8	FALSE	FALSE
Tex36	chr7	TRUE	TRUE
Grsf1	chr5	FALSE	FALSE
Zfp629	chr7	FALSE	TRUE
Dmp1	chr5	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Coq4	chr2	TRUE	FALSE
Thnsl2	chr6	TRUE	FALSE
Foxred1	chr9	TRUE	FALSE
Aph1c	chr9	TRUE	FALSE
Wdr26	chr1	FALSE	FALSE
Nelfa	chr5	TRUE	FALSE
Stat2	chr10	TRUE	FALSE
Tsnax	chr8	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Gadd45g	chr13	FALSE	FALSE
Ptprd	chr4	TRUE	TRUE
Pcgf1	chr6	TRUE	FALSE
Raver1	chr9	FALSE	FALSE
Numb	chr12	TRUE	TRUE
Chrna9	chr5	FALSE	FALSE
Fes	chr7	TRUE	FALSE
Lyar	chr5	TRUE	FALSE
Nr0b2	chr4	FALSE	FALSE
Chrnd	chr1	FALSE	FALSE
Micu1	chr10	TRUE	FALSE
BC048671	chr6	FALSE	TRUE
Ccn1	chr3	TRUE	TRUE
Mutyh	chr4	TRUE	FALSE
Serpina11	chr12	FALSE	FALSE
Acaa1a	chr9	TRUE	FALSE
Aprt	chr8	TRUE	FALSE
Mfsd1	chr3	TRUE	FALSE
Nip7	chr8	TRUE	FALSE
Khdc4	chr3	FALSE	FALSE
Fam243	chr16	TRUE	TRUE
Dnaaf2	chr12	TRUE	FALSE
Sh3glb1	chr3	TRUE	FALSE
Zfp787	chr7	FALSE	FALSE
Elmod3	chr6	TRUE	TRUE
Slc52a3	chr2	FALSE	FALSE
Gabra6	chr11	TRUE	TRUE
Spry4	chr18	TRUE	FALSE
Znrf3	chr11	TRUE	FALSE
Terf2ip	chr8	FALSE	FALSE
Eno1	chr4	FALSE	FALSE
Mgmt	chr7	TRUE	TRUE
Ccdc182	chr11	FALSE	FALSE
Gzmc	chr14	FALSE	TRUE
Fam110a	chr2	TRUE	TRUE
Adh5	chr3	TRUE	FALSE
Klf4	chr4	TRUE	TRUE
St8sia2	chr7	TRUE	TRUE
Insm2	chr12	FALSE	FALSE
Dusp14	chr11	TRUE	FALSE
Abca3	chr17	FALSE	FALSE
Vsig8	chr1	TRUE	FALSE
Cldn4	chr5	FALSE	FALSE
Riox1	chr12	TRUE	FALSE
Hebp2	chr10	TRUE	FALSE
Etl4	chr2	FALSE	FALSE
Dipk1b	chr2	FALSE	FALSE
Dgkq	chr5	TRUE	FALSE
Tlx2	chr6	FALSE	FALSE
Pelp1	chr11	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Mnt	chr11	TRUE	FALSE
Jph4	chr14	TRUE	TRUE
Gde1	chr7	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Trp53i11	chr2	TRUE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Capg	chr6	TRUE	FALSE
Dis3l	chr9	FALSE	FALSE
Lsm11	chr11	TRUE	FALSE
Dcaf12l1	chrX	TRUE	FALSE
Gdf5	chr2	FALSE	FALSE
Akr1b8	chr6	TRUE	TRUE
Zfp369	chr13	TRUE	FALSE
Plod2	chr9	TRUE	TRUE
Ninj1	chr13	TRUE	FALSE
Itga3	chr11	FALSE	FALSE
Commd8	chr5	TRUE	TRUE
Tmem240	chr4	FALSE	FALSE
Vax1	chr19	TRUE	FALSE
Slc38a7	chr8	FALSE	FALSE
Amer3	chr1	TRUE	FALSE
Pdha2	chr3	TRUE	FALSE
Cebpa	chr7	FALSE	TRUE
Six2	chr17	FALSE	TRUE
Atad1	chr19	TRUE	FALSE
Sf3b5	chr10	TRUE	FALSE
Rai2	chrX	TRUE	TRUE
Dcun1d2	chr8	FALSE	FALSE
Otud6a	chrX	FALSE	FALSE
Ppp1r37	chr7	FALSE	TRUE
Rnf34	chr5	FALSE	FALSE
Trappc3	chr4	TRUE	FALSE
Chd1l	chr3	FALSE	TRUE
Xdh	chr17	FALSE	TRUE
Sytl2	chr7	TRUE	FALSE
Akap8	chr17	FALSE	FALSE
Tnnc2	chr2	TRUE	FALSE
Rhpn1	chr15	TRUE	TRUE
Micos13	chr17	TRUE	FALSE
Cped1	chr6	TRUE	TRUE
Oxld1	chr11	TRUE	FALSE
Adamts5	chr16	TRUE	TRUE
Lsm8	chr6	TRUE	TRUE
Tmem265	chr7	FALSE	FALSE
Trim62	chr4	FALSE	TRUE
Hmgn2	chr4	FALSE	FALSE
Ywhab	chr2	FALSE	FALSE
Extl2	chr3	TRUE	TRUE
Tmem109	chr19	TRUE	TRUE
Siae	chr9	TRUE	TRUE
Maneal	chr4	TRUE	FALSE
Bola2	chr7	TRUE	FALSE
Trib1	chr15	TRUE	FALSE
Atp6v0b	chr4	FALSE	FALSE
Acot2	chr12	TRUE	FALSE
Ebf1	chr11	TRUE	TRUE
Csrp2	chr10	TRUE	FALSE
Eid1	chr2	TRUE	FALSE
Hnrnpl	chr7	FALSE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Mcfd2	chr17	TRUE	FALSE
Bbs2	chr8	TRUE	FALSE
Etfdh	chr3	TRUE	FALSE
Ndufs2	chr1	TRUE	TRUE
Spr	chr6	TRUE	TRUE
Bpifa6	chr2	TRUE	TRUE
St6gal2	chr17	FALSE	FALSE
Syt5	chr7	TRUE	TRUE
Sptbn2	chr19	FALSE	FALSE
Dbnl	chr11	FALSE	FALSE
Gdf2	chr14	TRUE	FALSE
Med21	chr6	TRUE	FALSE
Hsdl1	chr8	FALSE	FALSE
Tmem229a	chr6	TRUE	FALSE
Nagpa	chr16	TRUE	TRUE
Fyb2	chr4	TRUE	FALSE
Syf2	chr4	FALSE	TRUE
Cited4	chr4	TRUE	TRUE
Pip5k1c	chr10	FALSE	FALSE
Lrrc7	chr3	TRUE	FALSE
H2-DMa	chr17	TRUE	TRUE
Slc27a4	chr2	FALSE	FALSE
Ndufb7	chr8	TRUE	FALSE
Mmd	chr11	TRUE	FALSE
Gstm6	chr3	FALSE	FALSE
Arhgef2	chr3	TRUE	FALSE
Pdcl3	chr1	TRUE	FALSE
Aanat	chr11	TRUE	TRUE
Tchh	chr3	FALSE	TRUE
Atf6b	chr17	FALSE	FALSE
Gba2	chr4	TRUE	FALSE
Itga2b	chr11	TRUE	FALSE
Rpl41	chr10	TRUE	FALSE
Foxa2	chr2	TRUE	FALSE
Cdc25b	chr2	TRUE	FALSE
Txndc17	chr11	TRUE	FALSE
Capn3	chr2	FALSE	FALSE
Gm1979	chr5	TRUE	FALSE
Plcz1	chr6	FALSE	TRUE
Crhbp	chr13	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Pnrc1	chr4	TRUE	FALSE
Cplx2	chr13	TRUE	FALSE
Dbil5	chr11	TRUE	FALSE
Bcl6	chr16	TRUE	TRUE
Junb	chr8	TRUE	FALSE
Map3k8	chr18	TRUE	FALSE
Fastk	chr5	TRUE	TRUE
Osbpl7	chr11	FALSE	FALSE
1110032F04Rik	chr3	TRUE	FALSE
Zdhhc22	chr12	TRUE	FALSE
Ech1	chr7	FALSE	TRUE
Erfe	chr1	FALSE	FALSE
G6pc2	chr2	FALSE	TRUE
Barx1	chr13	FALSE	TRUE
B3gat2	chr1	TRUE	FALSE
Tnks	chr8	TRUE	TRUE
Tuba4a	chr1	TRUE	FALSE
Ufm1	chr3	TRUE	FALSE
Mt3	chr8	TRUE	TRUE
Trp53i13	chr11	FALSE	FALSE
1500009L16Rik	chr10	TRUE	FALSE
Mrgprf	chr7	FALSE	FALSE
Shmt2	chr10	TRUE	TRUE
Ccna2	chr3	TRUE	FALSE
Ptpn6	chr6	FALSE	FALSE
Ccdc71l	chr12	TRUE	TRUE
Fbxo5	chr10	TRUE	FALSE
Hspa4l	chr3	TRUE	FALSE
Rbm43	chr2	TRUE	FALSE
Slpi	chr2	FALSE	TRUE
Vmn1r40	chr6	FALSE	FALSE
Prmt2	chr10	TRUE	FALSE
Fzd5	chr1	TRUE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Tmem125	chr4	FALSE	FALSE
Lrfn4	chr19	FALSE	FALSE
Bcl2l1	chr2	TRUE	FALSE
Erg	chr16	TRUE	FALSE
Golga7b	chr19	TRUE	FALSE
Vwce	chr19	TRUE	TRUE
Oaz1	chr10	FALSE	FALSE
Ckb	chr12	FALSE	FALSE
Zc2hc1a	chr3	TRUE	TRUE
Cnga4	chr7	FALSE	TRUE
Vps25	chr11	TRUE	FALSE
Clk3	chr9	TRUE	TRUE
Ndufb9	chr15	TRUE	TRUE
Ildr2	chr1	TRUE	FALSE
Pnma2	chr14	TRUE	TRUE
Btbd10	chr7	TRUE	FALSE
Mtrf1l	chr10	TRUE	FALSE
Casp8ap2	chr4	TRUE	FALSE
Urb2	chr8	TRUE	TRUE
Lrrc47	chr4	FALSE	FALSE
Cckbr	chr7	FALSE	FALSE
Per1	chr11	TRUE	FALSE
Dcps	chr9	TRUE	TRUE
Arl14	chr3	TRUE	TRUE
Prkra	chr2	TRUE	FALSE
Rps19	chr7	TRUE	FALSE
Pitx2	chr3	FALSE	FALSE
Rps13	chr7	FALSE	FALSE
Cuedc2	chr19	TRUE	FALSE
Fancb	chrX	TRUE	FALSE
Tpgs1	chr10	FALSE	FALSE
Ogfod2	chr5	TRUE	FALSE
Mex3b	chr7	TRUE	FALSE
Nt5c	chr11	TRUE	FALSE
Mc5r	chr18	TRUE	FALSE
Josd2	chr7	FALSE	FALSE
Plk1	chr7	TRUE	FALSE
Arhgap28	chr17	TRUE	TRUE
Dck	chr5	TRUE	FALSE
S100z	chr13	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Rdh8	chr9	FALSE	FALSE
Prr30	chr14	FALSE	TRUE
Gas7	chr11	TRUE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Atp6ap2	chrX	FALSE	FALSE
Zfp367	chr13	TRUE	TRUE
Ccdc90b	chr7	TRUE	FALSE
Irf1	chr11	FALSE	TRUE
Cited1	chrX	TRUE	FALSE
Mafa	chr15	FALSE	FALSE
Mrpl53	chr6	TRUE	FALSE
Samd5	chr10	FALSE	FALSE
Pex5	chr6	FALSE	FALSE
Hdac2	chr10	FALSE	FALSE
Phlda3	chr1	FALSE	FALSE
Immp1l	chr2	TRUE	FALSE
Ufsp1	chr5	TRUE	TRUE
Lrrc58	chr16	FALSE	FALSE
Glud1	chr14	TRUE	TRUE
Habp2	chr19	TRUE	FALSE
Zfp41	chr15	TRUE	FALSE
Casq1	chr1	TRUE	TRUE
Susd2	chr10	TRUE	TRUE
Kif26a	chr12	FALSE	FALSE
Tubb2a	chr13	TRUE	TRUE
Zmynd12	chr4	TRUE	TRUE
Kcnab3	chr11	TRUE	TRUE
Aldh18a1	chr19	TRUE	FALSE
Zbtb21	chr16	TRUE	FALSE
Mybl2	chr2	FALSE	FALSE
Ccnj	chr19	TRUE	FALSE
Cotl1	chr8	TRUE	TRUE
Inhbe	chr10	TRUE	FALSE
Jak2	chr19	TRUE	FALSE
Rrp9	chr9	TRUE	FALSE
Akr7a5	chr4	FALSE	FALSE
Mfsd5	chr15	TRUE	FALSE
Gadd45a	chr6	TRUE	FALSE
Abcg5	chr17	FALSE	TRUE
Uap1l1	chr2	FALSE	FALSE
Vwa7	chr17	TRUE	FALSE
Lsm2	chr17	TRUE	FALSE
Rps6	chr4	TRUE	FALSE
Syt8	chr7	TRUE	TRUE
Tcf4	chr18	TRUE	TRUE
Ubxn6	chr17	TRUE	FALSE
Slc13a5	chr11	FALSE	TRUE
Smad7	chr18	TRUE	TRUE
Fastkd3	chr13	TRUE	FALSE
Ttc22	chr4	TRUE	FALSE
Chgb	chr2	TRUE	TRUE
Nhsl1	chr10	TRUE	TRUE
Purg	chr8	TRUE	FALSE
Pdlim2	chr14	TRUE	TRUE
Fgf8	chr19	FALSE	FALSE
Orai2	chr5	TRUE	FALSE
Tcl1	chr12	FALSE	FALSE
Klk1b9	chr7	FALSE	FALSE
Qprt	chr7	TRUE	FALSE
Cldn12	chr5	TRUE	FALSE
Saraf	chr8	TRUE	FALSE
1700012A03Rik	chr6	TRUE	TRUE
Ctsc	chr7	FALSE	FALSE
Rrp15	chr1	TRUE	FALSE
Zfp42	chr8	FALSE	FALSE
Kcnv1	chr15	FALSE	TRUE
Rraga	chr4	TRUE	FALSE
Pax6	chr2	TRUE	TRUE
Myod1	chr7	FALSE	FALSE
Cblc	chr7	FALSE	FALSE
Phykpl	chr11	TRUE	FALSE
Porcn	chrX	TRUE	FALSE
Stk35	chr2	TRUE	FALSE
Zfp692	chr11	TRUE	FALSE
Slc10a2	chr8	FALSE	TRUE
Kcnj9	chr1	TRUE	FALSE
Zfp784	chr7	TRUE	FALSE
Dpep2	chr8	TRUE	TRUE
Zfp786	chr6	TRUE	FALSE
Tnfaip3	chr10	TRUE	FALSE
Pdf	chr8	TRUE	TRUE
Phyhip	chr14	FALSE	FALSE
Eri1	chr8	TRUE	TRUE
Mpeg1	chr19	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
En2	chr5	FALSE	TRUE
Dpp10	chr1	TRUE	FALSE
Lig1	chr7	FALSE	FALSE
Ncf4	chr15	FALSE	TRUE
Akirin1	chr4	FALSE	FALSE
Galnt4	chr10	TRUE	TRUE
Iqgap3	chr3	TRUE	FALSE
Rnf138rt1	chrX	TRUE	TRUE
Nebl	chr2	TRUE	FALSE
Trim59	chr3	TRUE	FALSE
Atpaf2	chr11	TRUE	FALSE
Nfkbil1	chr17	FALSE	FALSE
Itpkc	chr7	FALSE	FALSE
Tesc	chr5	FALSE	FALSE
Insyn2b	chr11	TRUE	TRUE
Lrp10	chr14	TRUE	FALSE
Dsel	chr1	TRUE	FALSE
Ptges3	chr10	TRUE	FALSE
Aoah	chr13	TRUE	TRUE
Tgfbr1	chr4	TRUE	FALSE
Ppp1r35	chr5	TRUE	FALSE
Pop7	chr5	FALSE	FALSE
Cd81	chr7	TRUE	FALSE
Tnfrsf4	chr4	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Fezf1	chr6	FALSE	FALSE
Aunip	chr4	TRUE	FALSE
Sf3a3	chr4	FALSE	FALSE
Fam181a	chr12	TRUE	TRUE
Tiam2	chr17	TRUE	FALSE
Retreg2	chr1	FALSE	FALSE
Pgls	chr8	TRUE	FALSE
Gk2	chr5	TRUE	TRUE
Ccnd1	chr7	TRUE	FALSE
Dscaml1	chr9	TRUE	TRUE
Mvp	chr7	TRUE	FALSE
Il12a	chr3	TRUE	FALSE
Fam241b	chr10	FALSE	TRUE
Pdcd4	chr19	TRUE	FALSE
Cep63	chr9	FALSE	FALSE
Aloxe3	chr11	TRUE	FALSE
Ttc32	chr12	TRUE	TRUE
Pelo	chr13	TRUE	FALSE
Hnrnph3	chr10	FALSE	TRUE
Tmco5	chr2	FALSE	FALSE
Cdkn2aip	chr8	TRUE	FALSE
Fsip2	chr2	FALSE	TRUE
Rassf1	chr9	TRUE	FALSE
Ap3d1	chr10	FALSE	FALSE
Mrps16	chr14	TRUE	FALSE
Mcm4	chr16	TRUE	FALSE
Gjd4	chr18	FALSE	FALSE
Marveld1	chr19	TRUE	FALSE
Man2b2	chr5	TRUE	FALSE
Trim28	chr7	TRUE	FALSE
Cdk14	chr5	TRUE	TRUE
Rarb	chr14	TRUE	FALSE
Clcf1	chr19	FALSE	FALSE
Six6	chr12	FALSE	FALSE
Tle5	chr10	FALSE	FALSE
Fancf	chr7	TRUE	FALSE
Dnph1	chr17	TRUE	FALSE
Nat1	chr8	TRUE	TRUE
Kctd9	chr14	TRUE	FALSE
Eogt	chr6	TRUE	FALSE
Zfp280b	chr10	FALSE	FALSE
Zfp868	chr8	TRUE	FALSE
Gna11	chr10	FALSE	FALSE
Smim7	chr8	TRUE	FALSE
Calcr	chr6	FALSE	FALSE
Serbp1	chr6	TRUE	TRUE
Lbx1	chr19	FALSE	FALSE
Ly6d	chr15	TRUE	TRUE
Agtr1a	chr13	FALSE	FALSE
Klhdc7b	chr15	FALSE	TRUE
Tfap4	chr16	TRUE	FALSE
Nap1l1	chr10	TRUE	FALSE
Gng13	chr17	FALSE	FALSE
Myoc	chr1	TRUE	TRUE
Prkar1a	chr11	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Kcnb2	chr1	TRUE	TRUE
Golga5	chr12	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Nop16	chr13	TRUE	FALSE
Tmem247	chr17	FALSE	TRUE
Csdc2	chr15	TRUE	TRUE
Cd38	chr5	TRUE	FALSE
Plxnb1	chr9	FALSE	FALSE
Alox12e	chr11	FALSE	FALSE
Enho	chr4	TRUE	FALSE
Cdkn1b	chr6	TRUE	TRUE
Dusp4	chr8	TRUE	FALSE
Pars2	chr4	TRUE	FALSE
AI854703	chr6	TRUE	TRUE
Ajm1	chr2	FALSE	TRUE
Dyrk1b	chr7	FALSE	FALSE
Prr23a1	chr9	FALSE	TRUE
Gucy2e	chr11	TRUE	FALSE
Bod1	chr11	TRUE	TRUE
Prss8	chr7	FALSE	TRUE
Msl3	chrX	TRUE	FALSE
Wnt9b	chr11	TRUE	TRUE
Hopx	chr5	TRUE	TRUE
Msh6	chr17	FALSE	FALSE
Ppan	chr9	TRUE	FALSE
Nfe2l1	chr11	TRUE	FALSE
Tmem263	chr10	TRUE	FALSE
Msh4	chr3	TRUE	FALSE
AU022252	chr4	FALSE	FALSE
Madcam1	chr10	TRUE	FALSE
Mzf1	chr7	TRUE	FALSE
Sharpin	chr15	TRUE	FALSE
Ppm1k	chr6	TRUE	TRUE
Nagk	chr6	TRUE	FALSE
1700020L24Rik	chr11	TRUE	FALSE
Nfatc2ip	chr7	TRUE	TRUE
Midn	chr10	TRUE	FALSE
Msto1	chr3	FALSE	TRUE
Mak16	chr8	TRUE	TRUE
Hnrnpdl	chr5	FALSE	FALSE
Fbxl16	chr17	FALSE	TRUE
Tmem115	chr9	FALSE	TRUE
Nr2f2	chr7	TRUE	TRUE
Ubfd1	chr7	FALSE	FALSE
Thra	chr11	FALSE	FALSE
Tsku	chr7	TRUE	FALSE
Senp2	chr16	FALSE	FALSE
Mafb	chr2	TRUE	FALSE
Avpr1a	chr10	FALSE	FALSE
Vash1	chr12	TRUE	FALSE
Wrn	chr8	FALSE	FALSE
Snx21	chr2	FALSE	FALSE
Tfb2m	chr1	TRUE	FALSE
Gm13889	chr2	TRUE	FALSE
Rpa1	chr11	FALSE	FALSE
Ldlr	chr9	TRUE	TRUE
Tmie	chr9	TRUE	FALSE
C1qtnf6	chr15	TRUE	TRUE
Gm815	chr19	TRUE	TRUE
Cryab	chr9	TRUE	FALSE
Rps6kb2	chr19	FALSE	FALSE
Pold4	chr19	TRUE	FALSE
Wdr45b	chr11	FALSE	FALSE
Tmem200c	chr17	TRUE	FALSE
Lratd1	chr12	TRUE	TRUE
Pklr	chr3	FALSE	FALSE
Hpcal1	chr12	TRUE	FALSE
Il2rb	chr15	TRUE	TRUE
Il13	chr11	TRUE	FALSE
Psmb3	chr11	FALSE	FALSE
Btbd19	chr4	TRUE	FALSE
Smad2	chr18	TRUE	FALSE
Tnfaip1	chr11	FALSE	FALSE
Inafm1	chr7	TRUE	TRUE
Trex2	chrX	FALSE	FALSE
Xcl1	chr1	TRUE	TRUE
Krtap10-4	chr10	FALSE	FALSE
Spryd3	chr15	TRUE	FALSE
Gpx7	chr4	TRUE	TRUE
Adal	chr2	TRUE	FALSE
Ptma	chr1	FALSE	FALSE
Oxgr1	chr14	FALSE	FALSE
Cyb5r3	chr15	TRUE	FALSE
Crnn	chr3	FALSE	FALSE
Mea1	chr17	TRUE	FALSE
Ovol1	chr19	FALSE	FALSE
Sod3	chr5	TRUE	TRUE
Bdkrb1	chr12	TRUE	FALSE
Pnn	chr12	TRUE	TRUE
Arrdc2	chr8	TRUE	FALSE
Atp4a	chr7	FALSE	FALSE
Syde1	chr10	TRUE	FALSE
Tspyl1	chr10	TRUE	TRUE
Foxd2	chr4	FALSE	FALSE
Gon7	chr12	TRUE	TRUE
Dact1	chr12	TRUE	FALSE
Zdhhc9	chrX	TRUE	FALSE
Sc5d	chr9	TRUE	TRUE
Mfng	chr15	FALSE	FALSE
Ap3m2	chr8	TRUE	FALSE
Fam110c	chr12	FALSE	FALSE
Slbp	chr5	TRUE	FALSE
Pcdhb5	chr18	TRUE	FALSE
Slc6a11	chr6	TRUE	TRUE
Yrdc	chr4	TRUE	FALSE
Tmem104	chr11	TRUE	FALSE
Oxct2b	chr4	FALSE	FALSE
1700009N14Rik	chr4	FALSE	TRUE
Rhoc	chr3	TRUE	FALSE
Krt75	chr15	FALSE	FALSE
Rgl2	chr17	TRUE	FALSE
Dab2ip	chr2	TRUE	FALSE
Tmem170	chr8	TRUE	FALSE
Zcchc3	chr2	TRUE	FALSE
Slc38a10	chr11	FALSE	FALSE
Cfap97d2	chr8	TRUE	FALSE
Tanc2	chr11	TRUE	TRUE
Fasn	chr11	FALSE	FALSE
Slc2a4	chr11	FALSE	FALSE
Wdr4	chr17	TRUE	TRUE
Rassf7	chr7	TRUE	FALSE
Cep97	chr16	TRUE	FALSE
Zfp428	chr7	FALSE	FALSE
Gm38431	chr9	FALSE	FALSE
Magee1	chrX	FALSE	FALSE
Fpgs	chr2	TRUE	FALSE
Aph1a	chr3	FALSE	FALSE
Asah1	chr8	TRUE	FALSE
Cnih1	chr14	TRUE	FALSE
Map10	chr8	TRUE	FALSE
Misp	chr10	FALSE	FALSE
Pcdh8	chr14	FALSE	FALSE
Dmxl1	chr18	TRUE	FALSE
Slc16a6	chr11	TRUE	FALSE
Zmat5	chr11	TRUE	FALSE
Rnf6	chr5	TRUE	FALSE
Rnf112	chr11	FALSE	TRUE
Sertad3	chr7	TRUE	FALSE
Borcs6	chr11	TRUE	FALSE
Ccdc184	chr15	TRUE	FALSE
Pimreg	chr11	FALSE	FALSE
Utf1	chr7	FALSE	TRUE
Stk25	chr1	TRUE	FALSE
Zfp579	chr7	TRUE	FALSE
Yy2	chrX	FALSE	FALSE
Ly9	chr1	FALSE	TRUE
Stoml2	chr4	TRUE	TRUE
Taf7l2	chr10	FALSE	FALSE
Urb1	chr16	FALSE	FALSE
Khnyn	chr14	FALSE	FALSE
Hnrnpa0	chr13	TRUE	FALSE
Ttc39c	chr18	TRUE	FALSE
Lingo4	chr3	TRUE	TRUE
Islr	chr9	FALSE	FALSE
Cox7a2l	chr17	TRUE	FALSE
Svil	chr18	TRUE	FALSE
Lpar2	chr8	TRUE	FALSE
Ddx1	chr12	FALSE	FALSE
Mfap4	chr11	TRUE	FALSE
Samd11	chr4	FALSE	FALSE
Hsp90aa1	chr12	TRUE	FALSE
Pcif1	chr2	FALSE	TRUE
Cox4i1	chr8	FALSE	TRUE
Ctns	chr11	TRUE	FALSE
Sla	chr15	TRUE	TRUE
Pkn3	chr2	FALSE	FALSE
Brms1l	chr12	TRUE	FALSE
Grik3	chr4	FALSE	TRUE
Olfm4	chr14	TRUE	TRUE
Clk4	chr11	FALSE	FALSE
Miox	chr15	FALSE	FALSE
Kcnf1	chr12	TRUE	TRUE
Ndnf	chr6	TRUE	TRUE
Crlf2	chr5	FALSE	FALSE
Tfam	chr10	TRUE	FALSE
Mn1	chr5	FALSE	FALSE
Echdc2	chr4	FALSE	TRUE
Ttc14	chr3	FALSE	FALSE
Itpr2	chr6	TRUE	FALSE
Ifnl3	chr7	FALSE	FALSE
Mfap3	chr11	FALSE	TRUE
Pnpla6	chr8	FALSE	FALSE
Mcoln2	chr3	TRUE	FALSE
Fbxo7	chr10	TRUE	FALSE
Slc22a8	chr19	FALSE	TRUE
Rlim	chrX	FALSE	FALSE
Cldn3	chr5	FALSE	FALSE
Serinc5	chr13	TRUE	FALSE
Lsp1	chr7	TRUE	FALSE
Ntmt1	chr2	FALSE	TRUE
Sstr5	chr17	FALSE	FALSE
Rcbtb1	chr14	TRUE	FALSE
Kif12	chr4	FALSE	FALSE
Cdkn1a	chr17	TRUE	TRUE
Mpv17l2	chr8	TRUE	FALSE
Kyat1	chr2	TRUE	FALSE
Rpp25	chr9	FALSE	TRUE
Acat2	chr17	TRUE	FALSE
Hes1	chr16	FALSE	FALSE
Ydjc	chr16	TRUE	FALSE
Snx22	chr9	FALSE	FALSE
Pdia4	chr6	TRUE	FALSE
Ier5	chr1	TRUE	FALSE
Akirin2	chr4	TRUE	FALSE
Cma2	chr14	TRUE	FALSE
Foxi2	chr7	FALSE	FALSE
Chaf1a	chr17	TRUE	FALSE
Scn10a	chr9	FALSE	FALSE
Arl1	chr10	TRUE	FALSE
Rragb	chrX	FALSE	FALSE
Bola3	chr6	TRUE	TRUE
Adam30	chr3	FALSE	FALSE
Gpn2	chr4	TRUE	FALSE
Il3ra	chr14	TRUE	FALSE
Tubg1	chr11	FALSE	FALSE
Ctcfl	chr2	FALSE	TRUE
Phb2	chr6	FALSE	FALSE
BB014433	chr8	TRUE	TRUE
Kifc5b	chr17	TRUE	FALSE
