gene_name	chr	MeCP2_up	mCH_up
Pisd	chr5	TRUE	FALSE
Resf1	chr6	TRUE	FALSE
Cxadr	chr16	FALSE	FALSE
Rasgrp2	chr19	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Papss2	chr19	FALSE	FALSE
Lep	chr6	TRUE	TRUE
1110059E24Rik	chr19	TRUE	FALSE
Tfdp2	chr9	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Runx3	chr4	FALSE	FALSE
Pcdha1	chr18	TRUE	TRUE
Vipr1	chr9	FALSE	FALSE
Spi1	chr2	FALSE	FALSE
Xpo7	chr14	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Slc41a2	chr10	FALSE	FALSE
Slc12a3	chr8	FALSE	FALSE
Pear1	chr3	TRUE	FALSE
Map3k9	chr12	FALSE	FALSE
Tbl1xr1	chr3	TRUE	FALSE
Pdzd8	chr19	FALSE	FALSE
Ehd1	chr19	TRUE	FALSE
Cdc14b	chr13	FALSE	FALSE
Sec23a	chr12	FALSE	FALSE
Cdyl2	chr8	FALSE	TRUE
Col6a3	chr1	FALSE	FALSE
Slc35f4	chr14	FALSE	TRUE
Baz1a	chr12	TRUE	FALSE
Pacc1	chr1	FALSE	FALSE
D630003M21Rik	chr2	FALSE	FALSE
Evc	chr5	FALSE	FALSE
Rassf3	chr10	FALSE	FALSE
Abhd12	chr2	FALSE	FALSE
Ada	chr2	FALSE	FALSE
Greb1	chr12	FALSE	FALSE
Ppp1r9a	chr6	TRUE	FALSE
Ift122	chr6	TRUE	TRUE
Kmt5b	chr19	TRUE	FALSE
Unc80	chr1	FALSE	TRUE
Stk31	chr6	FALSE	FALSE
Efs	chr14	FALSE	FALSE
Rdh5	chr10	TRUE	TRUE
Cacna2d3	chr14	FALSE	FALSE
Pcdha12	chr18	TRUE	FALSE
Pcdha3	chr18	FALSE	TRUE
Numa1	chr7	FALSE	FALSE
Arid4a	chr12	FALSE	FALSE
Faah	chr4	TRUE	FALSE
Arhgap20	chr9	FALSE	FALSE
Cd300ld3	chr11	TRUE	TRUE
Dpysl5	chr5	FALSE	FALSE
Frmd4b	chr6	FALSE	FALSE
Itm2c	chr1	TRUE	TRUE
Osbpl3	chr6	TRUE	TRUE
Gbe1	chr16	FALSE	TRUE
Foxn1	chr11	FALSE	FALSE
Arhgap5	chr12	FALSE	FALSE
Rgs16	chr1	FALSE	FALSE
Col4a3	chr1	TRUE	FALSE
Tfeb	chr17	FALSE	FALSE
C1qtnf7	chr5	FALSE	FALSE
Ptk7	chr17	FALSE	FALSE
Chrna4	chr2	FALSE	FALSE
Dzip1	chr14	TRUE	FALSE
Acsf3	chr8	TRUE	FALSE
Piezo1	chr8	FALSE	FALSE
Ino80	chr2	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Cald1	chr6	FALSE	FALSE
Sh3rf3	chr10	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Jag2	chr12	FALSE	FALSE
Zfp644	chr5	FALSE	FALSE
Gm27021	chr8	FALSE	FALSE
Scd1	chr19	FALSE	TRUE
Tex26	chr5	FALSE	FALSE
Vwa8	chr14	FALSE	TRUE
Stat5b	chr11	FALSE	FALSE
Socs2	chr10	FALSE	FALSE
Mylk	chr16	FALSE	FALSE
Acoxl	chr2	TRUE	TRUE
Ankrd34b	chr13	FALSE	FALSE
Ppfia1	chr7	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Agpat4	chr17	FALSE	FALSE
Rheb	chr5	FALSE	FALSE
Tspan32	chr7	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Agap3	chr5	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Scfd2	chr5	FALSE	TRUE
Pxdn	chr12	TRUE	FALSE
Asap3	chr4	TRUE	FALSE
Gpd2	chr2	FALSE	FALSE
Kif6	chr17	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Eepd1	chr9	TRUE	TRUE
Tax1bp1	chr6	FALSE	FALSE
Srcin1	chr11	FALSE	FALSE
Pcdha2	chr18	FALSE	TRUE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	TRUE	FALSE
Pinx1	chr14	TRUE	FALSE
Igfbp7	chr5	TRUE	FALSE
Ppp1r14c	chr10	FALSE	FALSE
Slc16a9	chr10	TRUE	FALSE
Dnah17	chr11	FALSE	FALSE
Clock	chr5	FALSE	FALSE
Cnot4	chr6	FALSE	TRUE
Atg4b	chr1	FALSE	FALSE
Paqr9	chr9	FALSE	TRUE
Myh9	chr15	FALSE	FALSE
Ddx31	chr2	FALSE	FALSE
Suclg2	chr6	TRUE	FALSE
Anks6	chr4	FALSE	FALSE
Fnbp1	chr2	FALSE	FALSE
Clstn1	chr4	FALSE	FALSE
Caskin2	chr11	TRUE	FALSE
Arrb1	chr7	FALSE	FALSE
Tdp1	chr12	FALSE	FALSE
Rcan1	chr16	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Khdrbs2	chr1	FALSE	TRUE
Cog3	chr14	FALSE	FALSE
Lyst	chr13	FALSE	TRUE
Tacc2	chr7	FALSE	FALSE
Jam2	chr16	FALSE	FALSE
Myrip	chr9	FALSE	FALSE
Mcm9	chr10	TRUE	TRUE
Agpat3	chr10	FALSE	FALSE
Abcc12	chr8	FALSE	TRUE
Cacng5	chr11	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Phf2	chr13	TRUE	FALSE
Cbx5	chr15	TRUE	FALSE
Cds2	chr2	FALSE	FALSE
Plppr5	chr3	TRUE	TRUE
Twf2	chr9	FALSE	TRUE
Spred2	chr11	FALSE	FALSE
Ankrd50	chr3	TRUE	TRUE
Tmem117	chr15	TRUE	TRUE
Rsph1	chr17	FALSE	FALSE
Tiam1	chr16	FALSE	TRUE
Agbl1	chr7	TRUE	TRUE
Clstn3	chr6	FALSE	FALSE
Dennd1c	chr17	FALSE	FALSE
Dpp9	chr17	TRUE	FALSE
Shc4	chr2	TRUE	FALSE
Ccdc91	chr6	FALSE	TRUE
Cdc42ep2	chr19	FALSE	FALSE
Zfand6	chr7	TRUE	TRUE
Itga9	chr9	FALSE	FALSE
Pcdha5	chr18	FALSE	TRUE
Ghr	chr15	FALSE	TRUE
Arhgap1	chr2	FALSE	FALSE
Tm6sf1	chr7	FALSE	FALSE
Zbtb2	chr10	FALSE	FALSE
Ndfip2	chr14	TRUE	FALSE
Egf	chr3	TRUE	FALSE
Tmem154	chr3	TRUE	FALSE
Larp4b	chr13	FALSE	FALSE
Zfp438	chr18	TRUE	FALSE
Qser1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Chrm1	chr19	FALSE	FALSE
Gli3	chr13	FALSE	TRUE
Gpr160	chr3	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Caprin2	chr6	FALSE	FALSE
Scn5a	chr9	FALSE	FALSE
Fbxl20	chr11	FALSE	FALSE
Ppard	chr17	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Otop1	chr5	TRUE	FALSE
Zzz3	chr3	FALSE	FALSE
Arid5b	chr10	TRUE	FALSE
Tmem82	chr4	FALSE	FALSE
Anapc5	chr5	FALSE	FALSE
Rab6b	chr9	TRUE	FALSE
Hipk2	chr6	FALSE	FALSE
Dnah12	chr14	TRUE	TRUE
Zfp697	chr3	TRUE	TRUE
Npas2	chr1	FALSE	TRUE
Tgif1	chr17	FALSE	FALSE
Mbnl3	chrX	TRUE	TRUE
Ric8b	chr10	FALSE	FALSE
Gatad2b	chr3	TRUE	FALSE
Hip1	chr5	FALSE	FALSE
Tead1	chr7	FALSE	FALSE
Slc4a7	chr14	FALSE	FALSE
Il6st	chr13	FALSE	FALSE
Chl1	chr6	TRUE	TRUE
BC034090	chr1	FALSE	FALSE
Nfatc1	chr18	FALSE	FALSE
Stab2	chr10	FALSE	FALSE
Tango2	chr16	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Tmem176a	chr6	FALSE	FALSE
Camk2g	chr14	FALSE	FALSE
Usp24	chr4	FALSE	TRUE
Parp8	chr13	TRUE	FALSE
Wnt3	chr11	FALSE	FALSE
Otx2	chr14	TRUE	FALSE
Stat3	chr11	FALSE	FALSE
Drd3	chr16	FALSE	FALSE
Wipf1	chr2	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Ube2e3	chr2	TRUE	FALSE
Osbpl2	chr2	FALSE	FALSE
Cbfa2t3	chr8	FALSE	FALSE
Get1	chr16	TRUE	TRUE
Unc5b	chr10	FALSE	FALSE
Chadl	chr15	TRUE	FALSE
Adgrd1	chr5	TRUE	FALSE
Cd247	chr1	FALSE	FALSE
Il7	chr3	FALSE	TRUE
Dynlrb2	chr8	TRUE	TRUE
Lrrn3	chr12	TRUE	FALSE
Parvb	chr15	FALSE	FALSE
Zmynd11	chr13	FALSE	FALSE
Stag2	chrX	TRUE	FALSE
L3mbtl1	chr2	FALSE	FALSE
Cplx1	chr5	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Kcnk3	chr5	TRUE	FALSE
Lum	chr10	TRUE	TRUE
Gm21992	chr19	FALSE	TRUE
Rapgef3	chr15	FALSE	FALSE
Tspan5	chr3	FALSE	FALSE
Alkbh6	chr7	FALSE	FALSE
Vapb	chr2	FALSE	FALSE
Prkacb	chr3	TRUE	TRUE
Adcy1	chr11	FALSE	FALSE
Ass1	chr2	FALSE	FALSE
Slc35f1	chr10	TRUE	TRUE
Golga7	chr8	FALSE	FALSE
Ntm	chr9	FALSE	TRUE
Rab28	chr5	FALSE	FALSE
Zfp474	chr18	TRUE	TRUE
Fgd3	chr13	FALSE	FALSE
Fzd7	chr1	FALSE	TRUE
Acacb	chr5	FALSE	FALSE
Gap43	chr16	FALSE	TRUE
Zap70	chr1	TRUE	FALSE
Hdlbp	chr1	FALSE	FALSE
Aff2	chrX	TRUE	TRUE
Hrh1	chr6	FALSE	FALSE
Sin3a	chr9	FALSE	FALSE
Cand1	chr10	FALSE	FALSE
Cps1	chr1	FALSE	TRUE
Fbxl18	chr5	TRUE	FALSE
Pkn1	chr8	FALSE	FALSE
Ppp1r21	chr17	TRUE	FALSE
Sptlc1	chr13	TRUE	FALSE
Mlec	chr5	TRUE	FALSE
Krt80	chr15	FALSE	FALSE
Ncbp3	chr11	FALSE	FALSE
Acsf2	chr11	FALSE	FALSE
Baz1b	chr5	FALSE	FALSE
Mrgpre	chr7	FALSE	FALSE
Cttnbp2	chr6	FALSE	FALSE
Ptpn2	chr18	FALSE	FALSE
A630023A22Rik	chr14	FALSE	FALSE
Ccdc187	chr2	FALSE	FALSE
Arhgef33	chr17	FALSE	FALSE
P2rx4	chr5	FALSE	FALSE
Kcnq5	chr1	TRUE	TRUE
Alpk2	chr18	FALSE	FALSE
Asap1	chr15	TRUE	FALSE
Clec18a	chr8	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Pcdha9	chr18	FALSE	FALSE
Enpp2	chr15	FALSE	FALSE
Kdm2b	chr5	FALSE	FALSE
Tjap1	chr17	FALSE	FALSE
Rft1	chr14	TRUE	FALSE
Cog4	chr8	TRUE	FALSE
Pik3r1	chr13	FALSE	FALSE
P3h4	chr11	FALSE	TRUE
Ankhd1	chr18	FALSE	FALSE
Chrna2	chr14	FALSE	FALSE
Loxl1	chr9	FALSE	FALSE
Pbx3	chr2	FALSE	TRUE
Fosl2	chr5	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
E2f1	chr2	FALSE	TRUE
Dnajc11	chr4	FALSE	FALSE
Myo10	chr15	FALSE	TRUE
Itpk1	chr12	TRUE	TRUE
Plekhg3	chr12	FALSE	FALSE
Ercc6l2	chr13	FALSE	TRUE
Mctp1	chr13	FALSE	TRUE
Crmp1	chr5	FALSE	FALSE
Gabrr2	chr4	TRUE	TRUE
Ube4b	chr4	FALSE	FALSE
Atp2a2	chr5	FALSE	FALSE
Popdc3	chr10	FALSE	TRUE
Arhgap39	chr15	FALSE	FALSE
Mcm3ap	chr10	FALSE	FALSE
Mapk14	chr17	FALSE	FALSE
Eml6	chr11	FALSE	TRUE
Klhl26	chr8	FALSE	FALSE
Mindy4	chr6	TRUE	FALSE
Pced1b	chr15	FALSE	TRUE
Cdc42bpg	chr19	FALSE	FALSE
Tnfsf8	chr4	FALSE	FALSE
Rnf217	chr10	FALSE	TRUE
Mbtd1	chr11	FALSE	FALSE
Rsph6a	chr7	FALSE	FALSE
Kcnk2	chr1	TRUE	TRUE
Vsig10	chr5	TRUE	FALSE
Cdk19	chr10	TRUE	TRUE
Fam163a	chr1	FALSE	FALSE
Kcnk10	chr12	FALSE	FALSE
Acot7	chr4	FALSE	FALSE
Ripor2	chr13	FALSE	TRUE
Elovl5	chr9	FALSE	FALSE
Pcnt	chr10	FALSE	TRUE
Trappc10	chr10	TRUE	FALSE
Ldb2	chr5	FALSE	TRUE
3110082I17Rik	chr5	FALSE	FALSE
Shc2	chr10	FALSE	FALSE
Jdp2	chr12	FALSE	FALSE
Kcnmb2	chr3	FALSE	TRUE
Kcnip1	chr11	TRUE	TRUE
Smim5	chr11	FALSE	FALSE
Il27ra	chr8	FALSE	FALSE
P2ry6	chr7	FALSE	FALSE
F12	chr13	FALSE	FALSE
Ptpn14	chr1	FALSE	FALSE
Sox5	chr6	TRUE	TRUE
Rpia	chr6	TRUE	FALSE
Fat3	chr9	FALSE	FALSE
Ankib1	chr5	FALSE	TRUE
Cntn1	chr15	TRUE	TRUE
Vkorc1l1	chr5	FALSE	FALSE
Heyl	chr4	FALSE	FALSE
Cdc42bpb	chr12	FALSE	FALSE
Rprd2	chr3	TRUE	FALSE
Trip12	chr1	TRUE	FALSE
Rap2a	chr14	FALSE	FALSE
Ehd2	chr7	TRUE	FALSE
Foxn2	chr17	TRUE	TRUE
Zfp521	chr18	FALSE	TRUE
Umad1	chr6	FALSE	TRUE
Grm8	chr6	FALSE	TRUE
Foxk1	chr5	TRUE	FALSE
Elavl1	chr8	FALSE	FALSE
Faxc	chr4	FALSE	FALSE
Ano7	chr1	FALSE	FALSE
Gata3	chr2	FALSE	FALSE
Arhgap27	chr11	TRUE	FALSE
Hcfc2	chr10	FALSE	FALSE
Wasf3	chr5	TRUE	FALSE
Trim29	chr9	FALSE	FALSE
Ush1c	chr7	FALSE	FALSE
A4galt	chr15	FALSE	FALSE
Adamts2	chr11	FALSE	TRUE
Wasl	chr6	FALSE	FALSE
Fam163b	chr2	FALSE	FALSE
Trmt9b	chr8	TRUE	TRUE
Hspbap1	chr16	FALSE	FALSE
Ptprz1	chr6	TRUE	TRUE
Klhl3	chr13	TRUE	FALSE
Pwwp2b	chr7	FALSE	FALSE
Scn4b	chr9	TRUE	FALSE
Capn7	chr14	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Rfx8	chr1	FALSE	FALSE
Tle4	chr19	TRUE	FALSE
Prss12	chr3	FALSE	FALSE
Srrm1	chr4	FALSE	FALSE
Xylt1	chr7	TRUE	TRUE
Ago2	chr15	FALSE	FALSE
Lims1	chr10	FALSE	TRUE
Neo1	chr9	FALSE	FALSE
Slc44a3	chr3	FALSE	FALSE
Kif21b	chr1	FALSE	FALSE
Hs3st1	chr5	TRUE	FALSE
Cystm1	chr18	FALSE	FALSE
Tmem184b	chr15	TRUE	FALSE
Ankrd55	chr13	FALSE	FALSE
Itgb3bp	chr4	FALSE	TRUE
Extl3	chr14	FALSE	FALSE
Ifnar2	chr16	TRUE	FALSE
Osmr	chr15	FALSE	FALSE
Eif4e3	chr6	TRUE	FALSE
Dgkh	chr14	TRUE	FALSE
Gnai3	chr3	FALSE	FALSE
Tacc1	chr8	TRUE	FALSE
Slc6a17	chr3	FALSE	TRUE
Ano10	chr9	FALSE	FALSE
Wnt7b	chr15	FALSE	FALSE
Pdgfc	chr3	FALSE	TRUE
Exog	chr9	FALSE	FALSE
Hadh	chr3	FALSE	FALSE
Cdh1	chr8	TRUE	FALSE
Col15a1	chr4	TRUE	TRUE
Wscd2	chr5	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Cttn	chr7	FALSE	FALSE
Phldb2	chr16	TRUE	TRUE
Glb1	chr9	FALSE	FALSE
Fgfr4	chr13	FALSE	FALSE
Crem	chr18	TRUE	FALSE
Magi3	chr3	FALSE	FALSE
Pdgfa	chr5	TRUE	FALSE
Sema6a	chr18	FALSE	TRUE
Ppp1r16b	chr2	FALSE	FALSE
Stx2	chr5	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Dapp1	chr3	TRUE	TRUE
Kbtbd11	chr8	TRUE	FALSE
Zfp652	chr11	FALSE	FALSE
Ngf	chr3	FALSE	FALSE
Ash1l	chr3	FALSE	FALSE
Smarca5	chr8	FALSE	FALSE
Sptb	chr12	TRUE	FALSE
Adcyap1r1	chr6	FALSE	FALSE
Enox2	chrX	TRUE	TRUE
Immp2l	chr12	TRUE	TRUE
Prim2	chr1	FALSE	TRUE
Zfp362	chr4	FALSE	FALSE
Hhipl1	chr12	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Adad1	chr3	FALSE	FALSE
Onecut2	chr18	TRUE	TRUE
Wwp2	chr8	TRUE	FALSE
Flywch1	chr17	FALSE	FALSE
Fer	chr17	FALSE	TRUE
Tph2	chr10	FALSE	TRUE
Sycp1	chr3	FALSE	TRUE
Sgsm1	chr5	FALSE	FALSE
Agap2	chr10	FALSE	FALSE
Dctn1	chr6	FALSE	FALSE
Mettl26	chr17	FALSE	FALSE
Smarcal1	chr1	FALSE	FALSE
Cdk13	chr13	FALSE	TRUE
Crybg1	chr10	FALSE	TRUE
Adra1b	chr11	FALSE	TRUE
Nck1	chr9	FALSE	FALSE
Cabp7	chr11	FALSE	FALSE
Slit3	chr11	FALSE	TRUE
Ppp1cb	chr5	TRUE	FALSE
Trmt13	chr3	FALSE	TRUE
Coro2a	chr4	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Sesn2	chr4	FALSE	FALSE
Grin3a	chr4	FALSE	TRUE
Clip1	chr5	FALSE	FALSE
Foxj1	chr11	FALSE	FALSE
Phf12	chr11	FALSE	FALSE
Papln	chr12	FALSE	FALSE
Tbc1d10a	chr11	FALSE	FALSE
Nyx	chrX	FALSE	TRUE
Hnrnpk	chr13	FALSE	FALSE
Slc25a21	chr12	FALSE	TRUE
Ajuba	chr14	TRUE	FALSE
Mapre3	chr5	FALSE	FALSE
Dsn1	chr2	FALSE	TRUE
Cxcr5	chr9	FALSE	FALSE
Slc6a9	chr4	FALSE	FALSE
Aspscr1	chr11	FALSE	FALSE
Sesn1	chr10	FALSE	TRUE
Cttnbp2nl	chr3	FALSE	FALSE
Tll1	chr8	FALSE	TRUE
Pknox1	chr17	FALSE	FALSE
Klc1	chr12	TRUE	FALSE
Sidt1	chr16	FALSE	TRUE
Epb41l1	chr2	FALSE	FALSE
Map3k20	chr2	FALSE	FALSE
Rps6ka5	chr12	FALSE	TRUE
Evc2	chr5	TRUE	FALSE
Tut4	chr4	FALSE	TRUE
Kcnh7	chr2	FALSE	TRUE
B4galt1	chr4	TRUE	FALSE
Trpc4ap	chr2	FALSE	FALSE
Dexi	chr16	FALSE	FALSE
Gmds	chr13	FALSE	TRUE
Napa	chr7	FALSE	FALSE
Fzd6	chr15	FALSE	FALSE
Lman2	chr13	TRUE	FALSE
Ptprj	chr2	FALSE	TRUE
Lrrc3	chr10	FALSE	FALSE
Trappc9	chr15	TRUE	TRUE
Qrich2	chr11	FALSE	FALSE
Gfpt1	chr6	FALSE	FALSE
Rpgrip1l	chr8	FALSE	FALSE
Phf3	chr1	FALSE	FALSE
Slc28a3	chr13	TRUE	FALSE
Sgcg	chr14	FALSE	FALSE
Vwa5b1	chr4	FALSE	FALSE
Wnt10a	chr1	FALSE	FALSE
Ablim3	chr18	FALSE	FALSE
Cbln3	chr14	FALSE	FALSE
Hook3	chr8	FALSE	TRUE
Usp44	chr10	TRUE	FALSE
Rap1gap	chr4	FALSE	FALSE
Olfml3	chr3	FALSE	FALSE
Tns1	chr1	TRUE	FALSE
Arfgap3	chr15	FALSE	FALSE
Gbp3	chr3	FALSE	FALSE
Tmem132e	chr11	FALSE	FALSE
Dnajc17	chr2	FALSE	FALSE
Sohlh2	chr3	FALSE	FALSE
Serp2	chr14	TRUE	FALSE
Cfap45	chr1	FALSE	FALSE
Etv3	chr3	TRUE	FALSE
Ift140	chr17	FALSE	FALSE
Enpp7	chr11	FALSE	FALSE
Ensa	chr3	FALSE	FALSE
Fam185a	chr5	TRUE	TRUE
Ppm1h	chr10	TRUE	FALSE
Slc4a8	chr15	FALSE	FALSE
Shc3	chr13	FALSE	FALSE
Ntng1	chr3	TRUE	TRUE
Ace	chr11	FALSE	FALSE
Nefm	chr14	TRUE	FALSE
Rbpms2	chr9	FALSE	FALSE
Sema7a	chr9	FALSE	FALSE
Adora3	chr3	TRUE	FALSE
Ccm2l	chr2	TRUE	FALSE
Kcnip2	chr19	FALSE	FALSE
Deaf1	chr7	FALSE	FALSE
Fam114a1	chr5	FALSE	FALSE
Nfatc2	chr2	FALSE	FALSE
Cyfip2	chr11	TRUE	FALSE
Hmcn1	chr1	TRUE	TRUE
Tmem44	chr16	FALSE	FALSE
Eif5b	chr1	TRUE	FALSE
Camsap2	chr1	TRUE	TRUE
Slc41a3	chr6	TRUE	FALSE
Ralbp1	chr17	TRUE	TRUE
Sarm1	chr11	FALSE	FALSE
Ush1g	chr11	FALSE	FALSE
Macc1	chr12	TRUE	TRUE
Capn5	chr7	FALSE	FALSE
Chst7	chrX	FALSE	TRUE
Pnpla1	chr17	FALSE	FALSE
Sh3kbp1	chrX	FALSE	FALSE
Hs2st1	chr3	FALSE	FALSE
Ramp3	chr11	FALSE	FALSE
Rapgef4	chr2	FALSE	TRUE
Slc18a1	chr8	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE
Pfkfb2	chr1	FALSE	FALSE
Ilf3	chr9	FALSE	FALSE
Col25a1	chr3	FALSE	TRUE
Jcad	chr18	TRUE	FALSE
Tcf7l1	chr6	TRUE	TRUE
Ebf4	chr2	FALSE	FALSE
Rnf145	chr11	FALSE	FALSE
Sik1	chr17	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Med24	chr11	TRUE	FALSE
Ctdp1	chr18	FALSE	FALSE
Ift80	chr3	FALSE	TRUE
Nxph4	chr10	FALSE	FALSE
Zbtb4	chr11	FALSE	FALSE
Tnfsf13	chr11	TRUE	TRUE
Serpinb6e	chr13	FALSE	FALSE
Arhgap42	chr9	TRUE	TRUE
Ltbp2	chr12	FALSE	TRUE
Vegfa	chr17	TRUE	FALSE
Ror1	chr4	TRUE	TRUE
Git2	chr5	FALSE	FALSE
Scap	chr9	TRUE	FALSE
Cryl1	chr14	FALSE	FALSE
Sfrp5	chr19	FALSE	FALSE
Mbd2	chr18	FALSE	FALSE
Kif14	chr1	TRUE	FALSE
Sparc	chr11	FALSE	FALSE
Slc22a22	chr15	FALSE	TRUE
Prkcq	chr2	FALSE	TRUE
Sugp1	chr8	FALSE	FALSE
Nid1	chr13	FALSE	FALSE
Nr1d2	chr14	FALSE	FALSE
Yy1	chr12	FALSE	FALSE
G2e3	chr12	TRUE	FALSE
Dnajc5	chr2	TRUE	FALSE
Tmem52	chr4	TRUE	FALSE
Cxcl17	chr7	FALSE	FALSE
Rhof	chr5	FALSE	FALSE
Pam	chr1	TRUE	TRUE
Syt12	chr19	FALSE	FALSE
Zfp853	chr5	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Pros1	chr16	FALSE	FALSE
Stim1	chr7	FALSE	FALSE
Zmym2	chr14	FALSE	TRUE
Prkcd	chr14	FALSE	FALSE
Erh	chr12	FALSE	FALSE
Vat1l	chr8	TRUE	FALSE
Arfip1	chr3	TRUE	FALSE
Ccdc85a	chr11	TRUE	TRUE
Zmiz1	chr14	TRUE	FALSE
Dnajc24	chr2	FALSE	FALSE
Tiparp	chr3	FALSE	TRUE
Col6a1	chr10	TRUE	FALSE
Colgalt1	chr8	FALSE	FALSE
Acer3	chr7	FALSE	FALSE
Mboat2	chr12	TRUE	FALSE
Mfsd4a	chr1	TRUE	FALSE
Edem1	chr6	TRUE	FALSE
Mapk8	chr14	FALSE	FALSE
Phyhd1	chr2	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
Mrc1	chr2	TRUE	FALSE
Atp6v1c2	chr12	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Tmem229b	chr12	FALSE	FALSE
Ankmy1	chr1	TRUE	FALSE
Lgals3bp	chr11	TRUE	FALSE
Otulin	chr15	TRUE	TRUE
Sema6c	chr3	FALSE	FALSE
Tbr1	chr2	FALSE	FALSE
Pfkm	chr15	FALSE	FALSE
Gm20517	chr17	TRUE	FALSE
Krt71	chr15	FALSE	FALSE
Dhh	chr15	FALSE	FALSE
Eif1	chr11	FALSE	FALSE
Pacrg	chr17	TRUE	TRUE
Snap91	chr9	FALSE	TRUE
Ctsb	chr14	FALSE	FALSE
Plag1	chr4	TRUE	FALSE
Sec22a	chr16	FALSE	FALSE
Gpam	chr19	FALSE	TRUE
Xrcc6	chr15	TRUE	FALSE
St8sia5	chr18	FALSE	TRUE
Ctnna1	chr18	FALSE	FALSE
Htra1	chr7	FALSE	FALSE
Pdk1	chr2	FALSE	TRUE
Ankrd63	chr2	FALSE	FALSE
Wdr95	chr5	FALSE	FALSE
Armh4	chr14	FALSE	TRUE
Zfhx2	chr14	FALSE	FALSE
Slc2a5	chr4	FALSE	FALSE
Mib2	chr4	FALSE	FALSE
Chmp4b	chr2	FALSE	FALSE
Epo	chr5	FALSE	FALSE
Slc1a4	chr11	FALSE	FALSE
Fam107a	chr14	FALSE	FALSE
Kcnc2	chr10	FALSE	TRUE
Fer1l4	chr2	TRUE	FALSE
Zc3h12c	chr9	FALSE	FALSE
Piwil1	chr5	FALSE	FALSE
Tff3	chr17	TRUE	TRUE
C2cd3	chr7	FALSE	FALSE
Sult4a1	chr15	TRUE	FALSE
Ell2	chr13	FALSE	FALSE
Epg5	chr18	FALSE	TRUE
Tcf7l2	chr19	TRUE	TRUE
Cul3	chr1	FALSE	FALSE
Prokr2	chr2	TRUE	FALSE
Dnajb8	chr6	FALSE	FALSE
Slc30a9	chr5	FALSE	FALSE
Otog	chr7	TRUE	FALSE
Slc25a36	chr9	FALSE	FALSE
Vsx1	chr2	FALSE	FALSE
Uso1	chr5	FALSE	FALSE
Stk38l	chr6	FALSE	FALSE
Pogz	chr3	FALSE	FALSE
Map4k3	chr17	FALSE	TRUE
Alox5	chr6	FALSE	FALSE
Pde6d	chr1	FALSE	FALSE
Mxi1	chr19	FALSE	FALSE
Dhx58	chr11	FALSE	FALSE
Ap4m1	chr5	FALSE	FALSE
Sesn3	chr9	FALSE	FALSE
Unkl	chr17	FALSE	FALSE
Traf7	chr17	FALSE	FALSE
Larp1	chr11	TRUE	FALSE
Ptp4a3	chr15	FALSE	FALSE
Vipr2	chr12	FALSE	TRUE
Socs6	chr18	TRUE	TRUE
Rab3gap2	chr1	FALSE	FALSE
Slc30a5	chr13	FALSE	FALSE
Adgra2	chr8	FALSE	FALSE
Pik3r3	chr4	TRUE	FALSE
Cog2	chr8	FALSE	FALSE
Tbl1x	chrX	FALSE	FALSE
Mcf2l	chr8	FALSE	TRUE
P3h2	chr16	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Tubgcp3	chr8	FALSE	FALSE
Mrto4	chr4	FALSE	FALSE
Arhgap33	chr7	FALSE	FALSE
Zfp397	chr18	TRUE	FALSE
Krt19	chr11	FALSE	FALSE
Tspan3	chr9	FALSE	FALSE
