gene_name	chr	MeCP2_up	K27ac_up
Egr4	chr6	FALSE	FALSE
Camk2n1	chr4	FALSE	FALSE
Mepce	chr5	FALSE	TRUE
Derl2	chr11	FALSE	TRUE
Myt1	chr2	TRUE	FALSE
Itprid2	chr2	FALSE	FALSE
Jund	chr8	FALSE	FALSE
Insig1	chr5	FALSE	TRUE
Gtf2h1	chr7	TRUE	TRUE
Ccnjl	chr11	TRUE	FALSE
Hsd17b7	chr1	FALSE	FALSE
Ghitm	chr14	FALSE	TRUE
Endov	chr11	FALSE	FALSE
Casp3	chr8	FALSE	FALSE
Tubb4b	chr2	FALSE	FALSE
Plk2	chr13	FALSE	FALSE
Rrp1	chr10	FALSE	FALSE
Commd5	chr15	FALSE	FALSE
Cnot7	chr8	FALSE	FALSE
Dgat1	chr15	FALSE	TRUE
Sec13	chr6	FALSE	TRUE
Irgc1	chr7	TRUE	TRUE
Rmc1	chr18	FALSE	TRUE
Slc25a3	chr10	FALSE	TRUE
Rit2	chr18	FALSE	FALSE
Msl3l2	chr10	TRUE	TRUE
Timm22	chr11	FALSE	TRUE
Ssr4	chrX	FALSE	TRUE
Pa2g4	chr10	FALSE	TRUE
Actl10	chr2	FALSE	FALSE
Bbs10	chr10	FALSE	TRUE
Slc22a4	chr11	FALSE	FALSE
Lrrc24	chr15	FALSE	TRUE
Gdap1	chr1	TRUE	FALSE
Rad21	chr15	TRUE	TRUE
Mars2	chr1	FALSE	TRUE
Vps51	chr19	FALSE	TRUE
Rps8	chr4	FALSE	TRUE
Mgat2	chr12	TRUE	TRUE
Ewsr1	chr11	FALSE	TRUE
Exoc7	chr11	FALSE	FALSE
Emd	chrX	FALSE	TRUE
Zfp358	chr8	FALSE	TRUE
Dio2	chr12	FALSE	FALSE
Wbp11	chr6	FALSE	TRUE
Nr4a1	chr15	FALSE	FALSE
Kti12	chr4	TRUE	TRUE
Tmem259	chr10	TRUE	TRUE
Stub1	chr17	FALSE	TRUE
Zfp365	chr10	FALSE	FALSE
Tmem250-ps	chr2	TRUE	FALSE
Ypel3	chr7	FALSE	TRUE
Ccsap	chr8	TRUE	FALSE
Mfsd10	chr5	FALSE	TRUE
Frat2	chr19	FALSE	TRUE
Mecp2	chrX	FALSE	TRUE
Rsad1	chr11	FALSE	FALSE
Polr3k	chr2	FALSE	FALSE
Pwwp3a	chr10	FALSE	FALSE
Chd4	chr6	FALSE	FALSE
Cdca3	chr6	FALSE	TRUE
Spata2	chr2	FALSE	FALSE
Psmb1	chr17	TRUE	TRUE
Rpl10	chrX	FALSE	TRUE
Tigar	chr6	TRUE	FALSE
Tmem214	chr5	FALSE	TRUE
Ssx2ip	chr3	FALSE	FALSE
Pacsin3	chr2	TRUE	FALSE
Slc50a1	chr3	FALSE	FALSE
Hes6	chr1	TRUE	FALSE
Edrf1	chr7	FALSE	TRUE
Csrnp2	chr15	FALSE	TRUE
Mllt3	chr4	TRUE	TRUE
Syt13	chr2	FALSE	FALSE
Rab5if	chr2	TRUE	FALSE
Zcchc2	chr1	FALSE	FALSE
Lpar5	chr6	TRUE	FALSE
Csk	chr9	FALSE	FALSE
Zfp78	chr7	FALSE	FALSE
Lrrc3b	chr14	FALSE	FALSE
Rab33b	chr3	FALSE	FALSE
Tysnd1	chr10	TRUE	TRUE
Vps18	chr2	FALSE	FALSE
Abcf2	chr5	FALSE	TRUE
Zfp930	chr8	FALSE	FALSE
Lyplal1	chr1	TRUE	TRUE
Cul7	chr17	FALSE	FALSE
Mbd1	chr18	TRUE	TRUE
Prkag1	chr15	FALSE	TRUE
Cers1	chr8	FALSE	TRUE
Tcap	chr11	FALSE	FALSE
Lbr	chr1	FALSE	TRUE
Map2k7	chr8	FALSE	FALSE
Eef1g	chr19	FALSE	TRUE
Xxylt1	chr16	FALSE	FALSE
Casp2	chr6	FALSE	FALSE
Ibtk	chr9	FALSE	TRUE
Mrpl51	chr6	TRUE	TRUE
Zfp869	chr8	FALSE	TRUE
Rce1	chr19	FALSE	TRUE
Tmppe	chr9	FALSE	TRUE
Tomm40	chr7	FALSE	TRUE
Tm9sf1	chr14	FALSE	TRUE
Npm1	chr11	FALSE	TRUE
Rpp25l	chr4	TRUE	FALSE
Coq10a	chr10	FALSE	TRUE
Gale	chr4	FALSE	TRUE
Ckap4	chr10	FALSE	FALSE
Polrmt	chr10	FALSE	FALSE
Ppp4r3b	chr11	FALSE	TRUE
Bnip3	chr7	TRUE	FALSE
Foxs1	chr2	TRUE	TRUE
Zfp623	chr15	FALSE	FALSE
Col17a1	chr19	FALSE	FALSE
St3gal5	chr6	TRUE	TRUE
Spin2c	chrX	FALSE	TRUE
Otulinl	chr15	TRUE	TRUE
Vcp	chr4	FALSE	TRUE
Fam135a	chr1	TRUE	FALSE
Rps6ka3	chrX	FALSE	FALSE
Npcd	chr15	FALSE	FALSE
Synj2	chr17	TRUE	FALSE
Capn9	chr8	TRUE	FALSE
Prdx2	chr8	FALSE	FALSE
Pced1a	chr2	FALSE	TRUE
Otos	chr1	TRUE	FALSE
Slc25a29	chr12	FALSE	TRUE
Tspan9	chr6	FALSE	TRUE
P4ha1	chr10	FALSE	FALSE
Zic5	chr14	TRUE	FALSE
Klhl21	chr4	TRUE	FALSE
Eif1b	chr9	FALSE	TRUE
Fut11	chr14	FALSE	TRUE
Purb	chr11	FALSE	FALSE
Cox20	chr1	FALSE	TRUE
Pfas	chr11	FALSE	FALSE
Rnpep	chr1	FALSE	FALSE
Kctd7	chr5	FALSE	TRUE
Crls1	chr2	FALSE	FALSE
Mxd1	chr6	FALSE	TRUE
Fez1	chr9	FALSE	FALSE
Gcc1	chr6	FALSE	FALSE
Gpx1	chr9	FALSE	TRUE
Pitpnm1	chr19	FALSE	FALSE
Asb5	chr8	FALSE	FALSE
Gm10033	chr8	FALSE	FALSE
Nme1	chr11	FALSE	FALSE
Lrp3	chr7	FALSE	FALSE
Vps26a	chr10	FALSE	FALSE
Ttyh2	chr11	TRUE	TRUE
Idh1	chr1	FALSE	FALSE
Ubc	chr5	FALSE	TRUE
Snx10	chr6	TRUE	FALSE
Ddx50	chr10	FALSE	FALSE
Slain1	chr14	FALSE	FALSE
Cyth2	chr7	FALSE	TRUE
Fam136a	chr6	FALSE	FALSE
Cyth1	chr11	TRUE	FALSE
Rpl37	chr15	FALSE	TRUE
Srp72	chr5	FALSE	TRUE
Mpv17l	chr16	TRUE	TRUE
Fjx1	chr2	FALSE	TRUE
Adgrl3	chr5	FALSE	TRUE
Gtse1	chr15	FALSE	FALSE
Eny2	chr15	FALSE	TRUE
Ccdc9	chr7	FALSE	TRUE
1810055G02Rik	chr19	TRUE	FALSE
Scrt1	chr15	FALSE	TRUE
Caly	chr7	FALSE	FALSE
Hmgn1	chr16	FALSE	FALSE
Ppm1m	chr9	TRUE	FALSE
Tspan4	chr7	FALSE	FALSE
Dhrs11	chr11	FALSE	FALSE
Cbx4	chr11	FALSE	TRUE
Glis2	chr16	FALSE	TRUE
Uap1	chr1	FALSE	FALSE
Map1a	chr2	TRUE	TRUE
Pparg	chr6	TRUE	FALSE
Nxph3	chr11	FALSE	FALSE
Alg14	chr3	TRUE	FALSE
Rbm17	chr2	FALSE	TRUE
Fndc4	chr5	FALSE	FALSE
Med23	chr10	FALSE	TRUE
Impact	chr18	FALSE	FALSE
Mro	chr18	TRUE	TRUE
Akap7	chr10	FALSE	FALSE
Tmsb10	chr6	FALSE	FALSE
Glo1	chr17	TRUE	FALSE
S1pr5	chr9	TRUE	TRUE
Slc20a1	chr2	FALSE	TRUE
Irf2bpl	chr12	FALSE	TRUE
Klf16	chr10	FALSE	TRUE
Ran	chr5	FALSE	TRUE
Lhx1	chr11	FALSE	TRUE
Carnmt1	chr19	FALSE	FALSE
Ptprn	chr1	FALSE	FALSE
Selenom	chr11	FALSE	FALSE
Cltb	chr13	FALSE	TRUE
Rnf19b	chr4	FALSE	FALSE
Tinf2	chr14	FALSE	TRUE
Carns1	chr19	FALSE	FALSE
Popdc2	chr16	FALSE	FALSE
Cbx3	chr6	FALSE	TRUE
Gm5148	chr3	TRUE	FALSE
Hpcal4	chr4	FALSE	TRUE
Limd2	chr11	TRUE	TRUE
Fbxo44	chr4	FALSE	TRUE
Ttyh1	chr7	FALSE	FALSE
Rhov	chr2	FALSE	TRUE
Rrs1	chr1	TRUE	TRUE
Srp9	chr1	FALSE	TRUE
Pabpc1	chr15	FALSE	FALSE
Gamt	chr10	FALSE	FALSE
Calb1	chr4	TRUE	FALSE
Pxylp1	chr9	TRUE	FALSE
Eif2s1	chr12	FALSE	TRUE
Gpr150	chr13	TRUE	TRUE
Parp6	chr9	TRUE	FALSE
Rbx1	chr15	FALSE	TRUE
Tcea2	chr2	FALSE	FALSE
Med4	chr14	TRUE	FALSE
Tmem198	chr1	FALSE	TRUE
F8a	chrX	FALSE	TRUE
Skil	chr3	FALSE	TRUE
Rwdd1	chr10	FALSE	TRUE
Klf6	chr13	FALSE	TRUE
Phlda1	chr10	FALSE	FALSE
Opn3	chr1	FALSE	TRUE
Homer1	chr13	FALSE	FALSE
Atn1	chr6	FALSE	TRUE
Eml1	chr12	FALSE	FALSE
Paxx	chr2	FALSE	FALSE
Abhd8	chr8	FALSE	TRUE
Samd15	chr12	FALSE	TRUE
Avpi1	chr19	FALSE	FALSE
Glyctk	chr9	TRUE	FALSE
Gucy1b2	chr14	TRUE	TRUE
Slitrk1	chr14	TRUE	TRUE
Rrp8	chr7	FALSE	TRUE
Acadm	chr3	TRUE	FALSE
Plxnb2	chr15	FALSE	TRUE
Ptms	chr6	FALSE	FALSE
Klhl9	chr4	FALSE	TRUE
Ppcs	chr4	FALSE	FALSE
Srsf1	chr11	TRUE	TRUE
Fam83a	chr15	TRUE	FALSE
Zfp583	chr7	FALSE	TRUE
Fam131b	chr6	FALSE	TRUE
Tppp3	chr8	TRUE	FALSE
Hyal2	chr9	TRUE	FALSE
Prcc	chr3	FALSE	TRUE
Klf11	chr12	FALSE	TRUE
Serpini1	chr3	FALSE	FALSE
Slc35e2	chr4	FALSE	TRUE
Setmar	chr6	FALSE	TRUE
Tm4sf1	chr3	TRUE	TRUE
Hif1a	chr12	TRUE	FALSE
Stambp	chr6	TRUE	FALSE
Cox8a	chr19	FALSE	TRUE
Cant1	chr11	FALSE	FALSE
Rsl24d1	chr9	TRUE	FALSE
Klhl34	chrX	FALSE	TRUE
Lrig1	chr6	FALSE	TRUE
Nudt19	chr7	TRUE	TRUE
Stard3nl	chr13	FALSE	FALSE
Ogfrl1	chr1	FALSE	FALSE
Brd2	chr17	TRUE	TRUE
Derl3	chr10	FALSE	TRUE
Ldhb	chr6	FALSE	TRUE
Cfap20	chr8	FALSE	FALSE
Actr1b	chr1	FALSE	TRUE
Emc6	chr11	FALSE	TRUE
Myog	chr1	FALSE	FALSE
E2f5	chr3	FALSE	FALSE
Mis18a	chr16	FALSE	TRUE
Cdt1	chr8	FALSE	FALSE
Sod1	chr16	FALSE	TRUE
Hspa2	chr12	FALSE	FALSE
Ost4	chr5	FALSE	FALSE
Fndc5	chr4	FALSE	FALSE
Rem2	chr14	FALSE	FALSE
Lzts1	chr8	FALSE	TRUE
Ado	chr10	FALSE	TRUE
Txnl1	chr18	TRUE	TRUE
Aldh7a1	chr18	FALSE	TRUE
Fbrs	chr7	FALSE	TRUE
Bcl2	chr1	TRUE	TRUE
Fads1	chr19	FALSE	FALSE
Atg16l2	chr7	TRUE	FALSE
Mvd	chr8	FALSE	FALSE
Cops8	chr1	TRUE	TRUE
Parva	chr7	FALSE	FALSE
Btbd6	chr12	TRUE	TRUE
Spty2d1	chr7	FALSE	FALSE
Slc35b3	chr13	TRUE	FALSE
Cdk20	chr13	FALSE	FALSE
Zbed3	chr13	FALSE	FALSE
Meak7	chr8	FALSE	FALSE
Samm50	chr15	FALSE	TRUE
Srek1	chr13	FALSE	TRUE
Spry1	chr3	TRUE	TRUE
Gpr171	chr3	FALSE	FALSE
Dtnbp1	chr13	TRUE	FALSE
Trim41	chr11	FALSE	TRUE
