seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr7	138661474	138662839	1366	*	5.3712411	4.906399632	5.722246663	-0.56328613	0.001894354	0.034265689
chr4	55002181	55005457	3277	*	5.371308294	5.598596165	5.10139223	0.188318259	0.046490522	0.344036936
chr15	85284086	85286173	2088	*	5.371604669	5.469770195	5.266268789	0.061655075	0.348070814	0.78796228
chr11	33751235	33753047	1813	*	5.371615101	5.596148902	5.105577413	0.212547462	0.031089875	0.271281029
chr3	52327018	52329745	2728	*	5.37163558	5.12180385	5.584522993	-0.171679087	0.057793146	0.38824048
chr4	148889413	148891541	2129	*	5.371779235	5.189183824	5.533839141	-0.094753083	0.197184405	0.659334413
chr7	137913071	137915184	2114	*	5.372111662	5.328340422	5.414593899	-0.019446795	0.753486833	0.95014981
chr4	136695766	136698018	2253	*	5.372126709	5.006154948	5.663793864	-0.36497872	0.007412681	0.100301143
chr1	135549711	135551513	1803	*	5.372207308	5.042323375	5.640521337	-0.24101035	0.030303251	0.267342807
chr1	190365645	190368466	2822	*	5.37223111	5.25917591	5.477067057	-0.050745401	0.441768188	0.841761288
chr12	112270875	112272713	1839	*	5.372305647	5.189961561	5.534167605	-0.095177508	0.197519831	0.659630335
chr1	155225602	155226808	1207	*	5.37239748	5.413724054	5.329852091	0.019642969	0.751794254	0.949784706
chr3	149551069	149551841	773	*	5.372510365	5.808012395	4.745726795	0.756112317	0.001095118	0.021858923
chr14	72117902	72120294	2393	*	5.372572472	5.323929478	5.419628735	-0.021769217	0.72797299	0.943949616
chr1	189626663	189630161	3499	*	5.372653162	5.444742555	5.296771228	0.03404128	0.591977225	0.902254655
chr14	48892125	48893856	1732	*	5.372918582	5.931151873	4.450257443	1.256473982	3.50E-05	0.001139758
chr5	112276202	112277261	1060	*	5.372990556	5.208787206	5.520399935	-0.084900045	0.232289152	0.696481226
chr1	125841090	125842260	1171	*	5.373352703	5.546908049	5.176026576	0.104255108	0.16964579	0.625455908
chr1	178959046	178962153	3108	*	5.373357512	5.105872861	5.598920296	-0.17221489	0.063212334	0.406495648
chr7	124148622	124149698	1077	*	5.373392537	5.782348876	4.800515994	0.227292838	0.065433821	0.414120984
chr4	63975848	63976866	1019	*	5.373430453	5.420296492	5.324990702	0.018599944	0.768779663	0.953386238
chr17	86163417	86165621	2205	*	5.373438081	6.010248797	4.205678205	1.699626498	3.02E-12	4.28E-10
chr1	37631070	37633464	2395	*	5.373744354	5.124816978	5.585975197	-0.183657705	0.044310498	0.334880511
chr4	13408306	13409640	1335	*	5.374018899	5.457846839	5.285018009	0.032317774	0.620296568	0.911552618
chr2	138655793	138659032	3240	*	5.374075746	5.636347407	5.053291014	0.220157937	0.039563788	0.31374904
chr11	114849802	114852767	2966	*	5.374105683	5.287346286	5.45594227	-0.043855755	0.49389899	0.865356288
chr1	134105291	134107171	1881	*	5.374160993	5.365283406	5.382984286	-0.002527274	0.9673781	0.995000632
chr9	30282415	30283676	1262	*	5.37425047	5.266840808	5.474214537	-0.052268855	0.423622864	0.832883036
chr4	81583908	81585267	1360	*	5.374279082	5.934747004	4.44536223	1.255025492	4.04E-05	0.001294099
chr5	125264776	125266371	1596	*	5.374279703	5.339537392	5.408205002	-0.016429605	0.789397193	0.959427525
chr4	155056320	155059049	2730	*	5.374557709	5.412673108	5.335407926	0.018980608	0.757892199	0.951034581
chr6	28703917	28707378	3462	*	5.374580864	5.63722771	5.053233913	0.274197162	0.017963133	0.190352731
chr12	106112346	106114694	2349	*	5.374702324	5.515398506	5.218787473	0.074078144	0.289342919	0.746652157
chr1	77037843	77040775	2933	*	5.374744975	5.871439647	4.611140367	1.130587393	1.47E-06	6.77E-05
chr13	109520178	109523050	2873	*	5.374767141	5.82847299	4.709212507	0.972849237	2.64E-05	0.000889395
chr17	49814453	49816513	2061	*	5.374910792	5.446532503	5.299546876	0.037922026	0.549932829	0.887775139
chr8	36360520	36363326	2807	*	5.375086677	5.795474274	4.779364089	0.886153461	4.93E-05	0.001536505
chr5	124956072	124957050	979	*	5.375428234	5.908990903	4.519476384	1.291413148	3.39E-08	2.26E-06
chr18	38877963	38879097	1135	*	5.375454071	5.745652684	4.876193401	0.681716375	0.000430789	0.010013937
chr3	68423243	68424101	859	*	5.375567447	5.776058213	4.819265647	0.705638608	0.000959808	0.019537998
chr15	40478775	40479210	436	*	5.375624547	6.023937672	4.166948491	1.324180088	0.000316354	0.007699237
chr11	76545293	76546521	1229	*	5.37562723	4.74113608	5.81480568	-0.909840247	7.15E-05	0.002115422
chr6	90506043	90507330	1288	*	5.375637693	5.180130625	5.547784769	-0.105277753	0.165791521	0.619975675
chr6	112189506	112191483	1978	*	5.375734306	5.533525461	5.19854142	0.089807636	0.217296573	0.681318467
chr7	4992639	4995285	2647	*	5.376097217	5.28144913	5.464916358	-0.0352672	0.585982676	0.900229109
chr14	31956009	31958371	2363	*	5.376140737	5.76579014	4.840652188	0.743996649	0.000375929	0.008920558
chr16	24463749	24464965	1217	*	5.376172361	6.097407353	3.867388524	2.111096233	1.05E-15	2.80E-13
chr3	137109441	137110673	1233	*	5.376174764	5.580834307	5.137605815	0.13325375	0.109498987	0.52699511
chr14	18705141	18707513	2373	*	5.376182834	5.794721383	4.784192641	0.86916261	6.49E-05	0.001951196
chr19	23363684	23364649	966	*	5.376248986	6.196961804	3.27911151	2.798696821	1.74E-26	2.61E-23
chr1	82284474	82286793	2320	*	5.376299106	5.891006412	4.568608796	1.114013274	5.78E-05	0.001762372
chr11	117550547	117552436	1890	*	5.376422003	5.417938189	5.333675625	0.026102016	0.674015853	0.928527452
chr11	113538534	113538859	326	*	5.376546547	5.147309385	5.574303952	-0.110816044	0.16435442	0.617863728
chr10	70726826	70728539	1714	*	5.37668715	5.198551908	5.535224959	-0.074000796	0.303878037	0.757740854
chr10	64894608	64896450	1843	*	5.376740879	6.028760001	4.154559545	1.637422149	2.20E-06	9.72E-05
chr12	100305694	100308740	3047	*	5.376774287	5.314041927	5.436892162	-0.03751045	0.54924555	0.887585553
chr6	137605756	137606810	1055	*	5.376947925	5.067679457	5.63148044	-0.167686927	0.081008394	0.459637206
chr15	87528003	87530395	2393	*	5.376974136	5.523180424	5.21426254	0.075918695	0.285161602	0.743683089
chr12	104946169	104947515	1347	*	5.377010031	5.327978039	5.424430232	-0.020964052	0.738048667	0.946429405
chr16	30233133	30234447	1315	*	5.377374931	4.9997878	5.676357105	-0.290327089	0.021402368	0.214241159
chr4	148193159	148195481	2323	*	5.377504116	5.163907281	5.563517135	-0.136917998	0.091766111	0.486256417
chr2	128140616	128141681	1066	*	5.377849941	5.405008427	5.350170376	0.00938692	0.883739766	0.980245806
chr4	129978249	129979856	1608	*	5.37794354	5.294540902	5.456787013	-0.036153195	0.568999598	0.894894099
chr12	111813169	111814629	1461	*	5.377944669	5.322377056	5.431451152	-0.028111201	0.652730301	0.922242342
chr9	61327120	61328494	1375	*	5.378095051	5.534840599	5.202219974	0.06656307	0.351895118	0.790681436
chr3	139899879	139901639	1761	*	5.378190681	6.049347466	4.083596304	1.328688689	0.000418192	0.009770386
chr12	104933430	104934063	634	*	5.378260263	5.039060486	5.652695308	-0.196917774	0.057897717	0.388391731
chr15	72152077	72153610	1534	*	5.378497423	6.128998477	3.723884602	2.243998772	5.45E-13	8.95E-11
chr13	53931639	53931994	356	*	5.378497547	5.28220188	5.468765964	-0.036290521	0.578119594	0.897621224
chr11	5429216	5430074	859	*	5.378603546	6.150098366	3.607391058	2.396655523	1.32E-17	4.94E-15
chr5	99485254	99486312	1059	*	5.379045073	4.305886418	5.987591976	-1.408855902	2.98E-05	0.00098912
chr15	32257426	32260070	2645	*	5.379047226	5.444123581	5.310896204	0.035099614	0.576960253	0.897210282
chr8	121340774	121343233	2460	*	5.379351551	5.275410184	5.476304932	-0.048913097	0.45169512	0.846590573
chr4	83955133	83957610	2478	*	5.379374279	5.607611486	5.108117187	0.20244236	0.038314566	0.307735926
chr4	154509959	154511758	1800	*	5.379382152	5.262915755	5.487144684	-0.064675017	0.331854426	0.777751639
chr11	24706100	24708236	2137	*	5.379388762	6.11744317	3.788969837	2.160567387	3.82E-13	6.43E-11
chr16	37432969	37435412	2444	*	5.379404264	6.115316187	3.799698602	2.193825122	5.23E-18	2.09E-15
chr8	26534999	26536489	1491	*	5.3796692	6.083023047	3.951935342	1.966602838	4.18E-10	4.01E-08
chr3	137267895	137271392	3498	*	5.379800067	5.855447798	4.665397839	0.966111707	0.000185038	0.004838982
chr12	83133549	83135853	2305	*	5.379871167	5.540295808	5.199349627	0.117220151	0.125383749	0.557764754
chr1	191485992	191486341	350	*	5.380142836	5.790929956	4.80364371	0.807574779	0.000230826	0.00586806
chr7	142565323	142567231	1909	*	5.380204058	5.57067176	5.160709703	0.144409481	0.082458653	0.463727245
chr13	35235735	35236884	1150	*	5.380222867	5.591246955	5.132955115	0.156504521	0.076472744	0.446948928
chr15	62169658	62170646	989	*	5.380572871	4.972741346	5.698160041	-0.398969373	0.007627625	0.102581443
chr16	90185087	90186412	1326	*	5.380718332	4.939401072	5.718187532	-0.496456408	0.003213844	0.052582853
chr12	102631679	102634873	3195	*	5.381053565	5.517624942	5.230188944	0.107798434	0.133938431	0.572707653
chr8	14424245	14426090	1846	*	5.381109716	5.919470887	4.512510036	1.271911614	9.52E-07	4.57E-05
chr2	82518486	82519409	924	*	5.381311044	6.32002338	1.793749839	4.161243671	5.49E-25	6.35E-22
chr7	96878525	96879972	1448	*	5.381898315	5.271958765	5.484049969	-0.047508591	0.469940963	0.855375878
chr7	124826604	124827912	1309	*	5.382124086	5.904733919	4.554479438	1.144394575	5.28E-05	0.001631817
chr18	42887208	42889434	2227	*	5.382726177	5.353734422	5.411146785	-0.009578301	0.881053231	0.979554312
chr13	44490945	44492202	1258	*	5.382794929	5.599001636	5.128376206	0.073838979	0.34321807	0.784758879
chr8	47673450	47676564	3115	*	5.382810486	5.303586488	5.457909521	-0.045813751	0.472072978	0.856537396
chr3	137275441	137277842	2402	*	5.382862494	5.763277461	4.864747864	0.594250194	0.002270194	0.039690892
chr4	138755632	138757647	2016	*	5.382864207	5.331381765	5.432572628	-0.030819101	0.621228884	0.91178805
chr10	38000376	38001347	972	*	5.382892476	6.259496808	2.77423166	3.266733614	8.63E-24	8.35E-21
chr18	61785213	61788002	2790	*	5.383193315	5.393385349	5.372928767	0.004846577	0.936960353	0.990456716
chr10	44999118	45002117	3000	*	5.383206416	5.5121123	5.24164244	0.062698571	0.360276472	0.796193525
chr3	95014930	95016712	1783	*	5.383317333	5.13159064	5.597578208	-0.161337188	0.069815201	0.42749227
chr13	117772814	117775199	2386	*	5.383420254	5.967380831	4.386421857	1.408451563	2.44E-06	0.000106752
chr14	30217813	30218408	596	*	5.383525037	5.346674494	5.419457709	-0.01580829	0.800137199	0.961890404
chr14	29705955	29707985	2031	*	5.383606934	5.361598444	5.405284719	-0.013848113	0.821891198	0.966554122
chr4	151484766	151486868	2103	*	5.384149221	5.20285031	5.545187317	-0.090316693	0.216535891	0.680368217
chr12	40445151	40447206	2056	*	5.384166592	5.236467473	5.518139106	-0.07888545	0.257751563	0.721034578
chr2	76709887	76712484	2598	*	5.384346793	5.337188871	5.430011912	-0.028390079	0.647628333	0.920627969
chr7	49168309	49169630	1322	*	5.384545268	5.793380894	4.811907101	0.792209289	0.000297313	0.007289527
chr9	44129978	44133617	3640	*	5.384871702	5.358811858	5.410469158	-0.016072549	0.793554614	0.960368716
chr11	71670294	71671843	1550	*	5.384946085	5.532056396	5.221113818	0.10560344	0.14775495	0.593392269
chr14	8329615	8330894	1280	*	5.384985128	5.56075959	5.184784297	0.101921097	0.1825564	0.641881335
chr6	99964250	99965039	790	*	5.385055551	5.44888981	5.318265562	0.027845786	0.661952875	0.924928735
chr15	82911330	82913637	2308	*	5.385223556	5.287224675	5.476986922	-0.048405513	0.450044593	0.845738025
chr8	114715858	114717135	1278	*	5.385387031	5.5187244	5.23845962	0.052450569	0.446604826	0.843942795
chr6	51733756	51734781	1026	*	5.385570075	5.915348716	4.539485211	1.25308214	2.90E-07	1.58E-05
chr4	63969835	63971311	1477	*	5.385653013	5.619859755	5.105914316	0.181599108	0.058295476	0.389880216
chr19	23892488	23894208	1721	*	5.385779445	5.042403887	5.662937048	-0.386161321	0.004435964	0.067707802
chr15	89556414	89559445	3032	*	5.385901625	5.3766966	5.395048289	-0.00408855	0.947035218	0.991656802
chr7	117450290	117451586	1297	*	5.385966755	5.762559965	4.874949595	0.703314359	0.00043333	0.01006097
chr7	67494449	67495815	1367	*	5.385993671	5.879560658	4.62985383	1.149026367	1.12E-06	5.28E-05
chr6	56425883	56428273	2391	*	5.386229382	5.853610028	4.690513902	1.076901508	6.04E-07	3.04E-05
chr2	34364774	34367736	2963	*	5.386268015	6.052597479	4.110376656	1.750541737	8.90E-08	5.44E-06
chr11	121154640	121156986	2347	*	5.386345405	5.251610417	5.509565108	-0.085466763	0.21281722	0.676281504
chr6	91578972	91581434	2463	*	5.386383932	5.309809096	5.459098396	-0.037797211	0.549881098	0.887770349
chr2	165632044	165634084	2041	*	5.386473824	5.574206786	5.170604982	0.146180331	0.080911185	0.459308862
chr10	97089258	97090885	1628	*	5.386476185	6.182155217	3.465663999	2.532127089	3.23E-15	7.87E-13
chr5	35128733	35130586	1854	*	5.386659971	5.605659599	5.128362111	0.161861805	0.070692694	0.43014915
chr8	4677356	4679431	2076	*	5.386724215	5.420412868	5.352230044	0.015667683	0.799541432	0.961771032
chr7	128929115	128931778	2664	*	5.386783411	5.643689254	5.073999622	0.259395711	0.020396026	0.207372817
chr18	38197252	38199626	2375	*	5.386842854	5.303315253	5.465797989	-0.042681387	0.5010842	0.868187264
chr7	82056934	82058458	1525	*	5.38688553	4.945819529	5.724208261	-0.38368019	0.011020988	0.134898498
chr15	86365444	86367726	2283	*	5.386923101	5.726066439	4.94272901	0.592896978	0.000680521	0.014667538
chr5	41347076	41349518	2443	*	5.387094527	5.440946568	5.331154126	0.029450505	0.63564308	0.916334906
chr9	119092651	119095953	3303	*	5.387106381	5.425491345	5.347672149	0.017624648	0.774937492	0.955439455
chr2	87369221	87370260	1040	*	5.387353812	5.851364203	4.699157163	0.868092771	0.000573308	0.012744941
chr16	10873854	10876478	2625	*	5.387363769	5.244153638	5.517632975	-0.07180619	0.29184589	0.748437634
chr15	40473711	40474993	1283	*	5.387375591	6.003961463	4.28812077	1.49763093	3.52E-06	0.000148518
chr2	161712706	161714195	1490	*	5.387421677	5.77298529	4.859659791	0.610473297	0.001937148	0.034865342
chr8	118433435	118436129	2695	*	5.387443518	5.215325785	5.5411984	-0.079563118	0.263734427	0.726237224
chr12	5245694	5246717	1024	*	5.38751594	4.85700887	5.774535015	-0.71268909	0.000533273	0.011994917
chr16	48072074	48074422	2349	*	5.38768264	5.455050441	5.317014295	0.036053561	0.567100456	0.894102371
chr13	43302748	43305656	2909	*	5.387781642	5.224871397	5.534148269	-0.086227814	0.22574795	0.689986502
chr10	15300078	15302606	2529	*	5.387938183	6.036596192	4.178012094	1.752399351	2.53E-12	3.63E-10
chr3	14886135	14888456	2322	*	5.388225152	5.468845498	5.302831546	0.052098044	0.416334894	0.828806192
chr2	145960853	145963136	2284	*	5.388299816	5.21589138	5.542286584	-0.081268122	0.25865364	0.721923427
chr15	30958058	30958820	763	*	5.388829577	4.653745488	5.873449293	-1.008667364	0.000114355	0.003185994
chr13	113663140	113664280	1141	*	5.389361616	4.727652293	5.841293903	-0.9514835	4.44E-05	0.001406913
chr7	81688248	81689614	1367	*	5.389387892	5.540496683	5.22057999	0.081798929	0.254909891	0.71851669
chr5	36096200	36098418	2219	*	5.389640097	5.495019916	5.275952101	0.066264936	0.318224362	0.768705553
chr8	14442753	14444053	1301	*	5.389764777	5.588425054	5.159312877	0.133829019	0.106915121	0.521280188
chr5	35168387	35170190	1804	*	5.389953414	5.218490592	5.543185584	-0.089834673	0.212963746	0.676487164
chr2	170813848	170814413	566	*	5.389976602	6.161061434	3.621150726	2.425762498	4.33E-19	2.07E-16
chr6	54007008	54009409	2402	*	5.390131829	5.54298908	5.219138419	0.085356487	0.235849503	0.699559134
chr16	50043693	50044213	521	*	5.39019267	6.229641769	3.142997885	2.935425395	2.99E-23	2.67E-20
chr16	8829215	8831252	2038	*	5.390332962	5.081471842	5.644589834	-0.256784502	0.020770319	0.209773975
chr9	30209347	30212132	2786	*	5.39042807	5.277657342	5.495019378	-0.051894124	0.430586707	0.83694422
chr13	44249018	44251579	2562	*	5.39048687	5.53295575	5.232391709	0.093839788	0.191473674	0.652378637
chr16	95619674	95621496	1823	*	5.390509419	5.601133298	5.143791341	0.118357634	0.15165166	0.599348641
chr4	154613359	154615215	1857	*	5.390576311	5.411292628	5.369558181	0.011365675	0.852911029	0.973280564
chr1	183660455	183662905	2451	*	5.39067219	5.741486503	4.926167321	0.631151941	0.000502446	0.011393806
chr10	110548531	110549770	1240	*	5.39069327	5.742289675	4.924811137	0.378367035	0.013520743	0.155968563
chr10	87057537	87059984	2448	*	5.390716462	5.296149486	5.479464173	-0.053577427	0.406655335	0.823594255
chr13	99546625	99550304	3680	*	5.390817557	5.780998795	4.854318585	0.762188826	0.000212558	0.005466324
chr19	56699265	56701055	1791	*	5.391140395	5.627051168	5.108964932	0.176606057	0.063006461	0.405728369
chr10	94466329	94468326	1998	*	5.391162325	5.677121854	5.034148681	0.262577323	0.026688134	0.246503149
chr10	96752044	96754518	2475	*	5.39124813	5.876203028	4.655383104	1.115318357	5.28E-07	2.69E-05
chr15	85499330	85500608	1279	*	5.391493967	4.818663133	5.800427162	-0.745859906	0.000586555	0.01299982
chr9	120705694	120707277	1584	*	5.391548715	5.741761953	4.928100944	0.391729791	0.011665418	0.140688504
chr4	142472416	142475819	3404	*	5.39168256	5.710672813	4.981528209	0.552699405	0.000841733	0.017495182
chr15	74057273	74059879	2607	*	5.391701731	5.465386566	5.314049968	0.040042768	0.526002878	0.878814153
chr5	49283118	49285732	2615	*	5.39173552	5.289880344	5.486871435	-0.044126813	0.498501128	0.867112616
chr8	87621519	87622282	764	*	5.391779186	6.0106478	4.285000312	1.619065361	1.52E-10	1.58E-08
chr17	49874217	49875480	1264	*	5.391877808	5.420606676	5.362565208	0.011568586	0.854492308	0.973731986
chr3	126940436	126944727	4292	*	5.392012602	5.381505425	5.402443807	-0.007327088	0.904871054	0.984526254
chr17	14374383	14376651	2269	*	5.392272757	5.379524724	5.404909132	-0.00439486	0.942783237	0.991329043
chr4	81577746	81578518	773	*	5.392561873	6.200952995	3.385287555	2.636134382	1.95E-18	8.41E-16
chr13	55484614	55486671	2058	*	5.392624624	4.738126203	5.84121235	-0.976302881	1.15E-05	0.000425873
chr4	41567566	41569992	2427	*	5.392912924	5.213436042	5.552512247	-0.094246111	0.198886837	0.661327714
chr12	67181196	67182202	1007	*	5.393002484	5.832468337	4.757906226	0.883859329	0.000190634	0.004963048
chr2	11744221	11745290	1070	*	5.393174391	5.199106239	5.564205257	-0.101374452	0.180456064	0.639488045
chr14	101306769	101308434	1666	*	5.393187408	6.069722798	4.077389061	1.898379982	1.73E-15	4.44E-13
