gene_name	chr	in_a_compartment	mch_sig
Pate9	chr9	FALSE	FALSE
Tmem265	chr7	TRUE	FALSE
Tprg	chr16	FALSE	FALSE
Olfr1353	chr10	FALSE	FALSE
Olfr137	chr17	FALSE	FALSE
Ilf2	chr3	TRUE	FALSE
Trim62	chr4	TRUE	FALSE
Kctd10	chr5	FALSE	FALSE
Hmgn2	chr4	TRUE	FALSE
Gm38999	chr7	FALSE	FALSE
Olfr1029	chr2	FALSE	FALSE
Tulp1	chr17	TRUE	FALSE
Ywhab	chr2	TRUE	FALSE
Gemin4	chr11	TRUE	FALSE
Ppt1	chr4	TRUE	FALSE
Olfr823	chr10	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Nhp2	chr11	TRUE	FALSE
Extl2	chr3	TRUE	FALSE
Theg	chr10	TRUE	FALSE
Tmem109	chr19	TRUE	FALSE
Edn1	chr13	FALSE	FALSE
Fam83c	chr2	TRUE	FALSE
Siae	chr9	TRUE	FALSE
Tcp10b	chr17	TRUE	FALSE
Maneal	chr4	TRUE	FALSE
Bola2	chr7	TRUE	FALSE
Wfdc15b	chr2	FALSE	FALSE
Trib1	chr15	TRUE	FALSE
Sco1	chr11	TRUE	FALSE
Twist1	chr12	FALSE	FALSE
Atp6v0b	chr4	FALSE	FALSE
Myh1	chr11	FALSE	FALSE
Elmod2	chr8	TRUE	FALSE
Acot2	chr12	TRUE	FALSE
Gm6205	chr5	FALSE	FALSE
Ebf1	chr11	FALSE	FALSE
Csrp2	chr10	TRUE	FALSE
Olfr1189	chr2	FALSE	FALSE
Olfr777	chr10	FALSE	FALSE
Eid1	chr2	TRUE	FALSE
Gm49425	chr15	FALSE	FALSE
Hnrnpl	chr7	TRUE	FALSE
Lrrc10b	chr19	TRUE	FALSE
Mcfd2	chr17	TRUE	FALSE
Bbs2	chr8	TRUE	FALSE
Etfdh	chr3	TRUE	FALSE
Ndufs2	chr1	TRUE	FALSE
Kars	chr8	TRUE	FALSE
Dpagt1	chr9	TRUE	FALSE
Spr	chr6	TRUE	FALSE
Leo1	chr9	TRUE	FALSE
Gm3543	chr14	FALSE	FALSE
Bpifa6	chr2	TRUE	FALSE
St6gal2	chr17	FALSE	FALSE
Syt5	chr7	TRUE	FALSE
Sptbn2	chr19	TRUE	FALSE
Apom	chr17	TRUE	FALSE
Dbnl	chr11	TRUE	FALSE
Gdf2	chr14	TRUE	FALSE
Gm49356	chr15	TRUE	FALSE
Med21	chr6	TRUE	FALSE
Acot4	chr12	TRUE	FALSE
Hsdl1	chr8	TRUE	FALSE
AL935121.1	chr2	TRUE	FALSE
Tmem229a	chr6	FALSE	FALSE
Olfr1205	chr2	FALSE	FALSE
Epgn	chr5	FALSE	FALSE
Tcte3	chr17	TRUE	FALSE
Adam1a	chr5	TRUE	FALSE
Hint1	chr11	TRUE	FALSE
Nagpa	chr16	TRUE	FALSE
Gm42878	chr5	TRUE	FALSE
Mttp	chr3	TRUE	FALSE
Gvin1	chr7	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Syf2	chr4	TRUE	FALSE
Blvra	chr2	TRUE	FALSE
Cited4	chr4	TRUE	FALSE
Pip5k1c	chr10	TRUE	FALSE
Thpo	chr16	TRUE	FALSE
BC049762	chr11	FALSE	FALSE
Lrrc7	chr3	FALSE	FALSE
Olfr1152	chr2	FALSE	FALSE
Taf13	chr3	TRUE	FALSE
Klk12	chr7	FALSE	FALSE
Serpina3g	chr12	FALSE	FALSE
H2-DMa	chr17	TRUE	FALSE
Vmn2r52	chr7	FALSE	FALSE
Prl2b1	chr13	FALSE	FALSE
Slc27a4	chr2	TRUE	FALSE
Tmem262	chr19	TRUE	FALSE
Ndufb7	chr8	TRUE	FALSE
Mmd	chr11	FALSE	FALSE
Gstm6	chr3	TRUE	FALSE
Gm3573	chr14	FALSE	FALSE
Has2	chr15	FALSE	FALSE
Rps7	chr12	TRUE	FALSE
A030014E15Rik	chr1	FALSE	FALSE
Gm45902	chr2	TRUE	FALSE
Yipf3	chr17	TRUE	FALSE
Trim75	chr8	TRUE	FALSE
Gm20390	chr11	TRUE	FALSE
Olfr551	chr7	FALSE	FALSE
Ppip5k1	chr2	TRUE	FALSE
Pdcl3	chr1	TRUE	FALSE
Aanat	chr11	TRUE	FALSE
Psmd5	chr2	TRUE	FALSE
Bcas2	chr3	TRUE	FALSE
Tchh	chr3	FALSE	FALSE
6030468B19Rik	chr11	TRUE	FALSE
Adam4	chr12	TRUE	FALSE
Zfp260	chr7	TRUE	FALSE
Atf6b	chr17	TRUE	FALSE
Gba2	chr4	TRUE	FALSE
Ctsg	chr14	FALSE	FALSE
Stap1	chr5	TRUE	FALSE
Kmt2b	chr7	TRUE	FALSE
Itga2b	chr11	TRUE	FALSE
Rpl41	chr10	TRUE	FALSE
Gm2381	chr7	FALSE	FALSE
Foxa2	chr2	FALSE	FALSE
Fbxw9	chr8	TRUE	FALSE
Atp5g1	chr11	FALSE	FALSE
Slc25a1	chr16	TRUE	FALSE
Armh2	chr13	TRUE	FALSE
Pip4k2c	chr10	TRUE	FALSE
Cdc25b	chr2	TRUE	FALSE
Ttc37	chr13	TRUE	FALSE
Bnip3l	chr14	TRUE	FALSE
Txndc17	chr11	TRUE	FALSE
Capn3	chr2	TRUE	FALSE
Gadd45gip1	chr8	TRUE	FALSE
Gm1979	chr5	FALSE	FALSE
Bche	chr3	FALSE	FALSE
Il5	chr11	TRUE	FALSE
Olfr862	chr9	FALSE	FALSE
Plcz1	chr6	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Acss1	chr2	TRUE	FALSE
Gm47429	chr13	FALSE	FALSE
Esp5	chr17	FALSE	FALSE
Drg2	chr11	TRUE	FALSE
Cnot10	chr9	TRUE	FALSE
Xpa	chr4	TRUE	FALSE
Gm10267	chr18	FALSE	FALSE
Gm7929	chr14	FALSE	FALSE
Glb1l	chr1	TRUE	FALSE
Bend5	chr4	FALSE	FALSE
Pih1d3	chr1	FALSE	FALSE
Mbd3l1	chr9	FALSE	FALSE
Ube2g2	chr10	TRUE	FALSE
Olfr168	chr16	FALSE	FALSE
Gm8050	chr14	FALSE	FALSE
Pnrc1	chr4	TRUE	FALSE
Cplx2	chr13	TRUE	FALSE
Olfr1388	chr11	FALSE	FALSE
Lce1m	chr3	FALSE	FALSE
Dbil5	chr11	TRUE	FALSE
Zfp879	chr11	FALSE	FALSE
Bcl6	chr16	FALSE	FALSE
Junb	chr8	TRUE	FALSE
Map3k8	chr18	TRUE	FALSE
Fastk	chr5	TRUE	FALSE
Osbpl7	chr11	TRUE	FALSE
Elobl	chr11	TRUE	FALSE
1110032F04Rik	chr3	FALSE	FALSE
Tomm5	chr4	FALSE	FALSE
Rplp0	chr5	TRUE	FALSE
Lrrc26	chr2	TRUE	FALSE
Hoxd11	chr2	TRUE	FALSE
Gbp9	chr5	FALSE	FALSE
Milr1	chr11	TRUE	FALSE
Rsl1d1	chr16	TRUE	FALSE
Zdhhc22	chr12	TRUE	FALSE
Gm21972	chr1	TRUE	FALSE
Ech1	chr7	TRUE	FALSE
Olfr235	chr19	FALSE	FALSE
Erfe	chr1	TRUE	FALSE
Irak1bp1	chr9	FALSE	FALSE
G6pc2	chr2	FALSE	FALSE
Psmc6	chr14	TRUE	FALSE
Barx1	chr13	TRUE	FALSE
Mrpl54	chr10	TRUE	FALSE
Gm906	chr13	FALSE	FALSE
Nop56	chr2	TRUE	FALSE
B3gat2	chr1	TRUE	FALSE
Lbhd1	chr19	TRUE	FALSE
Tnks	chr8	TRUE	FALSE
Apex1	chr14	TRUE	FALSE
Gm10542	chr18	FALSE	FALSE
Tuba4a	chr1	TRUE	FALSE
Gchfr	chr2	TRUE	FALSE
Ufm1	chr3	TRUE	FALSE
Tas2r144	chr6	TRUE	FALSE
Hoxa2	chr6	FALSE	FALSE
Gm7271	chr5	TRUE	FALSE
Mt3	chr8	TRUE	FALSE
Snapc2	chr8	TRUE	FALSE
Gm10471	chr5	FALSE	FALSE
Arl6ip5	chr6	TRUE	FALSE
Trp53i13	chr11	TRUE	FALSE
Eif4e1b	chr13	TRUE	FALSE
Ahnak2	chr12	TRUE	FALSE
1500009L16Rik	chr10	TRUE	FALSE
Olfr738	chr14	FALSE	FALSE
Olfr1056	chr2	FALSE	FALSE
Birc3	chr9	TRUE	FALSE
Olfr691	chr7	FALSE	FALSE
Cyp2c65	chr19	FALSE	FALSE
Zfp747	chr7	TRUE	FALSE
Rbbp9	chr2	TRUE	FALSE
Olfr866	chr9	FALSE	FALSE
Krt17	chr11	FALSE	FALSE
Mrgprf	chr7	TRUE	FALSE
Defb46	chr8	FALSE	FALSE
Shmt2	chr10	TRUE	FALSE
Cyp21a1	chr17	TRUE	FALSE
Gm3269	chr14	FALSE	FALSE
Olfr1508	chr14	FALSE	FALSE
Vmn1r202	chr13	FALSE	FALSE
Ccna2	chr3	TRUE	FALSE
Ces1f	chr8	FALSE	FALSE
Ccl27a	chr4	TRUE	FALSE
Ssu2	chr6	FALSE	FALSE
Olfr1386	chr11	FALSE	FALSE
Ptpn6	chr6	TRUE	FALSE
Pom121l12	chr11	FALSE	FALSE
Naaladl1	chr19	TRUE	FALSE
Aldoc	chr11	TRUE	FALSE
Gm3029	chr14	FALSE	FALSE
Ccdc71l	chr12	FALSE	FALSE
Sppl2a	chr2	TRUE	FALSE
Gm5157	chr7	FALSE	FALSE
Samd9l	chr6	FALSE	FALSE
Fbxo5	chr10	TRUE	FALSE
0610012G03Rik	chr16	TRUE	FALSE
Hspa4l	chr3	TRUE	FALSE
Calml3	chr13	FALSE	FALSE
Vmn1r220	chr13	FALSE	FALSE
Rbm43	chr2	TRUE	FALSE
Slpi	chr2	FALSE	FALSE
Vmn1r40	chr6	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Flg2	chr3	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Vmn1r13	chr6	FALSE	FALSE
Rpsa	chr9	TRUE	FALSE
Prmt2	chr10	TRUE	FALSE
Fzd5	chr1	TRUE	FALSE
Vmn1r27	chr6	FALSE	FALSE
Arl6ip1	chr7	TRUE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Slc6a19	chr13	TRUE	FALSE
Mrpl36	chr13	TRUE	FALSE
Tmem125	chr4	FALSE	FALSE
Olfr1360	chr13	FALSE	FALSE
Exosc3	chr4	TRUE	FALSE
Foxe1	chr4	TRUE	FALSE
Gm9803	chr10	TRUE	FALSE
Lrfn4	chr19	TRUE	FALSE
Bcl2l1	chr2	TRUE	FALSE
Erg	chr16	TRUE	FALSE
Golga7b	chr19	TRUE	FALSE
Cst11	chr2	TRUE	FALSE
Vwce	chr19	TRUE	FALSE
Ppbp	chr5	FALSE	FALSE
Atg12	chr18	TRUE	FALSE
Ckb	chr12	TRUE	FALSE
Mks1	chr11	TRUE	FALSE
Olfr1018	chr2	FALSE	FALSE
Cyb561a3	chr19	TRUE	FALSE
Olfr703	chr7	FALSE	FALSE
Olfr535	chr7	FALSE	FALSE
Zc2hc1a	chr3	TRUE	FALSE
Cnga4	chr7	TRUE	FALSE
Olfr393	chr11	FALSE	FALSE
Olfr904	chr9	FALSE	FALSE
Krtap7-1	chr16	FALSE	FALSE
Cstdc4	chr16	TRUE	FALSE
Olfr58	chr9	FALSE	FALSE
Iqcf5	chr9	FALSE	FALSE
Vps25	chr11	TRUE	FALSE
Olfr270	chr4	FALSE	FALSE
Clk3	chr9	TRUE	FALSE
Miip	chr4	TRUE	FALSE
Calr3	chr8	TRUE	FALSE
Lamb2	chr9	TRUE	FALSE
Ndufb9	chr15	TRUE	FALSE
Ms4a3	chr19	FALSE	FALSE
Pigs	chr11	TRUE	FALSE
Gm1673	chr5	TRUE	FALSE
Gm4181	chr14	FALSE	FALSE
Ildr2	chr1	TRUE	FALSE
Olfr541	chr7	FALSE	FALSE
Gpx8	chr13	TRUE	FALSE
Pnma2	chr14	TRUE	FALSE
Vmn1r36	chr6	FALSE	FALSE
Fndc9	chr11	TRUE	FALSE
Tex261	chr6	TRUE	FALSE
Btbd10	chr7	TRUE	FALSE
Cstdc1	chr2	TRUE	FALSE
Mtrf1l	chr10	TRUE	FALSE
Cyp2j9	chr4	FALSE	FALSE
Casp8ap2	chr4	TRUE	FALSE
Urb2	chr8	TRUE	FALSE
Rpp30	chr19	FALSE	FALSE
Lrrc47	chr4	TRUE	FALSE
Gm1330	chr2	FALSE	FALSE
Olfr167	chr16	FALSE	FALSE
Gm10229	chr16	FALSE	FALSE
Trim38	chr13	TRUE	FALSE
Ttpal	chr2	TRUE	FALSE
Cckbr	chr7	TRUE	FALSE
Atox1	chr11	TRUE	FALSE
Per1	chr11	TRUE	FALSE
Gm5294	chr5	TRUE	FALSE
Tas2r113	chr6	FALSE	FALSE
Tcf19	chr17	TRUE	FALSE
Dcps	chr9	TRUE	FALSE
Arl14	chr3	TRUE	FALSE
Prkra	chr2	TRUE	FALSE
Rps19	chr7	TRUE	FALSE
Fcf1	chr12	TRUE	FALSE
Pitx2	chr3	FALSE	FALSE
Rps13	chr7	TRUE	FALSE
Cuedc2	chr19	TRUE	FALSE
Gm49320	chr8	TRUE	FALSE
Zkscan7	chr9	TRUE	FALSE
Spata32	chr11	TRUE	FALSE
Tpgs1	chr10	TRUE	FALSE
Tmco6	chr18	TRUE	FALSE
Shbg	chr11	TRUE	FALSE
Ogfod2	chr5	TRUE	FALSE
Mex3b	chr7	TRUE	FALSE
Erg28	chr12	TRUE	FALSE
Klk1b26	chr7	FALSE	FALSE
Mei4	chr9	FALSE	FALSE
Olfr1095	chr2	FALSE	FALSE
Smim18	chr8	TRUE	FALSE
Nt5c	chr11	TRUE	FALSE
Ccar1	chr10	TRUE	FALSE
Gm12794	chr4	FALSE	FALSE
Mrfap1	chr5	TRUE	FALSE
1810010H24Rik	chr11	TRUE	FALSE
Mc5r	chr18	TRUE	FALSE
Josd2	chr7	TRUE	FALSE
Plk1	chr7	TRUE	FALSE
Rpf2	chr10	TRUE	FALSE
Ceacam11	chr7	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Dck	chr5	TRUE	FALSE
Olfr26	chr9	FALSE	FALSE
Hmbs	chr9	TRUE	FALSE
Nkx2-3	chr19	TRUE	FALSE
S100z	chr13	FALSE	FALSE
Ppp2r3a	chr9	TRUE	FALSE
Cwf19l2	chr9	TRUE	FALSE
Foxd3	chr4	TRUE	FALSE
Slirp	chr12	TRUE	FALSE
Slfn4	chr11	FALSE	FALSE
Rdh8	chr9	FALSE	FALSE
Tmem62	chr2	TRUE	FALSE
Nepn	chr10	FALSE	FALSE
Prr30	chr14	FALSE	FALSE
Gm49383	chr12	TRUE	FALSE
Gas7	chr11	TRUE	FALSE
Ldhal6b	chr17	TRUE	FALSE
Zfp367	chr13	TRUE	FALSE
Ndor1	chr2	TRUE	FALSE
Polr2k	chr15	FALSE	FALSE
Ccdc90b	chr7	TRUE	FALSE
Gm9376	chr14	TRUE	FALSE
Irf1	chr11	TRUE	FALSE
Btf3	chr13	TRUE	FALSE
Gm12184	chr11	TRUE	FALSE
Mafa	chr15	TRUE	FALSE
Gm36245	chr15	FALSE	FALSE
Mrpl53	chr6	TRUE	FALSE
Olfr985	chr9	FALSE	FALSE
Olfr382	chr11	FALSE	FALSE
Samd5	chr10	FALSE	FALSE
Olfr1155	chr2	FALSE	FALSE
Pex5	chr6	TRUE	FALSE
Mmp10	chr9	FALSE	FALSE
Hdac2	chr10	FALSE	FALSE
Smco3	chr6	TRUE	FALSE
Phlda3	chr1	TRUE	FALSE
Esp36	chr17	FALSE	FALSE
Mettl22	chr16	TRUE	FALSE
Immp1l	chr2	TRUE	FALSE
Spa17	chr9	TRUE	FALSE
Slfn3	chr11	FALSE	FALSE
Ufsp1	chr5	TRUE	FALSE
Lrrc58	chr16	TRUE	FALSE
Rpl36al	chr12	TRUE	FALSE
Slc45a2	chr15	FALSE	FALSE
Cideb	chr14	TRUE	FALSE
Prg2	chr2	FALSE	FALSE
Glud1	chr14	TRUE	FALSE
Srsf5	chr12	TRUE	FALSE
Olfr148	chr9	FALSE	FALSE
Olfr493	chr7	FALSE	FALSE
Habp2	chr19	FALSE	FALSE
Zfp41	chr15	TRUE	FALSE
Casq1	chr1	TRUE	FALSE
Susd2	chr10	TRUE	FALSE
Vmn1r218	chr13	FALSE	FALSE
Cuzd1	chr7	TRUE	FALSE
Rnf146	chr10	TRUE	FALSE
Lag3	chr6	TRUE	FALSE
Kif26a	chr12	TRUE	FALSE
Jagn1	chr6	TRUE	FALSE
Hcls1	chr16	TRUE	FALSE
Tubb2a	chr13	TRUE	FALSE
Zmynd12	chr4	TRUE	FALSE
Fam32a	chr8	TRUE	FALSE
Kcnab3	chr11	TRUE	FALSE
Olfr1293-ps	chr2	FALSE	FALSE
Aldh18a1	chr19	TRUE	FALSE
AY358078	chr14	FALSE	FALSE
Fancd2os	chr6	TRUE	FALSE
Tmem139	chr6	TRUE	FALSE
Zbtb21	chr16	TRUE	FALSE
Olfr1015	chr2	FALSE	FALSE
Vmo1	chr11	TRUE	FALSE
Mybl2	chr2	TRUE	FALSE
Pmpcb	chr5	TRUE	FALSE
Ccnj	chr19	TRUE	FALSE
Trim61	chr8	FALSE	FALSE
Cotl1	chr8	TRUE	FALSE
Inhbe	chr10	TRUE	FALSE
Olfr1094	chr2	FALSE	FALSE
Jak2	chr19	TRUE	FALSE
Krt13	chr11	FALSE	FALSE
Rrp9	chr9	TRUE	FALSE
Akr7a5	chr4	TRUE	FALSE
Cbfb	chr8	FALSE	FALSE
Mfsd5	chr15	TRUE	FALSE
Eqtn	chr4	FALSE	FALSE
Gadd45a	chr6	TRUE	FALSE
Klre1	chr6	FALSE	FALSE
Abcg5	chr17	FALSE	FALSE
Gm50092	chr7	TRUE	FALSE
Uap1l1	chr2	TRUE	FALSE
Dbx1	chr7	FALSE	FALSE
Zfp72	chr13	TRUE	FALSE
Adam20	chr8	FALSE	FALSE
Clec2i	chr6	TRUE	FALSE
Gm14214	chr2	TRUE	FALSE
Surf1	chr2	TRUE	FALSE
Vwa7	chr17	TRUE	FALSE
Lsm2	chr17	TRUE	FALSE
Rps6	chr4	TRUE	FALSE
Rps9	chr7	TRUE	FALSE
Rgs4	chr1	FALSE	FALSE
Syt8	chr7	TRUE	FALSE
Gm6309	chr5	FALSE	FALSE
Olfr354	chr2	FALSE	FALSE
Defb25	chr2	FALSE	FALSE
Tcf4	chr18	TRUE	FALSE
Krtap19-5	chr16	FALSE	FALSE
Tldc2	chr2	TRUE	FALSE
Usb1	chr8	TRUE	FALSE
Ccdc178	chr18	FALSE	FALSE
Ubxn6	chr17	TRUE	FALSE
Slc13a5	chr11	TRUE	FALSE
Gm45234	chr6	TRUE	FALSE
Olfr1471	chr19	FALSE	FALSE
Smad7	chr18	TRUE	FALSE
Pou5f2	chr13	FALSE	FALSE
Ly6f	chr15	FALSE	FALSE
Fastkd3	chr13	FALSE	FALSE
Ttc22	chr4	TRUE	FALSE
Vgll2	chr10	FALSE	FALSE
Teddm1a	chr1	TRUE	FALSE
Olfr1457	chr19	FALSE	FALSE
Gm10406	chr14	FALSE	FALSE
Klhl28	chr12	FALSE	FALSE
Gm10282	chr8	TRUE	FALSE
Zfp948	chr17	TRUE	FALSE
Chgb	chr2	TRUE	FALSE
Olfr243	chr7	FALSE	FALSE
Mettl18	chr1	TRUE	FALSE
Klra10	chr6	FALSE	FALSE
Nhsl1	chr10	TRUE	FALSE
Purg	chr8	TRUE	FALSE
Olfr150	chr9	FALSE	FALSE
Neurog3	chr10	TRUE	FALSE
Pdlim2	chr14	TRUE	FALSE
Taf10	chr7	TRUE	FALSE
Gm42688	chr6	TRUE	FALSE
Fgf8	chr19	TRUE	FALSE
Fibin	chr2	FALSE	FALSE
Gm44805	chr7	TRUE	FALSE
Olfr689	chr7	FALSE	FALSE
Orai2	chr5	TRUE	FALSE
Tcl1	chr12	FALSE	FALSE
Klk1b9	chr7	FALSE	FALSE
Olfr1191-ps1	chr2	FALSE	FALSE
Qprt	chr7	TRUE	FALSE
Anapc13	chr9	TRUE	FALSE
Gm3629	chr14	FALSE	FALSE
Cldn12	chr5	TRUE	FALSE
Prl7d1	chr13	FALSE	FALSE
Gm47955	chr1	FALSE	FALSE
B930094E09Rik	chr18	TRUE	FALSE
Hal	chr10	TRUE	FALSE
Saraf	chr8	TRUE	FALSE
Atp8b2	chr3	TRUE	FALSE
Asns	chr6	FALSE	FALSE
Ly6k	chr15	TRUE	FALSE
Vps33a	chr5	TRUE	FALSE
1700012A03Rik	chr6	FALSE	FALSE
Scgb1b20	chr7	FALSE	FALSE
Gclm	chr3	TRUE	FALSE
Fam8a1	chr13	TRUE	FALSE
Ctsc	chr7	FALSE	FALSE
Olfr487	chr7	FALSE	FALSE
Olfr328	chr11	FALSE	FALSE
Rrp15	chr1	FALSE	FALSE
Zfp42	chr8	FALSE	FALSE
Rnf126	chr10	TRUE	FALSE
Arhgap17	chr7	TRUE	FALSE
Zfp993	chr4	FALSE	FALSE
Krt10	chr11	TRUE	FALSE
Pnkp	chr7	TRUE	FALSE
Clec2h	chr6	FALSE	FALSE
Zfp580	chr7	TRUE	FALSE
Pspn	chr17	TRUE	FALSE
Rab42	chr4	TRUE	FALSE
Flg	chr3	FALSE	FALSE
Kcnv1	chr15	FALSE	FALSE
Rraga	chr4	FALSE	FALSE
Pax6	chr2	TRUE	FALSE
Gm49339	chr10	FALSE	FALSE
Slc35a5	chr16	TRUE	FALSE
Myod1	chr7	TRUE	FALSE
Acp5	chr9	TRUE	FALSE
Rnf223	chr4	TRUE	FALSE
Cblc	chr7	TRUE	FALSE
Phykpl	chr11	FALSE	FALSE
Zfp429	chr13	TRUE	FALSE
Olfr971	chr9	FALSE	FALSE
Olfr107	chr17	FALSE	FALSE
Zfp990	chr4	FALSE	FALSE
Lrrc59	chr11	TRUE	FALSE
Mlana	chr19	TRUE	FALSE
Naa38	chr11	TRUE	FALSE
Cpt1b	chr15	TRUE	FALSE
Stk35	chr2	TRUE	FALSE
Aadacl2fm2	chr3	FALSE	FALSE
Zfp692	chr11	TRUE	FALSE
2310034G01Rik	chr19	TRUE	FALSE
Gm5244	chr19	TRUE	FALSE
Slc10a2	chr8	FALSE	FALSE
Kcnj9	chr1	TRUE	FALSE
Zfp784	chr7	TRUE	FALSE
Ly6a	chr15	TRUE	FALSE
Impdh2	chr9	TRUE	FALSE
Ttll13	chr7	TRUE	FALSE
Dpep2	chr8	TRUE	FALSE
Zfp786	chr6	TRUE	FALSE
Ppp1ca	chr19	TRUE	FALSE
4930558C23Rik	chr3	TRUE	FALSE
Tnfaip3	chr10	FALSE	FALSE
Pdf	chr8	TRUE	FALSE
Olfr460	chr6	FALSE	FALSE
Phyhip	chr14	TRUE	FALSE
Olfr287	chr15	FALSE	FALSE
Eri1	chr8	TRUE	FALSE
Pramel5	chr4	FALSE	FALSE
Mpeg1	chr19	FALSE	FALSE
Lamtor5	chr3	TRUE	FALSE
6430571L13Rik	chr9	TRUE	FALSE
Tbrg4	chr11	TRUE	FALSE
Slc35d3	chr10	FALSE	FALSE
En2	chr5	TRUE	FALSE
Dpp10	chr1	TRUE	FALSE
Gm11084	chr2	TRUE	FALSE
Olfr1269	chr2	FALSE	FALSE
Dnajb7	chr15	TRUE	FALSE
Serpina3i	chr12	FALSE	FALSE
Lig1	chr7	FALSE	FALSE
Ncf4	chr15	TRUE	FALSE
Akirin1	chr4	TRUE	FALSE
Olfr1279	chr2	FALSE	FALSE
Galnt4	chr10	TRUE	FALSE
Serpinb9f	chr13	FALSE	FALSE
Olfr348	chr2	FALSE	FALSE
Krtap26-1	chr16	FALSE	FALSE
Nrgn	chr9	TRUE	FALSE
Nkx2-4	chr2	TRUE	FALSE
Mxra8	chr4	TRUE	FALSE
Esp24	chr17	FALSE	FALSE
Olfr536	chr7	FALSE	FALSE
Iqgap3	chr3	TRUE	FALSE
Spata2l	chr8	TRUE	FALSE
Coq9	chr8	TRUE	FALSE
Polr2g	chr19	TRUE	FALSE
Olfr476	chr7	FALSE	FALSE
Olfr644	chr7	FALSE	FALSE
A630073D07Rik	chr6	FALSE	FALSE
Olfr25	chr9	FALSE	FALSE
Fam166b	chr4	TRUE	FALSE
Gpx6	chr13	TRUE	FALSE
Ttc5	chr14	FALSE	FALSE
Nebl	chr2	TRUE	FALSE
Kxd1	chr8	TRUE	FALSE
Hif3a	chr7	TRUE	FALSE
Gm14409	chr2	FALSE	FALSE
Trim59	chr3	TRUE	FALSE
Hoxb3	chr11	FALSE	FALSE
Atpaf2	chr11	TRUE	FALSE
Nfkbil1	chr17	TRUE	FALSE
Fxyd4	chr6	TRUE	FALSE
Ccnt2	chr1	TRUE	FALSE
Atp5h	chr11	TRUE	FALSE
Itpkc	chr7	TRUE	FALSE
Mlx	chr11	TRUE	FALSE
Dnajc30	chr5	TRUE	FALSE
Ces2g	chr8	FALSE	FALSE
Pfdn6	chr17	TRUE	FALSE
Gm5096	chr18	FALSE	FALSE
Sephs2	chr7	TRUE	FALSE
Cand2	chr6	TRUE	FALSE
Naa80	chr9	TRUE	FALSE
Usp17lc	chr7	FALSE	FALSE
Tesc	chr5	TRUE	FALSE
Gzmf	chr14	FALSE	FALSE
Olfr1168	chr2	FALSE	FALSE
Tmem234	chr4	TRUE	FALSE
Insyn2b	chr11	FALSE	FALSE
Mrgprb2	chr7	FALSE	FALSE
Zfp931	chr2	FALSE	FALSE
Svbp	chr4	TRUE	FALSE
Gpat2	chr2	TRUE	FALSE
Tdpoz4	chr3	FALSE	FALSE
Sap18b	chr8	TRUE	FALSE
Lrp10	chr14	TRUE	FALSE
Dsel	chr1	FALSE	FALSE
Pebp1	chr5	TRUE	FALSE
Ptges3	chr10	TRUE	FALSE
Aoah	chr13	TRUE	FALSE
Olfr715b	chr7	FALSE	FALSE
H2-Eb1	chr17	FALSE	FALSE
Tgfbr1	chr4	TRUE	FALSE
Rnase6	chr14	TRUE	FALSE
Ppp1r35	chr5	TRUE	FALSE
Pop7	chr5	TRUE	FALSE
Cd81	chr7	TRUE	FALSE
Zfp989	chr4	FALSE	FALSE
Gsdma	chr11	TRUE	FALSE
Spp1	chr5	TRUE	FALSE
Synj2bp	chr12	TRUE	FALSE
Tnfrsf4	chr4	TRUE	FALSE
BC048679	chr7	TRUE	FALSE
Olfr1173	chr2	FALSE	FALSE
2200002D01Rik	chr7	TRUE	FALSE
Eef1a2	chr2	TRUE	FALSE
Fezf1	chr6	TRUE	FALSE
Aunip	chr4	TRUE	FALSE
Tubg2	chr11	TRUE	FALSE
Sf3a3	chr4	TRUE	FALSE
Fam181a	chr12	TRUE	FALSE
Tiam2	chr17	TRUE	FALSE
Olfr1016	chr2	FALSE	FALSE
Retreg2	chr1	TRUE	FALSE
Pgls	chr8	TRUE	FALSE
Gk2	chr5	TRUE	FALSE
Vmn1r213	chr13	FALSE	FALSE
Olfr889	chr9	FALSE	FALSE
Vmn2r42	chr7	FALSE	FALSE
Ccnd1	chr7	TRUE	FALSE
Dscaml1	chr9	TRUE	FALSE
Olfr1188	chr2	FALSE	FALSE
Gfi1b	chr2	TRUE	FALSE
Mvp	chr7	TRUE	FALSE
H2bc8	chr13	TRUE	FALSE
Fxn	chr19	TRUE	FALSE
Il12a	chr3	TRUE	FALSE
Pate11	chr9	FALSE	FALSE
Olfr1186	chr2	FALSE	FALSE
Fam241b	chr10	TRUE	FALSE
Med6	chr12	TRUE	FALSE
Pura	chr18	TRUE	FALSE
Pdcd4	chr19	TRUE	FALSE
Pcdhb1	chr18	TRUE	FALSE
Cep63	chr9	TRUE	FALSE
Aloxe3	chr11	TRUE	FALSE
Clpsl2	chr17	TRUE	FALSE
Ttc32	chr12	TRUE	FALSE
Krtap1-5	chr11	FALSE	FALSE
