gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class
Mtbp	ENSMUSG00000022369.13	chr15	55557407	55626423	69016	0.0129998384587392	0.0142393757076021	0.00123953724886287	-0.0778223167669603	0.557956739766364	FALSE	0.0268868071406154	0.915024963304948	0.815127058013133	10	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.264919754131295	0.131988776935081	0.131988776935081	1	0	FALSE	0.0661713669030101	0.723374987911912	0.723374987911912	1	0	FALSE	0.70059	0.630582	-0.114079	quantifiable
Slc7a8	ENSMUSG00000022180.7	chr14	54722208	54781946	59738	0.0182760294728292	0.021837445827528	0.00356141635469873	0.0549930127103945	0.558048929596267	FALSE	-0.00578945234834233	0.982704016211032	0.193683154480351	8	0	FALSE	FALSE	Unchanged	Neither	0.434341925	0.002372905	0.002372905	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0635981849985646	0.657380144531121	4.54925759762665e-13	5	2	TRUE	0.055492317143753	0.789106215423496	0.00234047746036318	9	1	TRUE	1.508808	1.769826	0.202839	quantifiable
Akain1	ENSMUSG00000091636.2	chr17	69439325	69489233	49908	0.0227743855404136	0.0234646470356381	0.000690261495224484	-0.0543293466696334	0.558242917532923	FALSE	-0.0114877153435147	0.966416427564747	2.1080954782834e-15	22	3	TRUE	FALSE	Unchanged	Neither	0.079580315	0.552090698	9.49e-10	8	5	TRUE	0.145682840887331	0.499418104580786	2.65564990793307e-09	2	1	TRUE	0.334428021449396	0.0576258081810762	0.0576258081810762	1	0	FALSE	0.36365299042046	0.0310532513618813	3.65489318620691e-10	6	2	TRUE	1.375606	1.876577	0.39388	quantifiable
Gpr142	ENSMUSG00000034677.9	chr11	114798923	114806745	7822	0.0290376078954381	0.0328672543874296	0.00382964649199146	0.109905713806411	0.558242917532923	FALSE	0.0106572559531132	0.967410479087778	0.00526458031697484	10	2	TRUE	FALSE	Unchanged	Neither	0.251918595	0.081867971	0.081867971	1	0	FALSE	NA	NA	NA	NA	NA	NA	-1.3835068353594	7.4628026195566e-10	7.4628026195566e-10	3	3	TRUE	-0.416149086161952	0.0543365722433958	0.0543365722433958	4	0	FALSE	1.239585	1.922589	0.553722	quantifiable
Coa6	ENSMUSG00000051671.7	chr8	126422514	126425433	2919	0.0125849023811845	0.0175253547231453	0.00494045234196079	0.33129477841452	0.558377513357989	FALSE	-0.067098697321263	0.687111745247142	0.406958036469119	13	0	FALSE	FALSE	Unchanged	Neither	0.058830527	0.711890346	0.711890346	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0145231587997023	0.930471208139653	0.0238578441905485	3	1	TRUE	0.0652815223603754	0.716433396261488	0.104239184001698	6	0	FALSE	0.668379	1.133672	0.607498	quantifiable
Cyp1a1	ENSMUSG00000032315.6	chr9	57687927	57703824	15897	0.0206358139292965	0.0203632327517035	-0.000272581177593007	-0.12997412851087	0.558377513357989	FALSE	-0.106236101396983	0.633692538356633	0.633692538356633	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.178130159161883	0.315271181133176	0.315271181133176	1	0	FALSE	1.26269	1.488215	0.204243	quantifiable
Nom1	ENSMUSG00000001569.10	chr5	29434663	29457843	23180	0.0122414290526084	0.0132882405300964	0.00104681147748798	-0.120131198119986	0.558408134115224	FALSE	-0.0704127842338468	0.706915377506144	0.706915377506144	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	0.0894374508829421	0.682280422379811	0.682280422379811	1	0	FALSE	0.190825088974738	0.333433335713078	0.333433335713078	1	0	FALSE	0.111746975128715	0.572951763572833	0.572951763572833	1	0	FALSE	0.466137	0.53461	0.137189	quantifiable
Tmco5b	ENSMUSG00000041255.2	chr2	113285731	113297190	11459	0.0121581448370571	0.014360123987115	0.00220197915005796	0.163674514685	0.558408134115224	FALSE	0.0120493654512849	1	1	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.489463	1.089933	-0.383989	quantifiable
Trpv2	ENSMUSG00000018507.16	chr11	62574485	62600515	26030	0.0184986316944277	0.0189024003782695	0.000403768683841805	-0.094460756146916	0.558408134115224	FALSE	-0.0562904404151719	0.76202844158057	0.76202844158057	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158936037541896	0.263608780308747	0.0256716080222515	2	1	TRUE	-0.0843152492223541	0.619065425765946	0.619065425765946	2	0	FALSE	0.830503	0.851442	0.028467	quantifiable
Lhcgr	ENSMUSG00000024107.7	chr17	88716480	88791990	75510	0.0139673646411126	0.0147591759053176	0.000791811264205061	-0.058085304822964	0.558408134115224	FALSE	0.035342274321997	0.895135011067714	0.110853855035449	21	0	FALSE	FALSE	Unchanged	Neither	0.063121922	0.708688518	0.708688518	1	0	FALSE	-0.337055152248962	0.0892604280714708	0.0892604280714708	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.180922374846091	0.424807952061438	0.000309424850454679	5	1	TRUE	0.864984	0.692413	-0.249854	quantifiable
Fem1a	ENSMUSG00000043683.4	chr17	56256809	56263610	6801	0.0150422827799567	0.0151448719072585	0.000102589127301808	-0.18076064775875	0.558490547394576	FALSE	-0.118310356832206	0.571998592650111	0.571998592650111	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0804370118231468	0.606383580471071	0.606383580471071	1	0	FALSE	0.0547918360601157	0.758822625686961	0.758822625686961	2	0	FALSE	0.997013	0.722228	-0.369114	quantifiable
Cetn4	ENSMUSG00000045031.18	chr3	37307748	37312708	4960	0.0188386859704702	0.0181149781551637	-0.000723707815306535	-0.200592244917939	0.558490547394576	FALSE	-0.00374103328442536	0.992725258960122	0.268282241923915	5	0	FALSE	FALSE	Unchanged	Neither	0.79749909	7.46e-14	7.46e-14	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.054004	3.978304	0.884503	quantifiable
Agrn	ENSMUSG00000041936.18	chr4	156165289	156197488	32199	0.0177219177341066	0.0180442755903702	0.000322357856263614	-0.0821981936747226	0.558490547394576	FALSE	-0.00149714759698312	0.995845764548422	0.395984915452699	7	0	FALSE	FALSE	Unchanged	Neither	-0.17079287	0.129773635	0.129773635	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.171991065952832	0.45909223158168	0.45909223158168	4	0	FALSE	1.277675	1.13429	-0.145164	quantifiable
Retnlb	ENSMUSG00000022650.7	chr16	48816855	48818892	2037	0.0127480382157502	0.00976372663545125	-0.00298431158029899	-0.415890939125157	0.558570269541226	FALSE	-0.042335858566888	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978924	0.635808	-0.486266	quantifiable
Lipo4	ENSMUSG00000079344.11	chr19	33498036	33517780	19744	0.0110857563204603	0.0125574802095876	0.00147172388912728	-0.126593276186089	0.558575939816526	FALSE	-0.0442401805644217	1	1	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.315748	0.252341	-0.181638	quantifiable
Cdh8	ENSMUSG00000036510.17	chr8	99024470	99416471	392001	0.0210568684894349	0.0235040696395056	0.00244720115007071	0.0258038858015461	0.558621868411024	FALSE	-0.0271563102858776	0.890402610720044	3.26642726973444e-07	16	5	TRUE	FALSE	Unchanged	Neither	0.631364072	3.52e-12	6.22e-15	7	5	TRUE	NA	NA	NA	NA	NA	NA	-0.519794463645112	0.000108984166176779	1.38802874265263e-16	6	6	TRUE	-0.533376796224603	0.00108989153442984	0.000418457284093884	11	4	TRUE	1.15987	1.596876	0.396867	quantifiable
Aldob	ENSMUSG00000028307.9	chr4	49535994	49549546	13552	0.014005083168416	0.0168993902605999	0.00289430709218385	0.12790445227137	0.558647751903943	FALSE	0.0667540567976533	0.75834985480267	0.75834985480267	2	0	FALSE	FALSE	Unchanged	Neither	0.984809373	1.3e-21	1.3e-21	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.538548427131278	0.00451044703990857	0.00451044703990857	1	1	TRUE	0.00612079869792841	0.977770328064872	0.815283094251093	2	0	FALSE	1.11814	1.102782	-0.016651	quantifiable
Ky	ENSMUSG00000035606.8	chr9	102505749	102546239	40490	0.0438165274623994	0.0437192524870871	-9.72749753122767e-05	-0.0414204613030861	0.558652879011032	FALSE	0.0345082484135632	0.849018426973858	0.00256928625153112	24	2	TRUE	FALSE	Unchanged	Neither	-0.023721747	0.846733966	0.000957717	9	2	TRUE	0.524070124805516	0.0171349461735754	0.0171349461735754	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.291139536833899	0.147252484155878	0.00868666468856489	10	2	TRUE	2.968184	3.173296	0.089946	quantifiable
Lce1a1	ENSMUSG00000057609.6	chr3	92646534	92648307	1773	0.0124563315652701	0.0183027996114068	0.00584646804613679	0.392766124484113	0.558708745960718	FALSE	0.0140613538250333	0.96456486918847	0.96456486918847	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.004296	0.526131	-0.714272	quantifiable
Cel	ENSMUSG00000026818.5	chr2	28555794	28563403	7609	0.0241285366669608	0.0239444318760955	-0.000184104790865239	-0.136068346863626	0.558929596229155	FALSE	-0.121045188913351	1	0.716475527862662	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.131383190384645	0.512996406086733	0.512996406086733	2	0	FALSE	1.772593	1.744725	-0.020317	quantifiable
Ap1s1	ENSMUSG00000004849.14	chr5	137034992	137046135	11143	0.0150389574280401	0.0150676744853094	2.87170572693379e-05	-0.155397279098755	0.558929596229155	FALSE	-0.116931176691572	0.571730942820658	0.571730942820658	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.180639891279863	0.298504036275611	0.298504036275611	1	0	FALSE	0.587616	0.615136	0.048328	quantifiable
Hpx	ENSMUSG00000030895.9	chr7	105591612	105600137	8525	0.0177460882579901	0.0159693918218295	-0.00177669643616058	-0.156743095986665	0.558931572119114	FALSE	0.0166373605493364	0.950222110525549	0.950222110525549	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116718253575673	0.510523565736095	0.510523565736095	1	0	FALSE	0.87905	0.860388	-0.024701	quantifiable
Mrpl49	ENSMUSG00000007338.10	chr19	6053621	6057785	4164	0.0108524655102561	0.0122319401842114	0.00137947467395529	-0.2744682850582	0.558938412875227	FALSE	-0.00376485890024225	0.986720307623224	0.986720307623224	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.485381	0.53198	0.092262	quantifiable
Pkd2l1	ENSMUSG00000037578.4	chr19	44147636	44192442	44806	0.0121463595085045	0.0141683519179341	0.00202199240942954	-0.0905337931166099	0.558938412875227	FALSE	-0.0328442134740082	0.89720479701126	0.819820639026971	3	0	FALSE	FALSE	Unchanged	Neither	-0.137315324	0.356741043	0.356741043	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.105593710171762	0.593806612769176	0.0602445862333093	2	0	FALSE	0.58101	0.521673	-0.111002	quantifiable
Zbtb39	ENSMUSG00000044617.8	chr10	127739537	127747349	7812	0.0170765191303756	0.0168756141470288	-0.000200904983346743	-0.153876244440563	0.558938412875227	FALSE	0.0485082786778656	0.796825111596778	0.327414141576723	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287733835432379	0.156682017197178	0.156682017197178	3	0	FALSE	1.307076	1.289232	-0.016954	quantifiable
Ube2d2b	ENSMUSG00000063447.7	chr5	107830098	107831776	1678	0.0136519219276561	0.0122076965915292	-0.00144422533612692	-0.39198153140266	0.559028231425247	FALSE	-0.0162172432303829	0.945568368914608	0.945568368914608	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628743	0.543402	-0.152839	quantifiable
Catsperg2	ENSMUSG00000049123.10	chr7	29697218	29727032	29814	0.0126846919190845	0.0137265507367303	0.00104185881764576	-0.117150426984325	0.559035317354372	FALSE	0.223047405777547	0.405390545358261	0.405390545358261	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.368943	0.232658	-0.379531	quantifiable
Fuz	ENSMUSG00000011658.16	chr7	44896078	44902631	6553	0.0154354885289779	0.0165068847096852	0.00107139618070729	-0.197946370606979	0.559035317354372	FALSE	-0.0107619112827734	0.966134212340444	0.915502557193733	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00407843899072727	0.983636724085976	0.983636724085976	1	0	FALSE	0.0426886711463526	0.816946968699743	0.816946968699743	1	0	FALSE	0.973696	0.786728	-0.245709	quantifiable
Tsen15	ENSMUSG00000014980.14	chr1	152370734	152386688	15954	0.0153992235680195	0.0170075998312791	0.00160837626325966	-0.121414695240495	0.559035317354372	FALSE	-0.0445769656466596	0.831861184543284	2.87069658345795e-10	30	7	TRUE	FALSE	Unchanged	Neither	0.272611821	0.022010572	2.91e-30	11	5	TRUE	0.272995995049713	0.179283298308219	0.1135130666738	2	0	FALSE	-0.103934167522209	0.55193220258302	3.34678919322146e-09	2	1	TRUE	0.200713695436223	0.27095538919163	0.197104206059959	7	0	FALSE	0.988709	1.184864	0.216923	quantifiable
Retn	ENSMUSG00000012705.16	chr8	3655769	3660110	4341	0.0165513729657081	0.0158594285309128	-0.000691944434795307	-0.228307799638117	0.55905195138311	FALSE	-0.125166158139582	1	0.66971448961011	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641346	0.350546	-0.594048	quantifiable
Ccdc85c	ENSMUSG00000084883.2	chr12	108203601	108275425	71824	0.0270442287396302	0.0279399941000837	0.000895765360453497	-0.0423633821380072	0.55905195138311	FALSE	-0.306353111326825	0.269074218665793	0.269074218665793	13	0	FALSE	FALSE	Unchanged	Neither	0.031159614	0.808390363	0.000377058	8	2	TRUE	NA	NA	NA	NA	NA	NA	0.125438451812002	0.409090451486333	4.97883301231366e-08	7	3	TRUE	-0.0111510240606934	0.961676318549405	0.01615759111803	11	1	TRUE	3.184636	3.520768	0.135825	quantifiable
Vmn2r85	ENSMUSG00000092048.3	chr10	130414063	130429703	15640	0.0118766849622426	0.012129805113821	0.000253120151578369	-0.143293342856953	0.55905195138311	FALSE	0.0378026987900405	0.854305302615247	0.854305302615247	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.490531	0.253435	-0.58549	quantifiable
Rgs13	ENSMUSG00000051079.8	chr1	144138653	144177372	38719	0.0142405219199279	0.015809816221252	0.00156929430132412	-0.0819609521385204	0.559416622372417	FALSE	0.613182637139782	1	0.359531586277341	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54833	0.427404	-0.246977	quantifiable
Crtc2	ENSMUSG00000027936.18	chr3	90254162	90264125	9963	0.0151832949666196	0.0149015055262156	-0.000281789440404039	-0.185747844854299	0.559464545088925	FALSE	-0.0102350675872234	0.963409197504399	0.795331100794805	4	0	FALSE	FALSE	Unchanged	Neither	0.640538374	5.67e-07	5.67e-07	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.828238568248426	2.28041053275106e-10	4.24963498506667e-16	3	3	TRUE	-0.422846583711307	0.0114215666930132	0.0114215666930132	2	1	TRUE	1.934935	2.810775	0.491997	quantifiable
Ndufa3	ENSMUSG00000035674.13	chr7	3617372	3620327	2955	0.010890357491142	0.0103004760128101	-0.000589881478331944	-0.361329013977025	0.559464545088925	FALSE	-0.0735354551268355	0.72920017790589	0.548390362341647	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0220130662174719	0.914488224547269	0.914488224547269	1	0	FALSE	0.281399	0.39873	0.303221	quantifiable
Actb	ENSMUSG00000029580.14	chr5	142903114	142906754	3640	0.0175371649860829	0.0169949921090234	-0.000542172877059523	-0.246559659158254	0.559497978135564	FALSE	-0.077116110267454	0.672794782131122	0.672794782131122	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00984347917057702	0.949358331746507	0.949358331746507	1	0	FALSE	0.0730941706531793	0.686224187726624	0.241509705683442	3	0	FALSE	1.80278	1.146606	-0.56566	quantifiable
Nptx2	ENSMUSG00000059991.7	chr5	144545901	144557478	11577	0.039670079834626	0.0418568276124007	0.00218674777777474	0.0831987365000389	0.559944111481719	FALSE	-0.0419970621494859	0.850856981529867	0.314561594575535	10	0	FALSE	FALSE	Unchanged	Neither	-0.17080789	0.192122099	0.171897468	3	0	FALSE	-0.255542071903399	0.1975756725485	0.1975756725485	1	0	FALSE	NA	NA	NA	NA	NA	NA	1.12652022159239	3.40964582909391e-09	3.40964582909391e-09	5	3	TRUE	3.730556	4.245034	0.176605	quantifiable
Slc39a13	ENSMUSG00000002105.15	chr2	91061790	91070417	8627	0.0147200762388746	0.0145503595330377	-0.000169716705836879	-0.17395719357967	0.560033113351056	FALSE	-0.0533074873306563	1	0.978826372531671	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0735539312615693	0.65502810101667	0.65502810101667	1	0	FALSE	0.254829436348691	0.125916167773404	0.125916167773404	1	0	FALSE	1.125942	1.002826	-0.13837	quantifiable
Bglap	ENSMUSG00000074483.2	chr3	88383500	88384464	964	0.0236685919278735	0.0169204691718297	-0.00674812275604377	-0.540315776656767	0.56003391787905	FALSE	-0.0259768409810639	0.921173255668859	0.695695833303369	6	0	FALSE	FALSE	Unchanged	Neither	0.234494675	0.066135274	0.066135274	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0473583967772093	0.849378013164309	0.0228760376045421	2	1	TRUE	2.663828	2.676621	0.006385	quantifiable
Casp12	ENSMUSG00000025887.10	chr9	5345429	5373032	27603	0.0129062764699506	0.0134709011397117	0.000564624669761191	-0.124303762999619	0.560091125776678	FALSE	0.101325444337706	0.699604838652886	0.0119285503805555	4	1	TRUE	FALSE	Unchanged	Neither	0.890511576	7.22e-11	2.99e-13	3	3	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987443389413931	2.38899445450425e-05	5.22704570324468e-07	9	3	TRUE	0.403269	0.496343	0.200722	quantifiable
Osgep	ENSMUSG00000006289.14	chr14	50906477	50924893	18416	0.0148344551282877	0.0158965555175757	0.00106210038928799	-0.108693762115525	0.560091125776678	FALSE	-0.0328442170063266	0.872649982871732	0.872649982871732	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0869865466175549	0.568415959846424	0.568415959846424	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.582091	0.877302	0.452007	quantifiable
Tlx1	ENSMUSG00000025215.10	chr19	45150679	45156943	6264	0.0179093900736853	0.0176457173804962	-0.000263672693189148	-0.217912350083228	0.560109591071391	FALSE	-0.00224260765694877	0.995112272860115	0.463671975298073	16	0	FALSE	FALSE	Unchanged	Neither	-0.729432412	2.86e-12	1.58e-20	4	4	TRUE	0.0179002013076389	0.944279727613136	0.477407289616532	5	0	FALSE	NA	NA	NA	NA	NA	NA	-0.113831980189547	0.637185396329801	0.197495017450825	3	0	FALSE	6.87271	4.465974	-0.597963	quantifiable
Mfsd11	ENSMUSG00000020818.16	chr11	116852439	116875635	23196	0.0148910700261912	0.0172881068616168	0.00239703683542564	0.100126645691878	0.560230161839758	FALSE	0.0257221651264808	0.914167701791053	0.908419616098152	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0416895515795904	0.794932706476117	0.794932706476117	1	0	FALSE	0.0944573283806699	0.591128041680523	0.328894936095251	2	0	FALSE	0.540901	0.410771	-0.270499	quantifiable
Dhx16	ENSMUSG00000024422.14	chr17	35879818	35892670	12852	0.0141716984899021	0.0168537130794815	0.00268201458957936	0.128252827542214	0.560246292895811	FALSE	0.172792050328233	0.466763274908059	0.466763274908059	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0097955722206633	0.961814524836978	0.961814524836978	1	0	FALSE	0.349763	0.324318	-0.065883	quantifiable
Zfp639	ENSMUSG00000027667.13	chr3	32510258	32520833	10575	0.0132513121854354	0.0129811202576015	-0.000270191927833858	-0.147398874356346	0.560262194204569	FALSE	-0.0735717193189926	0.728058993438887	0.728058993438887	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019921079785677	0.927369305607049	0.280024094358309	2	0	FALSE	0.948077	1.151877	0.231972	quantifiable
Notum	ENSMUSG00000042988.10	chr11	120653787	120661175	7388	0.020569561119312	0.0188234863572103	-0.00174607476210173	-0.150266635762708	0.560262194204569	FALSE	-0.00221686051938696	0.994607430794183	0.803705116456954	6	0	FALSE	FALSE	Unchanged	Neither	-0.547943776	3.58e-07	3.58e-07	1	1	TRUE	-0.00426226321955512	0.987051894855508	0.987051894855508	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.282661210005779	0.250627289621966	0.168682556770261	2	0	FALSE	3.036147	2.279402	-0.381551	quantifiable
Fam83b	ENSMUSG00000032358.12	chr9	76490053	76567116	77063	0.0150496030703798	0.0178460765485891	0.00279647347820932	0.0525211241483537	0.560436874971902	FALSE	-0.0337498047577538	0.895731899818246	0.816740703938265	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	-0.0393616304614215	0.870884381298868	0.870884381298868	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.168555001006912	0.42098044015935	0.322281683446213	2	0	FALSE	0.578795	0.556249	-0.041293	quantifiable
Cfd	ENSMUSG00000061780.6	chr10	79890852	79892655	1803	0.0169131377861547	0.0134677901019876	-0.00344534768416704	-0.378820656386824	0.560551580845358	FALSE	-0.0125099266308404	0.960549253834716	0.960549253834716	1	0	FALSE	FALSE	Unchanged	Neither	-0.273948618	0.081513571	0.081513571	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00582967070324296	0.978983228006478	0.978983228006478	1	0	FALSE	2.420277	2.299178	-0.06773	quantifiable
Ing1	ENSMUSG00000045969.8	chr8	11555570	11563251	7681	0.0148334656133415	0.0176734496292507	0.00283998401590925	0.156403552279193	0.560679736280816	FALSE	-0.0119869590132059	0.953936429018253	0.467728338688823	8	0	FALSE	FALSE	Unchanged	Neither	0.473337465	0.000378364	0.000378364	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.109708534151227	0.408157193612246	0.408157193612246	1	0	FALSE	0.0299280601009827	0.877388688628362	0.877388688628362	2	0	FALSE	2.604551	3.464691	0.383494	quantifiable
Rtn2	ENSMUSG00000030401.16	chr7	19282623	19296160	13537	0.0171814532195683	0.0180089313996246	0.000827478180056327	-0.120016694303914	0.560679736280816	FALSE	-0.017524101685127	0.941971634263124	0.836780907543213	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.111447003321081	0.546834541889436	0.32627424919667	3	0	FALSE	0.611278	0.868671	0.389067	quantifiable
Idnk	ENSMUSG00000050002.14	chr13	58157648	58164693	7045	0.013311921713062	0.0137132043333629	0.00040128262030089	-0.197224341263802	0.560970917679909	FALSE	-0.0359006228393964	0.859692965035264	0.826179461068452	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.232315266799391	0.138748573808902	0.138748573808902	1	0	FALSE	0.128390852364907	0.47259072981196	0.44126861119484	2	0	FALSE	0.773782	0.853647	0.111493	quantifiable
