gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Olfr523	ENSMUSG00000051051.7	chr7	140173216	140178758	5542	0.0293789515192253	0.026847116617877	-0.00253183490134828	-0.138791004014804	0.561937316112955	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm45208	ENSMUSG00000109493.1	chrX	7722244	7730530	8286	0.0106020328377689	0.0156331063091733	0.00503107347140437	0.244468828674833	0.562024770284074	FALSE	Hypermethylated	Active_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psmd7	ENSMUSG00000039067.5	chr8	107580380	107588464	8084	0.012615310252122	0.0158275310840858	0.00321222083196385	0.184275950111022	0.562048467142676	FALSE	Hypermethylated	Active_Promoter	Enhancer_Marked	0.128373035447859	0.502425832849003	3	0.388844735552329	0.0481624570484986	1	-0.0810743450426527	0.73158352335736	5	0.031471903	0.854631941	2
Hint3	ENSMUSG00000019791.12	chr10	30608140	30629632	21492	0.0137520255630852	0.0150596653647611	0.00130763980167594	-0.119892068849113	0.562094709582653	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.109088617241354	0.512026610826014	1	0.0365176872571719	0.820072431821789	1	NA	NA	NA	NA	NA	NA
Ercc3	ENSMUSG00000024382.13	chr18	32240299	32270151	29852	0.012596107514978	0.0142565907375411	0.0016604832225631	-0.0889931728468393	0.562118401597006	FALSE	Hypomethylated	Active_Promoter	Active	0.13674296140436	0.458424131154539	4	0.333543045797565	0.0517890994457115	2	NA	NA	NA	NA	NA	NA
Ppp1r15a	ENSMUSG00000040435.12	chr7	45522915	45526268	3353	0.014018702311712	0.020516775384233	0.00649807307252103	0.321781287325597	0.562146414841953	FALSE	Hypermethylated	Active_Promoter	Active	-0.0171452255873662	0.936047369115991	2	0.0327362674720732	0.827313478975892	1	NA	NA	NA	NA	NA	NA
Gsr	ENSMUSG00000031584.16	chr8	33652522	33698163	45641	0.0168719846684759	0.019059571800426	0.00218758713195004	-0.066592662252826	0.562242328534212	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0312511689077829	0.871117602382045	5	-0.164726235826421	0.284005733309376	2	NA	NA	NA	NA	NA	NA
Rab26	ENSMUSG00000079657.10	chr17	24527240	24534210	6970	0.0167800569150762	0.0171475792333923	0.000367522318316091	-0.157617058789055	0.562292164680935	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.284476572659933	0.106609644225334	2	NA	NA	NA	NA	NA	NA	-0.159402459	0.333742868	1
Abcf3	ENSMUSG00000003234.16	chr16	20548576	20561379	12803	0.0112556165688079	0.0129000592813067	0.00164444271249888	-0.139921758693684	0.562346649300561	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Echs1	ENSMUSG00000025465.13	chr7	140105709	140116476	10767	0.0128161705738768	0.0140092574016313	0.00119308682775452	-0.154795709677497	0.562346649300561	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0441911504120976	0.814601351113575	1	-0.00574483579200617	0.976183807968576	1	NA	NA	NA	NA	NA	NA
4930579F01Rik	ENSMUSG00000012042.9	chr3	138164077	138239663	75586	0.0144029020466855	0.0158520830071909	0.00144918096050538	-0.0569470788265704	0.562479732755639	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.160640363837447	0.354143415906167	1	NA	NA	NA	0.0858477040172464	0.752519904922296	1	0.140278284	0.393534971	2
Mat2a	ENSMUSG00000053907.10	chr6	72432798	72439558	6760	0.0115885943288712	0.0113164902327791	-0.000272104096092079	-0.23922677700336	0.562614375977559	FALSE	Hypomethylated	Active_Promoter	Active	0.206864050097632	0.267230945244367	2	0.0974428941410415	0.499175594767552	1	NA	NA	NA	NA	NA	NA
Rfk	ENSMUSG00000024712.9	chr19	17394042	17401349	7307	0.0177630828704843	0.0173977280234321	-0.000365354847052243	-0.171009719412454	0.562986669831372	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.0416346336571393	0.824835605690916	4	-0.0136782477723933	0.942376893611452	1	1.69427944263714	5.34156964075476e-09	2	0.770260142	3.57e-08	3
Gm8356	ENSMUSG00000090627.8	chr14	6528611	6537290	8679	0.0122788066315687	0.0097571567871544	-0.00252164984441434	-0.534002755992113	0.563017447266666	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mmp24	ENSMUSG00000027612.7	chr2	155775341	155818366	43025	0.0138357547564405	0.0153824856765601	0.00154673092011965	-0.0887075615504524	0.563017897286331	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.247495471395582	0.247338927128404	11	0.00162080889248407	0.992870529049163	15	NA	NA	NA	-0.140927612	0.32070976	1
Surf4	ENSMUSG00000014867.9	chr2	26920039	26933928	13889	0.0134012273050102	0.0131608832040685	-0.000240344100941719	-0.181135753231831	0.563042728146768	FALSE	Hypomethylated	Active_Promoter	Active	0.0208590751075058	0.918139905117505	3	-0.308815677584665	0.0962641852052166	1	NA	NA	NA	NA	NA	NA
9530077C05Rik	ENSMUSG00000036411.10	chr9	22411512	22444681	33169	0.0193108634094113	0.0224718189922717	0.0031609555828604	0.0660101058043289	0.563042728146768	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Krtap22-2	ENSMUSG00000095992.2	chr16	89010394	89010759	365	0.0206382361006587	0.0239639687043991	0.00332573260374043	-0.540537487347731	0.563099868548841	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr635	ENSMUSG00000094520.4	chr7	103971151	103987540	16389	0.0107126334419436	0.0130278187923446	0.002315185350401	-0.147902811508714	0.563099868548841	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm7324	ENSMUSG00000049235.8	chr14	43697827	43715378	17551	0.0122748423514976	0.0135681244362114	0.00129328208471382	-0.125210270943629	0.563099868548841	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Srp68	ENSMUSG00000020780.15	chr11	116245165	116274217	29052	0.0122324437479538	0.0133206216140209	0.00108817786606704	-0.0908314286114282	0.563099868548841	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0650239920428475	0.757896765738145	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pcna	ENSMUSG00000027342.14	chr2	132249161	132253314	4153	0.0134821876115942	0.01753135434986	0.00404916673826577	0.242869511354216	0.563204571404959	FALSE	Hypermethylated	Active_Promoter	Active	0.101556686796251	0.560550494001714	1	0.0704940342293708	0.639568579673042	1	NA	NA	NA	0.998086882	2.27e-15	1
Prame	ENSMUSG00000031411.11	chrX	135613001	135627705	14704	0.0122316460806085	0.0137067171372754	0.00147507105666682	-0.163857782174328	0.563204571404959	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stard10	ENSMUSG00000030688.15	chr7	101317085	101346626	29541	0.0211832217649127	0.0244235966117453	0.00324037484683262	0.0736342964003604	0.563239656493878	FALSE	Hypermethylated	Unmarked_Promoter	Active	0.208196755736209	0.307017061942303	12	-0.137524888290943	0.40836960438501	6	NA	NA	NA	0.182996773	0.166241418	3
Brd8dc	ENSMUSG00000049357.11	chr18	34579845	34597468	17623	0.0150931604400977	0.0159127934783829	0.000819633038285183	-0.128768997396599	0.563241099253417	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1445	ENSMUSG00000045126.2	chr19	12883854	12884855	1001	0.0191535344203481	0.0133893801565204	-0.00576415426382778	-0.500824571701735	0.563286790682239	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm28710	ENSMUSG00000109903.1	chr5	16791809	16882052	90243	0.0119934113827149	0.0145660759757311	0.0025726645930162	0.0590012083587337	0.563361335418126	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Jaml	ENSMUSG00000048534.7	chr9	45079182	45108534	29352	0.0210065360545713	0.0242341040403606	0.00322756798578928	0.0714715448769049	0.563404727794952	FALSE	Hypermethylated	Unmarked_Promoter	Active	0.138484617232241	0.455443888935716	2	0.0178978774940106	0.919393062575084	3	NA	NA	NA	NA	NA	NA
Rtl5	ENSMUSG00000049191.12	chrX	102066543	102071304	4761	0.0225950580779209	0.0192408465523492	-0.00335421152557172	-0.238827038946643	0.563675884197202	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.538019076281213	0.0287910292028215	3	NA	NA	NA	NA	NA	NA	-0.207260276	0.409650446	2
Zbtb5	ENSMUSG00000049657.9	chr4	44991241	45012412	21171	0.013480206224018	0.0143693066158647	0.000889100391846672	-0.0985295234583262	0.564055638952584	FALSE	Hypomethylated	Active_Promoter	Active	0.0218615689569972	0.916168643457485	1	0.14877923478816	0.294372009548151	1	NA	NA	NA	0.144564369	0.621066269	1
Gapdhs	ENSMUSG00000061099.12	chr7	30729774	30743681	13907	0.0153955160677582	0.0148431752773669	-0.000552340790391286	-0.13019547625073	0.564055638952584	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ffar3	ENSMUSG00000019429.7	chr7	30854329	30856178	1849	0.0135982712948889	0.0159434909085275	0.00234521961363854	-0.395375120346985	0.564313732948049	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	-0.0155463452246981	0.960535571575782	1	NA	NA	NA
Gja10	ENSMUSG00000051056.5	chr4	32596959	32602760	5801	0.0112970554490635	0.0154050088796889	0.00410795343062538	0.216166753622325	0.564335093920329	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	0.214512068169145	0.293616180487476	1	NA	NA	NA
Tmem269	ENSMUSG00000028642.7	chr4	119205054	119218217	13163	0.0145311930129732	0.0168782114459248	0.00234701843295165	0.127201014636678	0.564353793367239	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	-0.23724505359027	0.272010707510022	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clps	ENSMUSG00000024225.5	chr17	28558148	28560766	2618	0.0292872637216539	0.0269651476275875	-0.00232211609406643	-0.220907275176112	0.564353793367239	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Srp14	ENSMUSG00000009549.14	chr2	118475849	118479711	3862	0.0131997203260268	0.0126764315701466	-0.000523288755880187	-0.308199988522441	0.564432327884646	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.100074377125171	0.59565070188975	3	0.259076107982826	0.13682359586898	1	NA	NA	NA	0.11663581	0.450957197	2
Tnfrsf22	ENSMUSG00000010751.15	chr7	143634805	143649661	14856	0.0177235180749848	0.0188396209998406	0.00111610292485576	-0.114119709345273	0.564509025277883	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.143523396347185	0.575890667024621	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tmc3	ENSMUSG00000038540.14	chr7	83584926	83625614	40688	0.0244861843976243	0.0248465652638622	0.000360380866237822	-0.0560827635415995	0.564642185599712	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.0285062922188327	0.887608828800154	11	-0.45828733438463	0.019638454281661	2	0.887312803946873	7.39263310966169e-06	7	0.061527274	0.641687052	6
Adam26b	ENSMUSG00000063900.5	chr8	43519761	43528106	8345	0.0104727309429099	0.0123086130689694	0.00183588212605948	-0.200148263788688	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ntpcr	ENSMUSG00000031851.14	chr8	125729962	125748235	18273	0.022275571682752	0.0235030135434893	0.00122744186073729	-0.08629656493114	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0770591929116121	0.659525041080781	1	-0.0723119038268211	0.704548264179122	1	NA	NA	NA	-0.023275739	0.898015737	1
Trim8	ENSMUSG00000025034.9	chr19	46501701	46516848	15147	0.0182032018966405	0.0185587410123301	0.00035553911568962	-0.112200508123092	0.56505650778211	FALSE	Hypomethylated	Active_Promoter	Active	0.169777207447111	0.317612403637996	8	0.0536455770412222	0.713042414959667	2	NA	NA	NA	0.252664524	0.086209855	1
Gramd1a	ENSMUSG00000001248.15	chr7	31130126	31155896	25770	0.0159383771952828	0.0170296755476152	0.0010912983523324	-0.0880343236656117	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.292902737802273	0.143794953380832	5	-0.0851635151820082	0.583924009086358	2	NA	NA	NA	NA	NA	NA
Zfp938	ENSMUSG00000062931.15	chr10	82224849	82241280	16431	0.0131880328473545	0.0135313284479385	0.000343295600583996	-0.134133049763215	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.114968319088984	0.569603633854367	2	0.243642949194303	0.19430457407683	2	NA	NA	NA	NA	NA	NA
Apoa2	ENSMUSG00000005681.12	chr1	171225053	171226379	1326	0.0203705095477285	0.0153021480690077	-0.00506836147872083	-0.420523687252958	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Morf4l2	ENSMUSG00000031422.16	chrX	136732941	136743690	10749	0.0118529115405009	0.0142364547159193	0.00238354317541845	-0.205838622204029	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0286171652110223	0.884863119075637	2	0.1341080212909	0.396515642358651	1	NA	NA	NA	NA	NA	NA
Mup12	ENSMUSG00000094793.1	chr4	60737382	60741326	3944	0.0127826015404308	0.00765078924862032	-0.00513181229181047	-0.734428470932511	0.56505650778211	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Klhl33	ENSMUSG00000090799.2	chr14	50888581	50897507	8926	0.0173123178005119	0.0226127830507648	0.00530046525025291	0.133151069065567	0.56505650778211	FALSE	Hypermethylated	Active_Promoter	Active	0.103975624561663	0.576196287584329	3	-0.00924082357560136	0.959357828424863	2	NA	NA	NA	0.592562889	0.000124687	1
Gm42742	ENSMUSG00000107068.1	chr7	127015050	127021097	6047	0.0198450875679044	0.0197896255559355	-5.54620119688105e-05	-0.190859269763712	0.565131366643808	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1467	ENSMUSG00000049015.3	chr19	13362235	13368054	5819	0.0116405085860439	0.0113518797179952	-0.000288628868048712	-0.253680484381564	0.565156842098025	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr73	ENSMUSG00000075140.4	chr2	88032287	88037699	5412	0.00907549163242439	0.0139233751604186	0.00484788352799416	0.261120636190976	0.565156842098025	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cypt3	ENSMUSG00000048573.9	chrX	153558592	153559429	837	0.0170681163816166	0.0184740328105096	0.00140591642889299	-0.548503940988596	0.565156842098025	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Slc10a6	ENSMUSG00000029321.1	chr5	103605710	103629403	23693	0.0227828400430227	0.0232974147543363	0.000514574711313633	-0.0753767502680964	0.565230328770285	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.240908415612008	0.35664488862684	4	NA	NA	NA	0.284774739731714	0.160966374619157	1	0.291355674	0.010239726	1
Pilrb1	ENSMUSG00000066684.10	chr5	137852146	137858106	5960	0.0123018159904458	0.0128182355257975	0.000516419535351736	-0.239397602987326	0.565476475066707	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1340	ENSMUSG00000070821.6	chr4	118720137	118729395	9258	0.0152947156002622	0.0169507154958126	0.00165599989555035	-0.188265104876405	0.565633958619883	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fibp	ENSMUSG00000024911.7	chr19	5460614	5465051	4437	0.010690194847151	0.0161290595884502	0.00543886474129919	0.227635389084339	0.565648318303339	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	-0.16583733374272	0.399501055536177	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdc16	ENSMUSG00000038416.15	chr8	13757675	13781938	24263	0.0115514707167135	0.0133557375830734	0.00180426686635988	-0.107463255935205	0.565648318303339	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.1527189978354	0.364110941166514	2	0.0287619434190354	0.850862604920993	1	NA	NA	NA	NA	NA	NA
Timd4	ENSMUSG00000055546.6	chr11	46810799	46844332	33533	0.0131388788277296	0.0144841903695166	0.00134531154178702	-0.0849700524198671	0.565661187027684	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.254980984543233	0.269275449895117	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ndufs3	ENSMUSG00000005510.9	chr2	90894633	90904827	10194	0.012536661307581	0.0127464998084403	0.000209838500859306	-0.171631229695517	0.565661187027684	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	0.199109867616477	0.153674573881573	1	NA	NA	NA	NA	NA	NA
Zfp444	ENSMUSG00000044876.15	chr7	6172225	6193811	21586	0.0155803503592946	0.0164487925188371	0.000868442159542505	-0.101061471960974	0.565871705616405	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.0876586165772175	0.612393746564049	4	0.0982179318826712	0.525260142060135	3	NA	NA	NA	-0.44017436	0.010366439	1
Ankrd37	ENSMUSG00000050914.16	chr8	45996901	46005707	8806	0.0208495805521178	0.0210649710750698	0.000215390522951976	-0.139422262874655	0.565877118458445	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.028656142534212	0.885519595195637	1	0.00425204779207327	0.980644307524975	1	NA	NA	NA	NA	NA	NA
Tyw3	ENSMUSG00000047583.9	chr3	154576430	154597104	20674	0.0124054300497379	0.0134086419665134	0.00100321191677556	-0.115359613568689	0.566017593989186	FALSE	Hypomethylated	Active_Promoter	Active	-0.127523290808699	0.627682838680354	3	NA	NA	NA	-0.160565880722151	0.469830796773659	4	0.309134928	0.023646335	4
Olfr332	ENSMUSG00000050813.7	chr11	58487949	58492555	4606	0.0119622186835979	0.011391138156773	-0.00057108052682486	-0.256480379566737	0.566017593989186	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr1413	ENSMUSG00000058904.3	chr1	92571321	92574397	3076	0.0107595621235487	0.0103225334068027	-0.000437028716746016	-0.320407305945788	0.566017593989186	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm28729	ENSMUSG00000099564.2	chr9	96486000	96525264	39264	0.0188991629750389	0.0201627835260896	0.00126362055105071	-0.0655392789516773	0.566159927778756	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.0284175455713405	0.905690764533317	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ripply3	ENSMUSG00000022941.8	chr16	94328419	94336935	8516	0.0407149602611936	0.0386241132978142	-0.00209084696337941	-0.101793565857315	0.566159927778756	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.292231973928634	0.236434323957216	2	NA	NA	NA	0.235138966329642	0.184595794028397	1	0.091790429	0.468323223	1
Gm49354	ENSMUSG00000114763.1	chr13	59758934	59782245	23311	0.0131660389767399	0.015019009913429	0.00185297093668914	-0.0962377370395344	0.566159927778756	FALSE	Hypomethylated	Unmarked_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hamp2	ENSMUSG00000056978.8	chr7	30922371	30924681	2310	0.016990076060285	0.0156366471650553	-0.00135342889522969	-0.305756077639291	0.566159927778756	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ube2q2	ENSMUSG00000032307.16	chr9	55148853	55207529	58676	0.0141776319442142	0.0157655521460247	0.0015879202018105	-0.0642898243911742	0.566159927778756	FALSE	Hypomethylated	Unmarked_Promoter	Active	-0.119080219281902	0.586339298349284	4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nxph2	ENSMUSG00000069132.3	chr2	23321245	23401973	80728	0.0120296555530842	0.0138839936026328	0.00185433804954865	-0.0627225371731896	0.566159927778756	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	-0.579418844083147	0.00174289859620588	1	NA	NA	NA
Moap1	ENSMUSG00000096458.7	chr12	102742229	102743661	1432	0.00994871005017989	0.0154648476700034	0.00551613761982351	0.4398009128031	0.566159927778756	FALSE	Hypermethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acsm3	ENSMUSG00000030935.15	chr7	119760922	119787513	26591	0.0128397178532475	0.0136622106369179	0.000822492783670451	-0.122098618469855	0.566159927778756	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rbsn	ENSMUSG00000014550.14	chr6	92186711	92214925	28214	0.0126570062214035	0.013215737987545	0.000558731766141504	-0.0903837582491561	0.566159927778756	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.0347377888406373	0.863547354243705	1	0.253787098713867	0.146111361615052	1	-0.356411784106019	0.0466611027698448	1	NA	NA	NA
Fam210a	ENSMUSG00000038121.6	chr18	68260186	68300333	40147	0.0159129983386191	0.0175567169951251	0.00164371865650603	-0.0773322676036779	0.566162913262127	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.0737953413911783	0.686486537513628	1	0.0565759638324437	0.733288048641259	1	NA	NA	NA	NA	NA	NA
Shisal2a	ENSMUSG00000059816.5	chr4	108367776	108383349	15573	0.0242354892838294	0.0270899462846535	0.00285445700082407	0.0868730201284395	0.566243619219278	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	0.133773978895974	0.585402331735437	2	NA	NA	NA	0.211716249505801	0.34134851209999	1	0.431853669	0.003609669	1
Cuta	ENSMUSG00000024194.16	chr17	26933818	26939569	5751	0.0144223396842819	0.0171155099209289	0.00269317023664693	-0.224375311992788	0.566271504260528	FALSE	Hypomethylated	Active_Promoter	Active	0.0201113885448977	0.928373698976508	1	0.0176001430909119	0.901628560934559	1	NA	NA	NA	NA	NA	NA
Vmn1r41	ENSMUSG00000094586.4	chr6	89740765	89747645	6880	0.0103904101098691	0.0120218941065671	0.001631483996698	0.236937010723886	0.566441667711243	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm3636	ENSMUSG00000091754.8	chr14	6735684	6742332	6648	0.0119256467124461	0.0101032997279788	-0.00182234698446733	-0.42012334075454	0.566585636712252	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.198315433790298	0.443065612485308	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
