gene_name	chr	is_synapse_and_mecp2_up	in_k119ub_top_decile
Ifitm3	chr7	FALSE	FALSE
Tusc1	chr4	FALSE	FALSE
Tspan18	chr2	FALSE	FALSE
Fra10ac1	chr19	FALSE	TRUE
Saa1	chr7	FALSE	FALSE
2700062C07Rik	chr18	FALSE	FALSE
Drd5	chr5	FALSE	FALSE
Gper1	chr5	FALSE	FALSE
Dmrta2	chr4	FALSE	FALSE
Mid1	chrX	FALSE	FALSE
Rpusd2	chr2	FALSE	TRUE
Ltbr	chr6	FALSE	FALSE
Cmtr1	chr17	FALSE	FALSE
Wrap73	chr4	FALSE	FALSE
Tmem196	chr12	FALSE	FALSE
Tmtc2	chr10	FALSE	FALSE
Crh	chr3	FALSE	FALSE
Hsd3b7	chr7	FALSE	FALSE
Chd3	chr11	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
Slc29a1	chr17	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Gm572	chr4	FALSE	FALSE
Wfdc2	chr2	FALSE	FALSE
Hoxb8	chr11	FALSE	FALSE
Barhl2	chr5	TRUE	FALSE
Spag1	chr15	FALSE	FALSE
Cic	chr7	FALSE	FALSE
Trpv6	chr6	FALSE	FALSE
Rims2	chr15	FALSE	FALSE
Nab1	chr1	TRUE	TRUE
Tnfaip8l1	chr17	FALSE	FALSE
Il20ra	chr10	FALSE	FALSE
Erich3	chr3	FALSE	TRUE
Rpl15	chr14	FALSE	FALSE
Ccng2	chr5	FALSE	FALSE
Cd24a	chr10	FALSE	FALSE
Ptch1	chr13	FALSE	FALSE
Rnf225	chr7	FALSE	FALSE
Nell1	chr7	FALSE	FALSE
Snai3	chr8	FALSE	FALSE
Zbtb7b	chr3	FALSE	FALSE
Fgf18	chr11	FALSE	FALSE
Rwdd4a	chr8	FALSE	FALSE
Wdr5	chr2	FALSE	FALSE
Foxred2	chr15	FALSE	FALSE
Nek2	chr1	FALSE	TRUE
Tomm20l	chr12	FALSE	FALSE
Kank2	chr9	FALSE	FALSE
B4galt6	chr18	FALSE	FALSE
Nrep	chr18	TRUE	FALSE
Alox15	chr11	FALSE	FALSE
Atxn7l3b	chr10	FALSE	TRUE
Khk	chr5	FALSE	FALSE
Sspn	chr6	FALSE	FALSE
Rgl3	chr9	FALSE	FALSE
Khdc1b	chr1	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Hnrnpc	chr14	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Plekhs1	chr19	FALSE	TRUE
Rgs22	chr15	FALSE	FALSE
Nkx2-5	chr17	FALSE	FALSE
Gmfb	chr14	FALSE	TRUE
Pard3	chr8	FALSE	FALSE
Spice1	chr16	FALSE	TRUE
Csmd1	chr8	FALSE	FALSE
Cilp2	chr8	FALSE	FALSE
Bcl2l14	chr6	FALSE	FALSE
H2al2a	chr2	FALSE	FALSE
Cycs	chr6	FALSE	FALSE
Cmtm5	chr14	FALSE	FALSE
A130010J15Rik	chr1	FALSE	TRUE
Speer4f1	chr5	FALSE	TRUE
9330182O14Rik	chr15	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Ascl2	chr7	FALSE	FALSE
Spns2	chr11	FALSE	FALSE
Prok1	chr3	FALSE	FALSE
Oma1	chr4	FALSE	FALSE
Sec61a1	chr6	FALSE	FALSE
Slc25a44	chr3	FALSE	FALSE
Pdlim4	chr11	FALSE	FALSE
Rell2	chr18	FALSE	FALSE
Fam210b	chr2	FALSE	FALSE
Xkr5	chr8	FALSE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Foxb1	chr9	FALSE	FALSE
Rbm24	chr13	FALSE	FALSE
Ptn	chr6	FALSE	FALSE
Bmp1	chr14	FALSE	FALSE
Rnf5	chr17	FALSE	FALSE
Synpr	chr14	TRUE	FALSE
Tcea1	chr1	FALSE	FALSE
Rgs2	chr1	FALSE	FALSE
D16Ertd472e	chr16	FALSE	FALSE
Paxbp1	chr16	FALSE	FALSE
Cldn22	chr8	FALSE	FALSE
Col12a1	chr9	FALSE	FALSE
Irx3	chr8	FALSE	FALSE
Galr2	chr11	FALSE	FALSE
Dsc3	chr18	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Las1l	chrX	FALSE	FALSE
Tigd5	chr15	FALSE	FALSE
Htr1a	chr13	FALSE	FALSE
Nrtn	chr17	FALSE	FALSE
Krr1	chr10	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Sparcl1	chr5	FALSE	FALSE
Mdh1	chr11	FALSE	FALSE
Cep72	chr13	FALSE	FALSE
Actg1	chr11	FALSE	FALSE
Ttc7	chr17	FALSE	FALSE
Ube2q1	chr3	FALSE	FALSE
Spata16	chr3	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Gnai1	chr5	FALSE	TRUE
Ints10	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Cited2	chr10	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Pabpc5	chrX	FALSE	FALSE
Tmem50b	chr16	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Astn1	chr1	FALSE	FALSE
Tgm3	chr2	FALSE	TRUE
Tcte2	chr17	FALSE	FALSE
Ccr10	chr11	FALSE	FALSE
Sh2d4b	chr14	FALSE	FALSE
Bdh1	chr16	FALSE	FALSE
Dbt	chr3	FALSE	TRUE
Zscan12	chr13	FALSE	TRUE
Calhm5	chr10	FALSE	TRUE
Dmrtc1b	chrX	FALSE	FALSE
Il15	chr8	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Tmem121	chr12	FALSE	FALSE
1600014C23Rik	chr17	FALSE	FALSE
Syncrip	chr9	FALSE	TRUE
Tgds	chr14	FALSE	TRUE
Nab2	chr10	FALSE	FALSE
Drp2	chrX	FALSE	FALSE
C4b	chr17	FALSE	FALSE
Tpt1	chr14	FALSE	FALSE
Phf7	chr14	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Mboat1	chr13	FALSE	FALSE
Arl14ep	chr2	FALSE	FALSE
Agtr1b	chr3	FALSE	FALSE
Crot	chr5	FALSE	FALSE
Rbp1	chr9	FALSE	FALSE
Ggn	chr7	FALSE	FALSE
Pusl1	chr4	FALSE	FALSE
Kcns3	chr12	FALSE	FALSE
Pmepa1	chr2	FALSE	FALSE
AU015836	chrX	FALSE	FALSE
Ace3	chr11	FALSE	FALSE
Spef1l	chr7	FALSE	FALSE
Hyal3	chr9	FALSE	FALSE
Nkpd1	chr7	FALSE	FALSE
Sox12	chr2	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Jkamp	chr12	FALSE	FALSE
Six3	chr17	FALSE	FALSE
Amot	chrX	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Trmt1	chr8	FALSE	FALSE
Cblb	chr16	FALSE	TRUE
Coq8a	chr1	FALSE	FALSE
Gpd1	chr15	FALSE	FALSE
Tdrkh	chr3	FALSE	FALSE
Apela	chr8	FALSE	FALSE
Ctxn1	chr8	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Tmem42	chr9	FALSE	TRUE
Gpihbp1	chr15	FALSE	FALSE
Zdhhc8	chr16	FALSE	FALSE
Fgf11	chr11	FALSE	FALSE
Hoxb6	chr11	FALSE	FALSE
Vsig10l	chr7	FALSE	FALSE
Jph3	chr8	FALSE	FALSE
Bpifb2	chr2	FALSE	FALSE
Tpk1	chr6	FALSE	FALSE
C1qtnf5	chr9	FALSE	FALSE
Cyb5r1	chr1	FALSE	FALSE
Zhx1	chr15	FALSE	FALSE
Gata6	chr18	FALSE	FALSE
Ift27	chr15	FALSE	FALSE
Misp3	chr8	FALSE	FALSE
Lhfpl2	chr13	FALSE	FALSE
Sncb	chr13	FALSE	FALSE
Mfsd4b1	chr10	FALSE	FALSE
Six1	chr12	FALSE	FALSE
Rbm46	chr3	FALSE	TRUE
Cstb	chr10	FALSE	FALSE
Pofut2	chr10	FALSE	FALSE
Hoxc11	chr15	FALSE	FALSE
Epha8	chr4	FALSE	FALSE
Gpr165	chrX	FALSE	FALSE
Sgcd	chr11	FALSE	FALSE
Rgs9bp	chr7	FALSE	FALSE
Ms4a10	chr19	FALSE	FALSE
Sde2	chr1	FALSE	TRUE
Npy5r	chr8	FALSE	FALSE
Skor1	chr9	FALSE	FALSE
Akap1	chr11	FALSE	FALSE
Gstt3	chr10	FALSE	FALSE
Serping1	chr2	FALSE	FALSE
Oprm1	chr10	TRUE	FALSE
Rnf7	chr9	FALSE	FALSE
Slitrk4	chrX	FALSE	TRUE
Dhdh	chr7	FALSE	FALSE
Gdf1	chr8	FALSE	FALSE
Slc38a8	chr8	FALSE	FALSE
Clta	chr4	FALSE	FALSE
Mboat4	chr8	FALSE	FALSE
Pln	chr10	FALSE	FALSE
Esx1	chrX	FALSE	FALSE
Cdhr1	chr14	FALSE	FALSE
Kcnj2	chr11	FALSE	FALSE
Cox7b2	chr5	FALSE	FALSE
Ddx20	chr3	FALSE	FALSE
Gen1	chr12	FALSE	TRUE
Msn	chrX	FALSE	FALSE
Prdm9	chr17	FALSE	TRUE
Stx6	chr1	FALSE	FALSE
Echdc3	chr2	FALSE	TRUE
Ripk4	chr16	FALSE	FALSE
Rasd1	chr11	FALSE	FALSE
Gbx2	chr1	FALSE	FALSE
B2m	chr2	FALSE	FALSE
Sox18	chr2	FALSE	FALSE
St6galnac5	chr3	FALSE	FALSE
Slc9a5	chr8	FALSE	FALSE
Cib2	chr9	FALSE	FALSE
Catsperg1	chr7	FALSE	FALSE
Dll1	chr17	FALSE	FALSE
Pcdh20	chr14	FALSE	FALSE
Slc9a8	chr2	FALSE	FALSE
Slc14a2	chr18	FALSE	FALSE
Rfx4	chr10	FALSE	FALSE
Chchd4	chr6	FALSE	FALSE
Slc35f5	chr1	FALSE	FALSE
Cdk5r1	chr11	FALSE	FALSE
Shisa8	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Wee1	chr7	FALSE	FALSE
Cks2	chr13	FALSE	TRUE
Irs3	chr5	FALSE	FALSE
Abhd16b	chr2	FALSE	FALSE
Gm525	chr11	FALSE	FALSE
Klf5	chr14	FALSE	FALSE
Rpl34	chr3	FALSE	FALSE
Cdh26	chr2	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Svip	chr7	FALSE	FALSE
Lrp4	chr2	FALSE	FALSE
Lbp	chr2	FALSE	FALSE
Ccnh	chr13	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Pigz	chr16	FALSE	FALSE
Cdkn2c	chr4	FALSE	TRUE
Card19	chr13	FALSE	FALSE
Serpinb9	chr13	FALSE	FALSE
Gykl1	chr18	FALSE	TRUE
Rbm15	chr3	FALSE	FALSE
Col6a4	chr9	FALSE	FALSE
Reep2	chr18	FALSE	FALSE
Accsl	chr2	FALSE	FALSE
H2az1	chr3	FALSE	FALSE
Abra	chr15	FALSE	TRUE
Tcf21	chr10	FALSE	FALSE
Zfp641	chr15	FALSE	FALSE
Smim1	chr4	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Ccdc190	chr1	FALSE	FALSE
B3gnt9	chr8	FALSE	FALSE
Nkapl	chr13	FALSE	TRUE
Gpatch2	chr1	FALSE	FALSE
Dach2	chrX	FALSE	FALSE
Stmn1	chr4	FALSE	FALSE
Mrpl41	chr2	FALSE	FALSE
Aard	chr15	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Ganc	chr2	FALSE	TRUE
Pth2r	chr1	FALSE	FALSE
Lmod2	chr6	FALSE	FALSE
Sema3c	chr5	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Tada2b	chr5	FALSE	FALSE
Hes5	chr4	FALSE	FALSE
Igfbp6	chr15	FALSE	FALSE
Usp43	chr11	FALSE	FALSE
Vstm4	chr14	FALSE	FALSE
Sct	chr7	FALSE	FALSE
Gata2	chr6	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Pon3	chr6	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE
Oxct2a	chr4	FALSE	FALSE
Flvcr1	chr1	FALSE	FALSE
Klf10	chr15	FALSE	FALSE
Scd2	chr19	FALSE	FALSE
Dcun1d1	chr3	FALSE	TRUE
Nkx2-9	chr12	FALSE	FALSE
Slamf8	chr1	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Commd7	chr2	FALSE	FALSE
Oxtr	chr6	FALSE	FALSE
H13	chr2	FALSE	FALSE
Nradd	chr9	FALSE	FALSE
Spats2l	chr1	FALSE	FALSE
Edf1	chr2	FALSE	FALSE
Galr3	chr15	FALSE	FALSE
Col18a1	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Il22ra1	chr4	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Eno1b	chr18	FALSE	TRUE
Mmp28	chr11	FALSE	FALSE
F2rl2	chr13	FALSE	FALSE
Slc17a7	chr7	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Uncx	chr5	FALSE	FALSE
Lhb	chr7	FALSE	FALSE
Aifm3	chr16	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Ywhah	chr5	FALSE	FALSE
Scel	chr14	FALSE	FALSE
Map3k1	chr13	FALSE	FALSE
Slc6a1	chr6	FALSE	FALSE
4930578I06Rik	chr14	FALSE	FALSE
Fgf10	chr13	FALSE	FALSE
Car7	chr8	FALSE	TRUE
Phospho1	chr11	FALSE	FALSE
1700034E13Rik	chr18	FALSE	TRUE
Znrf4	chr17	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
Cdnf	chr2	FALSE	FALSE
Adcyap1	chr17	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Ache	chr5	FALSE	FALSE
Rbpms	chr8	FALSE	FALSE
Adamtsl2	chr2	FALSE	FALSE
Aacs	chr5	FALSE	FALSE
Crisp4	chr1	FALSE	TRUE
Pou4f1	chr14	FALSE	FALSE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Fbxo15	chr18	FALSE	TRUE
Ncam2	chr16	FALSE	FALSE
Magee2	chrX	FALSE	FALSE
Fndc3c1	chrX	FALSE	FALSE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	FALSE	TRUE
Pcbd1	chr10	FALSE	FALSE
Slc27a2	chr2	FALSE	FALSE
Ndufa4l2	chr10	FALSE	FALSE
Chchd10	chr10	FALSE	FALSE
Krba1	chr6	FALSE	TRUE
Cggbp1	chr16	FALSE	FALSE
Grp	chr18	FALSE	FALSE
Itpripl2	chr7	FALSE	FALSE
Ddx25	chr9	FALSE	FALSE
Pdha1	chrX	FALSE	FALSE
Zbp1	chr2	FALSE	FALSE
Slc22a15	chr3	FALSE	FALSE
Orm3	chr4	FALSE	FALSE
Asb17	chr3	FALSE	FALSE
Samd7	chr3	FALSE	FALSE
Agl	chr3	FALSE	FALSE
Fhod1	chr8	FALSE	FALSE
1700031L13Rik	chr5	FALSE	FALSE
Smox	chr2	FALSE	FALSE
Ccdc116	chr16	FALSE	FALSE
Ripply1	chrX	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
1810037I17Rik	chr3	FALSE	TRUE
Ttpa	chr4	FALSE	FALSE
Rep15	chr6	FALSE	TRUE
Hoxd8	chr2	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Sftpb	chr6	FALSE	FALSE
Layn	chr9	FALSE	FALSE
Ppp1r9b	chr11	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Tmc1	chr19	FALSE	FALSE
Slc7a3	chrX	FALSE	FALSE
Taar7f	chr10	FALSE	FALSE
Gucy2g	chr19	FALSE	FALSE
Bambi	chr18	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Tob2	chr15	FALSE	FALSE
Stxbp6	chr12	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Htr5a	chr5	FALSE	FALSE
Qpct	chr17	FALSE	FALSE
Idi1	chr13	FALSE	TRUE
Fgf17	chr14	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Homez	chr14	FALSE	FALSE
2310057J18Rik	chr10	FALSE	FALSE
Fdft1	chr14	FALSE	FALSE
Osgin2	chr4	FALSE	TRUE
Reg3b	chr6	FALSE	FALSE
Sh3bp1	chr15	FALSE	FALSE
Tmem74b	chr2	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Meltf	chr16	FALSE	FALSE
Ddhd2	chr8	FALSE	FALSE
Gm13420	chr2	FALSE	FALSE
Tob1	chr11	FALSE	FALSE
Gcsh	chr8	FALSE	FALSE
Tm4sf20	chr1	FALSE	FALSE
Fgf3	chr7	FALSE	FALSE
Pnpla5	chr15	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Bcl6b	chr11	FALSE	FALSE
Cntnap1	chr11	FALSE	FALSE
4930544D05Rik	chr11	FALSE	FALSE
Gdf11	chr10	FALSE	FALSE
Sh2d7	chr9	FALSE	FALSE
Sstr4	chr2	FALSE	FALSE
Ppm1l	chr3	FALSE	FALSE
Ddo	chr10	FALSE	FALSE
Tmem33	chr5	FALSE	TRUE
Tex36	chr7	FALSE	FALSE
Psmb8	chr17	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Gpt	chr15	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Thnsl2	chr6	FALSE	FALSE
Aph1c	chr9	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Nelfa	chr5	FALSE	FALSE
Pnck	chrX	FALSE	FALSE
Zc2hc1c	chr12	FALSE	FALSE
Stat2	chr10	FALSE	FALSE
Cntrob	chr11	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Cfap206	chr4	FALSE	FALSE
Gadd45g	chr13	FALSE	FALSE
Ptprd	chr4	FALSE	FALSE
Pcgf1	chr6	FALSE	FALSE
Numb	chr12	FALSE	FALSE
Abhd4	chr14	FALSE	FALSE
Fes	chr7	FALSE	FALSE
Enkd1	chr8	FALSE	TRUE
Micu1	chr10	FALSE	FALSE
Morn4	chr19	FALSE	FALSE
Ccn1	chr3	FALSE	FALSE
Mutyh	chr4	FALSE	FALSE
Serpina11	chr12	FALSE	FALSE
Acaa1a	chr9	FALSE	FALSE
Aprt	chr8	FALSE	FALSE
Mfsd1	chr3	FALSE	FALSE
Fam243	chr16	FALSE	FALSE
Dnaaf2	chr12	FALSE	TRUE
Sh3glb1	chr3	FALSE	TRUE
Rwdd2a	chr9	FALSE	FALSE
Elmod3	chr6	FALSE	TRUE
Slc52a3	chr2	FALSE	FALSE
Spry4	chr18	FALSE	FALSE
Znrf3	chr11	FALSE	FALSE
Terf2ip	chr8	FALSE	FALSE
Eno1	chr4	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Ccdc182	chr11	FALSE	FALSE
Fam110a	chr2	FALSE	FALSE
Tmem184c	chr8	FALSE	TRUE
Adh5	chr3	FALSE	FALSE
Klf4	chr4	FALSE	FALSE
St8sia2	chr7	TRUE	FALSE
Insm2	chr12	FALSE	FALSE
Dusp14	chr11	FALSE	FALSE
Abca3	chr17	FALSE	FALSE
Rln1	chr19	FALSE	FALSE
Vsig8	chr1	FALSE	FALSE
Uchl1	chr5	FALSE	FALSE
Cldn4	chr5	FALSE	FALSE
Riox1	chr12	FALSE	FALSE
Hebp2	chr10	FALSE	FALSE
Etl4	chr2	FALSE	FALSE
Car9	chr4	FALSE	FALSE
Dipk1b	chr2	FALSE	FALSE
Dgkq	chr5	FALSE	FALSE
Tlx2	chr6	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Ppp1r1a	chr15	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Gde1	chr7	FALSE	FALSE
Taar6	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Mlf1	chr3	FALSE	FALSE
Trp53i11	chr2	FALSE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Capg	chr6	FALSE	FALSE
Urad	chr5	FALSE	FALSE
Lsm11	chr11	FALSE	FALSE
Akr1b8	chr6	FALSE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Plod2	chr9	FALSE	FALSE
Ninj1	chr13	FALSE	FALSE
Itga3	chr11	FALSE	FALSE
Commd8	chr5	FALSE	FALSE
Tmem240	chr4	FALSE	FALSE
Vax1	chr19	FALSE	FALSE
Amer3	chr1	FALSE	FALSE
Pdha2	chr3	FALSE	FALSE
Cebpa	chr7	FALSE	FALSE
Six2	chr17	FALSE	FALSE
Atad1	chr19	FALSE	TRUE
Sf3b5	chr10	FALSE	TRUE
Rai2	chrX	FALSE	FALSE
Ppp1r37	chr7	FALSE	FALSE
Nono	chrX	FALSE	FALSE
Lcn8	chr2	FALSE	FALSE
Xdh	chr17	FALSE	FALSE
Sytl2	chr7	FALSE	FALSE
Muc1	chr3	FALSE	FALSE
Wnt8b	chr19	FALSE	FALSE
Rhpn1	chr15	FALSE	FALSE
Ahnak	chr19	FALSE	FALSE
Meox2	chr12	FALSE	FALSE
Pigc	chr1	FALSE	FALSE
Cntn3	chr6	FALSE	FALSE
Cped1	chr6	FALSE	FALSE
Adamts5	chr16	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Tulp1	chr17	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Extl2	chr3	FALSE	TRUE
Edn1	chr13	FALSE	FALSE
Siae	chr9	FALSE	FALSE
Trib1	chr15	FALSE	FALSE
Twist1	chr12	FALSE	FALSE
Acot2	chr12	FALSE	FALSE
Ebf1	chr11	FALSE	FALSE
Csrp2	chr10	FALSE	FALSE
Eid1	chr2	FALSE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ndufs2	chr1	FALSE	TRUE
Spr	chr6	FALSE	FALSE
Sptbn2	chr19	FALSE	FALSE
Gdf2	chr14	FALSE	FALSE
Tmem229a	chr6	FALSE	FALSE
Nagpa	chr16	FALSE	FALSE
Fyb2	chr4	FALSE	FALSE
Syf2	chr4	FALSE	FALSE
Cited4	chr4	FALSE	FALSE
Pip5k1c	chr10	FALSE	FALSE
Thpo	chr16	FALSE	FALSE
Lrrc7	chr3	FALSE	FALSE
H2-DMa	chr17	FALSE	FALSE
Mmd	chr11	FALSE	FALSE
Gstm6	chr3	FALSE	FALSE
Arhgef2	chr3	FALSE	FALSE
Ppip5k1	chr2	FALSE	FALSE
Pdcl3	chr1	FALSE	FALSE
Aanat	chr11	FALSE	FALSE
Tchh	chr3	FALSE	FALSE
Gba2	chr4	FALSE	FALSE
Ctsg	chr14	FALSE	FALSE
Foxa2	chr2	FALSE	FALSE
Cdc25b	chr2	FALSE	TRUE
Gm1979	chr5	FALSE	FALSE
Crhbp	chr13	FALSE	FALSE
Xpa	chr4	FALSE	FALSE
Bend5	chr4	FALSE	FALSE
Pnrc1	chr4	FALSE	FALSE
Cplx2	chr13	FALSE	FALSE
Bcl6	chr16	FALSE	FALSE
Junb	chr8	FALSE	FALSE
Map3k8	chr18	FALSE	TRUE
Fastk	chr5	FALSE	TRUE
1110032F04Rik	chr3	FALSE	FALSE
Lrrc26	chr2	FALSE	FALSE
Zdhhc22	chr12	FALSE	FALSE
Erfe	chr1	FALSE	FALSE
G6pc2	chr2	FALSE	FALSE
Barx1	chr13	FALSE	FALSE
B3gat2	chr1	FALSE	FALSE
Tnks	chr8	FALSE	FALSE
Tuba4a	chr1	FALSE	FALSE
Gchfr	chr2	FALSE	FALSE
Ufm1	chr3	FALSE	TRUE
Hoxa2	chr6	FALSE	FALSE
Mt3	chr8	FALSE	FALSE
Snapc2	chr8	FALSE	FALSE
Arl6ip5	chr6	FALSE	TRUE
1500009L16Rik	chr10	FALSE	FALSE
Mrgprf	chr7	FALSE	FALSE
Shmt2	chr10	FALSE	FALSE
Ccna2	chr3	FALSE	FALSE
Ces1f	chr8	FALSE	FALSE
Ssu2	chr6	FALSE	FALSE
Aldoc	chr11	FALSE	FALSE
Ccdc71l	chr12	FALSE	FALSE
Fbxo5	chr10	FALSE	FALSE
Hspa4l	chr3	FALSE	TRUE
Calml3	chr13	FALSE	FALSE
Rbm43	chr2	FALSE	FALSE
Slpi	chr2	FALSE	FALSE
Vmn1r40	chr6	FALSE	FALSE
Mc3r	chr2	FALSE	FALSE
Prmt2	chr10	FALSE	TRUE
Fzd5	chr1	FALSE	FALSE
Cdkn2b	chr4	FALSE	FALSE
Slc6a19	chr13	FALSE	FALSE
Foxe1	chr4	FALSE	FALSE
Lrfn4	chr19	FALSE	FALSE
Bcl2l1	chr2	FALSE	FALSE
Erg	chr16	FALSE	FALSE
Golga7b	chr19	FALSE	FALSE
Vwce	chr19	FALSE	FALSE
Ckb	chr12	FALSE	FALSE
Zc2hc1a	chr3	FALSE	TRUE
Krtap7-1	chr16	FALSE	FALSE
Clk3	chr9	FALSE	FALSE
Gm1673	chr5	FALSE	FALSE
Hmgn5	chrX	FALSE	TRUE
Ildr2	chr1	FALSE	FALSE
Gpx8	chr13	FALSE	FALSE
Pnma2	chr14	FALSE	FALSE
Btbd10	chr7	FALSE	FALSE
Mtrf1l	chr10	FALSE	FALSE
Cyp2j9	chr4	FALSE	FALSE
Urb2	chr8	FALSE	FALSE
Cckbr	chr7	FALSE	FALSE
Per1	chr11	FALSE	TRUE
Tcf19	chr17	FALSE	FALSE
Arl14	chr3	FALSE	FALSE
Prkra	chr2	FALSE	TRUE
Pitx2	chr3	FALSE	FALSE
Fancb	chrX	FALSE	FALSE
Mex3b	chr7	FALSE	FALSE
Mei4	chr9	FALSE	FALSE
Nt5c	chr11	FALSE	FALSE
Mc5r	chr18	FALSE	FALSE
Josd2	chr7	FALSE	FALSE
Arhgap28	chr17	FALSE	FALSE
Dck	chr5	FALSE	FALSE
Nkx2-3	chr19	FALSE	FALSE
Foxd3	chr4	FALSE	FALSE
Prr30	chr14	FALSE	FALSE
Gas7	chr11	FALSE	FALSE
Ldhal6b	chr17	FALSE	FALSE
Atp6ap2	chrX	FALSE	FALSE
Uprt	chrX	FALSE	FALSE
Ccdc90b	chr7	FALSE	FALSE
Gm9376	chr14	FALSE	FALSE
Irf1	chr11	FALSE	FALSE
Mafa	chr15	FALSE	FALSE
Samd5	chr10	FALSE	FALSE
Hdac2	chr10	FALSE	TRUE
Phlda3	chr1	FALSE	FALSE
Immp1l	chr2	FALSE	FALSE
Habp2	chr19	FALSE	FALSE
Zfp41	chr15	FALSE	FALSE
Casq1	chr1	FALSE	FALSE
Susd2	chr10	FALSE	FALSE
Rnf146	chr10	FALSE	TRUE
Kif26a	chr12	FALSE	FALSE
Hcls1	chr16	FALSE	FALSE
Tubb2a	chr13	FALSE	FALSE
Zmynd12	chr4	FALSE	FALSE
Kcnab3	chr11	FALSE	FALSE
Aldh18a1	chr19	FALSE	FALSE
Mybl2	chr2	FALSE	FALSE
Ccnj	chr19	FALSE	FALSE
Cotl1	chr8	FALSE	FALSE
Inhbe	chr10	FALSE	FALSE
Jak2	chr19	FALSE	TRUE
Rrp9	chr9	FALSE	FALSE
Akr7a5	chr4	FALSE	FALSE
Cbfb	chr8	FALSE	FALSE
Gadd45a	chr6	FALSE	FALSE
Uap1l1	chr2	FALSE	FALSE
